Entity,Code,Year,Penn World Table 9.0 (Real GDP at chained PPPs in 2011US$) (US$ (PPP-adjusted; real 2011)),CO₂ emissions per capita (tonnes) (tonnes per year),Total population (Gapminder)
El Salvador,SLV,1909,,,926000
El Salvador,SLV,1910,,,946000
El Salvador,SLV,1911,,,966000
El Salvador,SLV,1912,,,987000
El Salvador,SLV,1913,,,1008000
El Salvador,SLV,1914,,,1030000
El Salvador,SLV,1915,,,1052000
El Salvador,SLV,1916,,,1074000
El Salvador,SLV,1917,,,1098000
El Salvador,SLV,1918,,,1121000
El Salvador,SLV,1919,,,1145000
El Salvador,SLV,1920,,,1170000
El Salvador,SLV,1950,672.8815308,0.1101,2199897
El Salvador,SLV,1951,694.2644043,0.1468,2236298
El Salvador,SLV,1952,715.6103516,0.1835,2278493
El Salvador,SLV,1953,745.7767944,0.1835,2325449
El Salvador,SLV,1954,769.4067993,0.1835,2376483
El Salvador,SLV,1955,775.4945068,0.1835,2431261
El Salvador,SLV,1956,785.5397949,0.2202,2489824
El Salvador,SLV,1957,823.7966919,0.2202,2552562
El Salvador,SLV,1958,765.6318359,0.2202,2620149
El Salvador,SLV,1959,748.8295898,0.2202,2693432
El Salvador,SLV,1960,736.3240356,0.2202,2773095
El Salvador,SLV,1961,733.0180664,0.2202,2859302
El Salvador,SLV,1962,783.3145142,0.2202,2951387
El Salvador,SLV,1963,783.843689,0.367,3047718
El Salvador,SLV,1964,826.4849854,0.4037,3146076
El Salvador,SLV,1965,858.8545532,0.3303,3244774
El Salvador,SLV,1966,882.2087402,0.4037,3342957
El Salvador,SLV,1967,900.0526733,0.3303,3440705
El Salvador,SLV,1968,872.600769,0.367,3538389
El Salvador,SLV,1969,869.9370728,0.3303,3636782
El Salvador,SLV,1970,917.3262939,0.367,3736311
El Salvador,SLV,1971,903.0203857,0.4037,3836884
El Salvador,SLV,1972,938.6333618,0.4404,3937757
El Salvador,SLV,1973,982.4587402,0.4771,4037935
El Salvador,SLV,1974,948.4844971,0.4771,4136133
El Salvador,SLV,1975,962.4680176,0.5138,4231358
El Salvador,SLV,1976,1092.419312,0.5138,4323383
El Salvador,SLV,1977,1258.856323,0.5138,4412237
El Salvador,SLV,1978,1159.031982,0.5505,4497535
El Salvador,SLV,1979,1139.609131,0.5138,4578922
El Salvador,SLV,1980,1015.666321,0.4404,4656263
El Salvador,SLV,1981,893.9841919,0.4037,4729467
El Salvador,SLV,1982,850.9873657,0.367,4798918
El Salvador,SLV,1983,862.8585205,0.4037,4865611
El Salvador,SLV,1984,897.7928467,0.3303,4930893
El Salvador,SLV,1985,936.3032227,0.4037,4995888
El Salvador,SLV,1986,1001.282043,0.4037,5060307
El Salvador,SLV,1987,999.942627,0.4771,5124240
El Salvador,SLV,1988,1051.819214,0.4771,5189565
El Salvador,SLV,1989,1069.586304,0.4771,5258654
El Salvador,SLV,1990,1053.878418,0.4771,5332842
El Salvador,SLV,1991,1115.484497,0.5872,5413269
El Salvador,SLV,1992,1206.235474,0.5872,5498489
El Salvador,SLV,1993,1345.01355,0.6973,5584047
El Salvador,SLV,1994,1484.725586,0.8074,5663820
El Salvador,SLV,1995,1667.411011,0.8808,5733401
El Salvador,SLV,1996,1760.416138,0.8074,5791403
El Salvador,SLV,1997,1908.716797,0.9542,5839103
El Salvador,SLV,1998,2061.067383,0.9909,5878097
El Salvador,SLV,1999,2205.573242,0.9542,5911094
El Salvador,SLV,2000,2336.345215,0.9542,5940305
El Salvador,SLV,2001,2530.384277,0.9909,5966027
El Salvador,SLV,2002,2729.554932,0.9909,5988233
El Salvador,SLV,2003,2940.269043,1.101,6008523
El Salvador,SLV,2004,3167.058838,1.0643,6028792
El Salvador,SLV,2005,3524.737549,1.0643,6050513
El Salvador,SLV,2006,3966.467285,1.1377,6074487
El Salvador,SLV,2007,4502.541504,1.1377,6100868
El Salvador,SLV,2008,5005.374512,1.0643,6129628
El Salvador,SLV,2009,5411.710938,1.0643,6160423
El Salvador,SLV,2010,6240.958496,1.0643,6192993
El Salvador,SLV,2011,7459.158691,1.101,6227491
El Salvador,SLV,2012,7602.545898,1.101,6264129
El Salvador,SLV,2013,7675.743164,1.0276,6302723
El Salvador,SLV,2014,7843.099121,1.0276,
Equatorial Guinea,GNQ,1800,,,80377
Equatorial Guinea,GNQ,1820,,,80377
Equatorial Guinea,GNQ,1920,,,112000
Equatorial Guinea,GNQ,1932,,,167000
Equatorial Guinea,GNQ,1942,,,171000
Equatorial Guinea,GNQ,1950,,0.0367,225536
Equatorial Guinea,GNQ,1951,,0.0367,230057
Equatorial Guinea,GNQ,1952,,0.0367,232759
Equatorial Guinea,GNQ,1953,,0.0367,234513
Equatorial Guinea,GNQ,1954,,0.1468,235994
Equatorial Guinea,GNQ,1955,,0.1468,237677
Equatorial Guinea,GNQ,1956,,0.1468,239826
Equatorial Guinea,GNQ,1957,,0.1468,242510
Equatorial Guinea,GNQ,1958,,0.1835,245617
Equatorial Guinea,GNQ,1959,,0.1835,248906
Equatorial Guinea,GNQ,1960,461.8052979,0.0734,252115
Equatorial Guinea,GNQ,1961,465.4703064,0.0734,255100
Equatorial Guinea,GNQ,1962,472.7342529,0.0734,257941
Equatorial Guinea,GNQ,1963,622.8197021,0.1101,260991
Equatorial Guinea,GNQ,1964,592.1980591,0.1101,264745
Equatorial Guinea,GNQ,1965,535.9903564,0.1101,269429
Equatorial Guinea,GNQ,1966,611.447876,0.0734,275472
Equatorial Guinea,GNQ,1967,651.5135498,0.0734,282446
Equatorial Guinea,GNQ,1968,721.1818848,0.1101,288703
Equatorial Guinea,GNQ,1969,742.8128662,0.1468,292015
Equatorial Guinea,GNQ,1970,591.5309448,0.1101,290907
Equatorial Guinea,GNQ,1971,645.7219849,0.2202,284913
Equatorial Guinea,GNQ,1972,692.8927002,0.3303,274893
Equatorial Guinea,GNQ,1973,780.6107178,0.1101,262377
Equatorial Guinea,GNQ,1974,833.0636597,0.2202,249569
Equatorial Guinea,GNQ,1975,1001.667847,0.2569,238240
Equatorial Guinea,GNQ,1976,1085.220703,0.2569,228534
Equatorial Guinea,GNQ,1977,1209.142456,0.2936,220448
Equatorial Guinea,GNQ,1978,1098.067505,0.3303,215415
Equatorial Guinea,GNQ,1979,1060.559692,0.2936,215116
Equatorial Guinea,GNQ,1980,1062.264282,0.2569,220582
Equatorial Guinea,GNQ,1981,1042.697021,0.2936,232676
Equatorial Guinea,GNQ,1982,952.4581909,0.2936,250712
Equatorial Guinea,GNQ,1983,1052.228149,0.2202,272217
Equatorial Guinea,GNQ,1984,1000.574707,0.2569,293701
Equatorial Guinea,GNQ,1985,785.7270508,0.2202,312634
Equatorial Guinea,GNQ,1986,643.3647461,0.2569,328119
Equatorial Guinea,GNQ,1987,517.4974365,0.2936,340825
Equatorial Guinea,GNQ,1988,587.9118042,0.2936,351694
Equatorial Guinea,GNQ,1989,652.6187744,0.3303,362325
Equatorial Guinea,GNQ,1990,485.2515869,0.1835,373887
Equatorial Guinea,GNQ,1991,450.9833374,0.367,386536
Equatorial Guinea,GNQ,1992,520.6985474,0.4037,399843
Equatorial Guinea,GNQ,1993,542.1968384,0.2202,413730
Equatorial Guinea,GNQ,1994,373.5762024,0.0734,428005
Equatorial Guinea,GNQ,1995,631.9492188,0.2936,442527
Equatorial Guinea,GNQ,1996,977.8189697,0.2569,457321
Equatorial Guinea,GNQ,1997,2044.877686,0.6239,472486
Equatorial Guinea,GNQ,1998,1640.302368,0.3303,488039
Equatorial Guinea,GNQ,1999,2559.715332,0.9175,504001
Equatorial Guinea,GNQ,2000,4013.835938,0.8808,520380
Equatorial Guinea,GNQ,2001,5220.924316,5.7619,537195
Equatorial Guinea,GNQ,2002,9819.743164,8.9915,554429
Equatorial Guinea,GNQ,2003,8514.523438,10.5329,571999
Equatorial Guinea,GNQ,2004,13125.66211,8.8447,589794
Equatorial Guinea,GNQ,2005,18133.96484,7.7437,607739
Equatorial Guinea,GNQ,2006,18585.75195,7.5969,625777
Equatorial Guinea,GNQ,2007,21337.85742,7.5235,643936
Equatorial Guinea,GNQ,2008,31964.47266,6.8629,662327
Equatorial Guinea,GNQ,2009,19421.48633,6.5326,681115
Equatorial Guinea,GNQ,2010,28152.02734,6.4225,700401
Equatorial Guinea,GNQ,2011,40615.49609,8.1841,720213
Equatorial Guinea,GNQ,2012,39087.52734,6.606,740471
Equatorial Guinea,GNQ,2013,41711.9375,6.4959,761050
Equatorial Guinea,GNQ,2014,40132.96094,6.5326,
Eritrea,ERI,1800,,,205010
Eritrea,ERI,1820,,,205010
Eritrea,ERI,1950,,,1141300
Eritrea,ERI,1951,,,1162455
Eritrea,ERI,1952,,,1185426
Eritrea,ERI,1953,,,1210063
Eritrea,ERI,1954,,,1236248
Eritrea,ERI,1955,,,1263899
Eritrea,ERI,1956,,,1292970
Eritrea,ERI,1957,,,1323450
Eritrea,ERI,1958,,,1355355
Eritrea,ERI,1959,,,1388725
Eritrea,ERI,1960,,,1423599
Eritrea,ERI,1961,,,1459988
Eritrea,ERI,1962,,,1497855
Eritrea,ERI,1963,,,1537105
Eritrea,ERI,1964,,,1577613
Eritrea,ERI,1965,,,1619301
Eritrea,ERI,1966,,,1662247
Eritrea,ERI,1967,,,1706539
Eritrea,ERI,1968,,,1752123
Eritrea,ERI,1969,,,1798934
Eritrea,ERI,1970,,,1847000
Eritrea,ERI,1971,,,1896028
Eritrea,ERI,1972,,,1946213
Eritrea,ERI,1973,,,1998632
Eritrea,ERI,1974,,,2054727
Eritrea,ERI,1975,,,2115400
Eritrea,ERI,1976,,,2181178
Eritrea,ERI,1977,,,2251397
Eritrea,ERI,1978,,,2324290
Eritrea,ERI,1979,,,2397387
Eritrea,ERI,1980,,,2468902
Eritrea,ERI,1981,,,2537333
Eritrea,ERI,1982,,,2602966
Eritrea,ERI,1983,,,2667868
Eritrea,ERI,1984,,,2735121
Eritrea,ERI,1985,,,2806456
Eritrea,ERI,1986,,,2884388
Eritrea,ERI,1987,,,2967048
Eritrea,ERI,1988,,,3046674
Eritrea,ERI,1989,,,3112654
Eritrea,ERI,1990,,,3158295
Eritrea,ERI,1991,,,3180430
Eritrea,ERI,1992,,,3184019
Eritrea,ERI,1993,,,3180541
Eritrea,ERI,1994,,0.2569,3186063
Eritrea,ERI,1995,,0.2936,3212503
Eritrea,ERI,1996,,0.2936,3263016
Eritrea,ERI,1997,,0.2569,3335157
Eritrea,ERI,1998,,0.1835,3428264
Eritrea,ERI,1999,,0.1835,3539885
Eritrea,ERI,2000,,0.1835,3667576
Eritrea,ERI,2001,,0.1835,3812473
Eritrea,ERI,2002,,0.1468,3973973
Eritrea,ERI,2003,,0.1835,4145500
Eritrea,ERI,2004,,0.1835,4318343
Eritrea,ERI,2005,,0.1835,4486155
Eritrea,ERI,2006,,0.1101,4645837
Eritrea,ERI,2007,,0.1101,4798561
Eritrea,ERI,2008,,0.0734,4947521
Eritrea,ERI,2009,,0.1101,5097998
Eritrea,ERI,2010,,0.1101,5253676
Eritrea,ERI,2011,,0.1101,5415280
Eritrea,ERI,2012,,0.1468,5580862
Eritrea,ERI,2013,,0.1468,5748304
Eritrea,ERI,2014,,0.1468,
Estonia,EST,1800,,,334136
Estonia,EST,1820,,,334136
Estonia,EST,1950,,,1100998
Estonia,EST,1951,,,1113922
Estonia,EST,1952,,,1126280
Estonia,EST,1953,,,1138038
Estonia,EST,1954,,,1149241
Estonia,EST,1955,,,1160002
Estonia,EST,1956,,,1170514
Estonia,EST,1957,,,1181044
Estonia,EST,1958,,,1191912
Estonia,EST,1959,,,1203467
Estonia,EST,1960,,,1216003
Estonia,EST,1961,,,1229668
Estonia,EST,1962,,,1244386
Estonia,EST,1963,,,1259824
Estonia,EST,1964,,,1275487
Estonia,EST,1965,,,1290996
Estonia,EST,1966,,,1306197
Estonia,EST,1967,,,1321132
Estonia,EST,1968,,,1335846
Estonia,EST,1969,,,1350454
Estonia,EST,1970,,,1365002
Estonia,EST,1971,,,1379574
Estonia,EST,1972,,,1394029
Estonia,EST,1973,,,1407932
Estonia,EST,1974,,,1420709
Estonia,EST,1975,,,1431998
Estonia,EST,1976,,,1441551
Estonia,EST,1977,,,1449609
Estonia,EST,1978,,,1456892
Estonia,EST,1979,,,1464417
Estonia,EST,1980,,,1472898
Estonia,EST,1981,,,1482176
Estonia,EST,1982,,,1491897
Estonia,EST,1983,,,1502292
Estonia,EST,1984,,,1513617
Estonia,EST,1985,,,1525790
Estonia,EST,1986,,,1539549
Estonia,EST,1987,,,1554175
Estonia,EST,1988,,,1566396
Estonia,EST,1989,,,1571840
Estonia,EST,1990,11420.29004,,1567631
Estonia,EST,1991,12550.49805,,1552370
Estonia,EST,1992,9468.428711,15.6342,1527660
Estonia,EST,1993,9188.439453,13.0285,1497364
Estonia,EST,1994,9055.196289,12.9918,1467016
Estonia,EST,1995,10051.11133,12.1844,1440710
Estonia,EST,1996,9220.967773,12.9184,1419727
Estonia,EST,1997,9985.535156,12.9184,1403188
Estonia,EST,1998,10953.45703,11.744,1390414
Estonia,EST,1999,11472.73926,11.01,1379962
Estonia,EST,2000,12503.72754,10.8632,1370749
Estonia,EST,2001,13165.44336,11.4504,1362823
Estonia,EST,2002,14130.74512,10.9733,1356644
Estonia,EST,2003,15059.60352,12.6615,1351955
Estonia,EST,2004,16398.22656,12.845,1348449
Estonia,EST,2005,17870.93555,12.4413,1345857
Estonia,EST,2006,20041.03906,12.0376,1344038
Estonia,EST,2007,22772.16797,14.2763,1342873
Estonia,EST,2008,23087.21875,13.3955,1342145
Estonia,EST,2009,20995.27344,10.8999,1341629
Estonia,EST,2010,21812.58008,13.6157,1341140
Estonia,EST,2011,24528.73633,14.0194,1340537
Estonia,EST,2012,26637.45703,13.3221,1339762
Estonia,EST,2013,27559.88477,15.0837,1338832
Estonia,EST,2014,28537.81836,14.8268,
Ethiopia,ETH,1800,,,2948990
Ethiopia,ETH,1820,,,2948990
Ethiopia,ETH,1950,336.3327637,0,18433866
Ethiopia,ETH,1951,377.8299866,0,18788330
Ethiopia,ETH,1952,386.04422,0,19150885
Ethiopia,ETH,1953,402.0343323,0,19522300
Ethiopia,ETH,1954,399.2310181,0,19903919
Ethiopia,ETH,1955,400.0117798,0,20297664
Ethiopia,ETH,1956,412.8825989,0,20706078
Ethiopia,ETH,1957,409.4696045,0,21132283
Ethiopia,ETH,1958,399.6437988,0,21579828
Ethiopia,ETH,1959,426.246521,0,22052451
Ethiopia,ETH,1960,443.6293945,0,22553350
Ethiopia,ETH,1961,451.5349426,0,23084406
Ethiopia,ETH,1962,458.5844116,0,23645508
Ethiopia,ETH,1963,463.2296143,0,24234254
Ethiopia,ETH,1964,487.9414063,0,24846785
Ethiopia,ETH,1965,511.6383667,0.0367,25480202
Ethiopia,ETH,1966,517.4363403,0.0367,26128435
Ethiopia,ETH,1967,516.2067871,0.0367,26790992
Ethiopia,ETH,1968,529.3498535,0.0734,27476546
Ethiopia,ETH,1969,557.5307617,0.0734,28197484
Ethiopia,ETH,1970,544.1524048,0.0367,28959382
Ethiopia,ETH,1971,541.8861084,0.0734,29777985
Ethiopia,ETH,1972,600.3206177,0.0367,30642920
Ethiopia,ETH,1973,603.743103,0.0367,31503206
Ethiopia,ETH,1974,571.8198853,0.0367,32289683
Ethiopia,ETH,1975,610.2186279,0.0367,32958964
Ethiopia,ETH,1976,626.3517456,0.0367,33486288
Ethiopia,ETH,1977,609.406311,0.0367,33903618
Ethiopia,ETH,1978,640.0634155,0.0367,34294030
Ethiopia,ETH,1979,614.8469849,0.0367,34773640
Ethiopia,ETH,1980,687.6990967,0.0367,35426282
Ethiopia,ETH,1981,764.2858887,0.0367,36282554
Ethiopia,ETH,1982,841.1224365,0.0367,37319328
Ethiopia,ETH,1983,966.3139648,0.0367,38500829
Ethiopia,ETH,1984,1014.272644,0.0367,39768079
Ethiopia,ETH,1985,869.5447388,0.0367,41077517
Ethiopia,ETH,1986,887.0171509,0.0367,42417873
Ethiopia,ETH,1987,833.7879639,0.0734,43802479
Ethiopia,ETH,1988,805.9053345,0.0734,45240322
Ethiopia,ETH,1989,799.0916138,0.0734,46747612
Ethiopia,ETH,1990,866.4519653,0.0734,48333261
Ethiopia,ETH,1991,775.6824341,0.0734,49998845
Ethiopia,ETH,1992,668.2839966,0.0734,51730288
Ethiopia,ETH,1993,677.9676514,,53502211
Ethiopia,ETH,1994,596.4969482,0.0367,55281054
Ethiopia,ETH,1995,631.4104614,0.0367,57042197
Ethiopia,ETH,1996,615.7501221,0.0367,58774378
Ethiopia,ETH,1997,652.8063354,0.0367,60481739
Ethiopia,ETH,1998,563.4577637,0.0367,62174171
Ethiopia,ETH,1999,550.2632446,0.0367,63868806
Ethiopia,ETH,2000,529.4943848,0.0367,65577897
Ethiopia,ETH,2001,566.3939819,0.0734,67303731
Ethiopia,ETH,2002,498.286438,0.0734,69040669
Ethiopia,ETH,2003,482.3294983,0.0734,70784012
Ethiopia,ETH,2004,554.9532471,0.0734,72526620
Ethiopia,ETH,2005,630.5445557,0.0734,74263861
Ethiopia,ETH,2006,640.4882202,0.0734,75993403
Ethiopia,ETH,2007,767.201355,0.0734,77718436
Ethiopia,ETH,2008,840.5627441,0.0734,79446419
Ethiopia,ETH,2009,838.6364746,0.0734,81187751
Ethiopia,ETH,2010,927.40448,0.0734,82949541
Ethiopia,ETH,2011,1077.299683,0.0734,84734262
Ethiopia,ETH,2012,1166.0177,0.1101,86538534
Ethiopia,ETH,2013,1246.071167,0.1101,88356373
Ethiopia,ETH,2014,1323.106323,0.1101,
Faeroe Islands,FRO,1800,,,13537
Faeroe Islands,FRO,1820,,,13537
Faeroe Islands,FRO,1950,,1.2845,31504
Faeroe Islands,FRO,1951,,1.2478,31304
Faeroe Islands,FRO,1952,,1.7616,31249
Faeroe Islands,FRO,1953,,2.6424,31335
Faeroe Islands,FRO,1954,,2.4222,31551
Faeroe Islands,FRO,1955,,3.1562,31879
Faeroe Islands,FRO,1956,,3.5599,32299
Faeroe Islands,FRO,1957,,2.8626,32786
Faeroe Islands,FRO,1958,,3.4865,33307
Faeroe Islands,FRO,1959,,2.9727,33833
Faeroe Islands,FRO,1960,,1.6515,34334
Faeroe Islands,FRO,1961,,3.2296,34793
Faeroe Islands,FRO,1962,,3.3764,35210
Faeroe Islands,FRO,1963,,3.4865,35597
Faeroe Islands,FRO,1964,,3.3764,35985
Faeroe Islands,FRO,1965,,3.7434,36391
Faeroe Islands,FRO,1966,,3.8168,36820
Faeroe Islands,FRO,1967,,4.5141,37262
Faeroe Islands,FRO,1968,,4.8811,37707
Faeroe Islands,FRO,1969,,5.5417,38139
Faeroe Islands,FRO,1970,,6.6794,38547
Faeroe Islands,FRO,1971,,6.7161,38928
Faeroe Islands,FRO,1972,,6.0188,39288
Faeroe Islands,FRO,1973,,6.3491,39641
Faeroe Islands,FRO,1974,,7.5235,40008
Faeroe Islands,FRO,1975,,8.6612,40403
Faeroe Islands,FRO,1976,,8.1107,40829
Faeroe Islands,FRO,1977,,9.909,41281
Faeroe Islands,FRO,1978,,9.5787,41757
Faeroe Islands,FRO,1979,,11.3403,42258
Faeroe Islands,FRO,1980,,9.8356,42779
Faeroe Islands,FRO,1981,,10.1292,43305
Faeroe Islands,FRO,1982,,10.4595,43831
Faeroe Islands,FRO,1983,,11.01,44364
Faeroe Islands,FRO,1984,,11.0834,44920
Faeroe Islands,FRO,1985,,11.4137,45497
Faeroe Islands,FRO,1986,,10.643,46133
Faeroe Islands,FRO,1987,,10.7164,46802
Faeroe Islands,FRO,1988,,11.1568,47370
Faeroe Islands,FRO,1989,,12.1844,47659
Faeroe Islands,FRO,1990,,14.9736,47558
Faeroe Islands,FRO,1991,,14.2029,46995
Faeroe Islands,FRO,1992,,14.1295,46050
Faeroe Islands,FRO,1993,,12.9918,44953
Faeroe Islands,FRO,1994,,13.0652,44022
Faeroe Islands,FRO,1995,,13.1386,43483
Faeroe Islands,FRO,1996,,13.8726,43416
Faeroe Islands,FRO,1997,,13.4689,43746
Faeroe Islands,FRO,1998,,14.0561,44358
Faeroe Islands,FRO,1999,,14.0561,45070
Faeroe Islands,FRO,2000,,15.047,45743
Faeroe Islands,FRO,2001,,16.515,46358
Faeroe Islands,FRO,2002,,15.5241,46944
Faeroe Islands,FRO,2003,,15.4874,47472
Faeroe Islands,FRO,2004,,15.6342,47915
Faeroe Islands,FRO,2005,,14.9736,48258
Faeroe Islands,FRO,2006,,14.0194,48475
Faeroe Islands,FRO,2007,,13.946,48572
Faeroe Islands,FRO,2008,,12.7716,48597
Faeroe Islands,FRO,2009,,11.8908,48625
Faeroe Islands,FRO,2010,,12.9551,48708
Faeroe Islands,FRO,2011,,11.7073,48863
Faeroe Islands,FRO,2012,,12.1844,49075
Faeroe Islands,FRO,2013,,14.0561,49326
Faeroe Islands,FRO,2014,,12.4413,
Falkland Islands,FLK,1950,,122.3211,
Falkland Islands,FLK,1951,,158.6174,
Falkland Islands,FLK,1952,,112.7424,
Falkland Islands,FLK,1953,,46.976,
Falkland Islands,FLK,1954,,131.8998,
Falkland Islands,FLK,1955,,136.7442,
Falkland Islands,FLK,1956,,143.0566,
Falkland Islands,FLK,1957,,143.7539,
Falkland Islands,FLK,1958,,168.6732,
Falkland Islands,FLK,1959,,47.0494,
Falkland Islands,FLK,1960,,90.282,
Falkland Islands,FLK,1961,,72.0788,
Falkland Islands,FLK,1962,,21.7631,
Falkland Islands,FLK,1963,,21.9099,
Falkland Islands,FLK,1964,,5.872,
Falkland Islands,FLK,1965,,4.4407,
Falkland Islands,FLK,1966,,4.4774,
Falkland Islands,FLK,1967,,9.0282,
Falkland Islands,FLK,1970,,6.0555,
Falkland Islands,FLK,1971,,6.1289,
Falkland Islands,FLK,1972,,6.1656,
Falkland Islands,FLK,1973,,6.6794,
Falkland Islands,FLK,1974,,6.7161,
Falkland Islands,FLK,1975,,6.7528,
Falkland Islands,FLK,1976,,7.3033,
Falkland Islands,FLK,1977,,7.34,
Falkland Islands,FLK,1978,,7.3767,
Falkland Islands,FLK,1979,,7.4501,
Falkland Islands,FLK,1980,,7.4868,
Falkland Islands,FLK,1981,,12.9551,
Falkland Islands,FLK,1982,,11.5238,
Falkland Islands,FLK,1983,,12.5147,
Falkland Islands,FLK,1984,,12.9918,
Falkland Islands,FLK,1985,,15.5608,
Falkland Islands,FLK,1986,,17.1022,
Falkland Islands,FLK,1987,,18.6069,
Falkland Islands,FLK,1988,,21.6163,
Falkland Islands,FLK,1989,,21.2126,
Falkland Islands,FLK,1990,,20.6621,
Falkland Islands,FLK,1991,,19.9648,
Falkland Islands,FLK,1992,,19.1941,
Falkland Islands,FLK,1993,,18.3867,
Falkland Islands,FLK,1994,,17.616,
Falkland Islands,FLK,1995,,18.1298,
Falkland Islands,FLK,1996,,17.3958,
Falkland Islands,FLK,1997,,17.9096,
Falkland Islands,FLK,1998,,14.0561,
Falkland Islands,FLK,1999,,13.6524,
Falkland Islands,FLK,2000,,13.3588,
Falkland Islands,FLK,2001,,14.5332,
Falkland Islands,FLK,2002,,15.1571,
Falkland Islands,FLK,2003,,16.148,
Falkland Islands,FLK,2004,,17.5059,
Falkland Islands,FLK,2005,,17.4692,
Falkland Islands,FLK,2006,,19.4877,
Falkland Islands,FLK,2007,,19.4143,
Falkland Islands,FLK,2008,,19.3042,
Falkland Islands,FLK,2009,,20.1483,
Falkland Islands,FLK,2010,,19.1574,
Falkland Islands,FLK,2011,,19.1574,
Falkland Islands,FLK,2012,,19.1207,
Falkland Islands,FLK,2013,,19.0106,
Falkland Islands,FLK,2014,,18.9372,
Fiji,FJI,1700,,,118803
Fiji,FJI,1800,,,130533
Fiji,FJI,1843,,,140000
Fiji,FJI,1850,,,137000
Fiji,FJI,1881,,,127000
Fiji,FJI,1891,,,121000
Fiji,FJI,1900,,,120000
Fiji,FJI,1901,,,120000
Fiji,FJI,1911,,,140000
Fiji,FJI,1921,,,157000
Fiji,FJI,1936,,,198000
Fiji,FJI,1946,,,260000
Fiji,FJI,1950,,0.4037,288993
Fiji,FJI,1951,,0.4404,296204
Fiji,FJI,1952,,0.5138,304808
Fiji,FJI,1953,,0.5138,314345
Fiji,FJI,1954,,0.4771,324471
Fiji,FJI,1955,,0.5138,334964
Fiji,FJI,1956,,0.5505,345732
Fiji,FJI,1957,,0.4404,356801
Fiji,FJI,1958,,0.4771,368303
Fiji,FJI,1959,,0.5138,380434
Fiji,FJI,1960,2823.29248,0.4771,393366
Fiji,FJI,1961,2805.589111,0.4037,407137
Fiji,FJI,1962,2757.553711,0.5505,421563
Fiji,FJI,1963,3186.803711,0.5505,436199
Fiji,FJI,1964,3527.186523,0.9542,450447
Fiji,FJI,1965,2759.54541,0.734,463885
Fiji,FJI,1966,2798.966797,0.6606,476334
Fiji,FJI,1967,2920.659912,0.734,487922
Fiji,FJI,1968,3188.904297,0.8074,498903
Fiji,FJI,1969,3274.704834,0.8441,509680
Fiji,FJI,1970,3541.414795,0.9909,520555
Fiji,FJI,1971,3711.357422,1.0276,531631
Fiji,FJI,1972,3933.798584,1.0643,542846
Fiji,FJI,1973,4313.741211,1.1377,554147
Fiji,FJI,1974,4587.687988,1.1744,565426
Fiji,FJI,1975,4943.39502,1.0643,576634
Fiji,FJI,1976,4876.12793,0.8074,587565
Fiji,FJI,1977,5060.424805,1.2845,598298
Fiji,FJI,1978,5116.806152,1.1744,609387
Fiji,FJI,1979,5744.256836,1.3579,621579
Fiji,FJI,1980,5666.255859,1.2478,635297
Fiji,FJI,1981,5162.455078,1.6515,651006
Fiji,FJI,1982,4949.553711,1.2478,668259
Fiji,FJI,1983,4751.756836,1.0643,685461
Fiji,FJI,1984,4922.647461,0.8441,700434
Fiji,FJI,1985,4981.83252,0.8074,711703
Fiji,FJI,1986,5010.904297,0.8441,718535
Fiji,FJI,1987,4979.209473,0.6606,721637
Fiji,FJI,1988,5081.592285,0.7707,722753
Fiji,FJI,1989,5488.720215,0.8808,724404
Fiji,FJI,1990,5928.695801,1.101,728390
Fiji,FJI,1991,5723.145996,0.9175,735262
Fiji,FJI,1992,5886.762695,0.9909,744396
Fiji,FJI,1993,5906.388184,0.9909,754981
Fiji,FJI,1994,6068.994629,0.9909,765725
Fiji,FJI,1995,6125.654785,0.9909,775651
Fiji,FJI,1996,6375.751953,1.0643,784713
Fiji,FJI,1997,6061.900391,0.9909,793165
Fiji,FJI,1998,5969.5,0.9542,800685
Fiji,FJI,1999,6283.942383,0.9909,806927
Fiji,FJI,2000,6051.765625,1.0276,811718
Fiji,FJI,2001,6053.914063,1.2845,814780
Fiji,FJI,2002,6146.887695,1.101,816336
Fiji,FJI,2003,6099.814453,1.2845,817339
Fiji,FJI,2004,6290.26416,1.6515,819102
Fiji,FJI,2005,6218.296387,1.3212,822553
Fiji,FJI,2006,6462.490723,1.468,828046
Fiji,FJI,2007,6469.859863,1.3946,835267
Fiji,FJI,2008,6581.59082,1.0643,843651
Fiji,FJI,2009,6651.723145,0.9175,852323
Fiji,FJI,2010,6929.799805,1.4313,860623
Fiji,FJI,2011,7330.168945,1.2478,868406
Fiji,FJI,2012,7381.486816,1.2111,875822
Fiji,FJI,2013,7661.766113,1.3212,882863
Fiji,FJI,2014,7908.712402,1.3212,
Finland,FIN,1700,,,400000
Finland,FIN,1800,,,977662
Finland,FIN,1820,,,1169000
Finland,FIN,1821,,,1186000
Finland,FIN,1822,,,1202000
Finland,FIN,1823,,,1219000
Finland,FIN,1824,,,1235000
Finland,FIN,1825,,,1252000
Finland,FIN,1826,,,1268000
Finland,FIN,1827,,,1310000
Finland,FIN,1828,,,1326000
Finland,FIN,1829,,,1343000
Finland,FIN,1830,,,1364000
Finland,FIN,1831,,,1374000
Finland,FIN,1832,,,1378000
Finland,FIN,1833,,,1383000
Finland,FIN,1834,,,1387000
