Entity,Code,Year,CO2 annual emissions by nation-CDIAC (million tonnes)
Burkina Faso,BFA,1943,0
Burkina Faso,BFA,1944,0
Burkina Faso,BFA,1945,0
Burkina Faso,BFA,1946,0
Burkina Faso,BFA,1947,0
Burkina Faso,BFA,1948,0
Burkina Faso,BFA,1949,0
Burkina Faso,BFA,1950,0
Burkina Faso,BFA,1951,0
Burkina Faso,BFA,1952,0
Burkina Faso,BFA,1953,0
Burkina Faso,BFA,1954,0
Burkina Faso,BFA,1955,0
Burkina Faso,BFA,1956,0
Burkina Faso,BFA,1957,0
Burkina Faso,BFA,1958,0.00367
Burkina Faso,BFA,1959,0.00734
Burkina Faso,BFA,1960,0.04404
Burkina Faso,BFA,1961,0.09175
Burkina Faso,BFA,1962,0.08441
Burkina Faso,BFA,1963,0.08808
Burkina Faso,BFA,1964,0.1101
Burkina Faso,BFA,1965,0.10276
Burkina Faso,BFA,1966,0.10276
Burkina Faso,BFA,1967,0.10276
Burkina Faso,BFA,1968,0.10276
Burkina Faso,BFA,1969,0.12111
Burkina Faso,BFA,1970,0.14313
Burkina Faso,BFA,1971,0.15047
Burkina Faso,BFA,1972,0.16148
Burkina Faso,BFA,1973,0.16882
Burkina Faso,BFA,1974,0.20552
Burkina Faso,BFA,1975,0.2202
Burkina Faso,BFA,1976,0.20919
Burkina Faso,BFA,1977,0.24956
Burkina Faso,BFA,1978,0.34865
Burkina Faso,BFA,1979,0.40737
Burkina Faso,BFA,1980,0.43306
Burkina Faso,BFA,1981,0.55784
Burkina Faso,BFA,1982,0.57619
Burkina Faso,BFA,1983,0.59454
Burkina Faso,BFA,1984,0.46609
Burkina Faso,BFA,1985,0.4771
Burkina Faso,BFA,1986,0.48077
Burkina Faso,BFA,1987,0.51747
Burkina Faso,BFA,1988,0.55417
Burkina Faso,BFA,1989,0.82208
Burkina Faso,BFA,1990,0.58353
Burkina Faso,BFA,1991,0.62757
Burkina Faso,BFA,1992,0.63124
Burkina Faso,BFA,1993,0.62757
Burkina Faso,BFA,1994,0.64592
Burkina Faso,BFA,1995,0.62757
Burkina Faso,BFA,1996,0.70831
Burkina Faso,BFA,1997,0.8074
Burkina Faso,BFA,1998,0.86245
Burkina Faso,BFA,1999,0.93218
Burkina Faso,BFA,2000,1.04228
Burkina Faso,BFA,2001,0.99824
Burkina Faso,BFA,2002,1.00558
Burkina Faso,BFA,2003,1.07898
Burkina Faso,BFA,2004,1.10467
Burkina Faso,BFA,2005,1.12669
Burkina Faso,BFA,2006,1.36157
Burkina Faso,BFA,2007,1.64783
Burkina Faso,BFA,2008,1.91941
Burkina Faso,BFA,2009,1.93409
Burkina Faso,BFA,2010,1.96345
Burkina Faso,BFA,2011,2.21301
Burkina Faso,BFA,2012,2.63139
Burkina Faso,BFA,2013,3.06078
Burkina Faso,BFA,2014,2.85159
Burundi,BDI,1751,0
Burundi,BDI,1752,0
Burundi,BDI,1753,0
Burundi,BDI,1754,0
Burundi,BDI,1755,0
Burundi,BDI,1756,0
Burundi,BDI,1757,0
Burundi,BDI,1758,0
Burundi,BDI,1759,0
Burundi,BDI,1760,0
Burundi,BDI,1761,0
Burundi,BDI,1762,0
Burundi,BDI,1763,0
Burundi,BDI,1764,0
Burundi,BDI,1765,0
Burundi,BDI,1766,0
Burundi,BDI,1767,0
Burundi,BDI,1768,0
Burundi,BDI,1769,0
Burundi,BDI,1770,0
Burundi,BDI,1771,0
Burundi,BDI,1772,0
Burundi,BDI,1773,0
Burundi,BDI,1774,0
Burundi,BDI,1775,0
Burundi,BDI,1776,0
Burundi,BDI,1777,0
Burundi,BDI,1778,0
Burundi,BDI,1779,0
Burundi,BDI,1780,0
Burundi,BDI,1781,0
Burundi,BDI,1782,0
Burundi,BDI,1783,0
Burundi,BDI,1784,0
Burundi,BDI,1785,0
Burundi,BDI,1786,0
Burundi,BDI,1787,0
Burundi,BDI,1788,0
Burundi,BDI,1789,0
Burundi,BDI,1790,0
Burundi,BDI,1791,0
Burundi,BDI,1792,0
Burundi,BDI,1793,0
Burundi,BDI,1794,0
Burundi,BDI,1795,0
Burundi,BDI,1796,0
Burundi,BDI,1797,0
Burundi,BDI,1798,0
Burundi,BDI,1799,0
Burundi,BDI,1800,0
Burundi,BDI,1801,0
Burundi,BDI,1802,0
Burundi,BDI,1803,0
Burundi,BDI,1804,0
Burundi,BDI,1805,0
Burundi,BDI,1806,0
Burundi,BDI,1807,0
Burundi,BDI,1808,0
Burundi,BDI,1809,0
Burundi,BDI,1810,0
Burundi,BDI,1811,0
Burundi,BDI,1812,0
Burundi,BDI,1813,0
Burundi,BDI,1814,0
Burundi,BDI,1815,0
Burundi,BDI,1816,0
Burundi,BDI,1817,0
Burundi,BDI,1818,0
Burundi,BDI,1819,0
Burundi,BDI,1820,0
Burundi,BDI,1821,0
Burundi,BDI,1822,0
Burundi,BDI,1823,0
Burundi,BDI,1824,0
Burundi,BDI,1825,0
Burundi,BDI,1826,0
Burundi,BDI,1827,0
Burundi,BDI,1828,0
Burundi,BDI,1829,0
Burundi,BDI,1830,0
Burundi,BDI,1831,0
Burundi,BDI,1832,0
Burundi,BDI,1833,0
Burundi,BDI,1834,0
Burundi,BDI,1835,0
Burundi,BDI,1836,0
Burundi,BDI,1837,0
Burundi,BDI,1838,0
Burundi,BDI,1839,0
Burundi,BDI,1840,0
Burundi,BDI,1841,0
Burundi,BDI,1842,0
Burundi,BDI,1843,0
Burundi,BDI,1844,0
Burundi,BDI,1845,0
Burundi,BDI,1846,0
Burundi,BDI,1847,0
Burundi,BDI,1848,0
Burundi,BDI,1849,0
Burundi,BDI,1850,0
Burundi,BDI,1851,0
Burundi,BDI,1852,0
Burundi,BDI,1853,0
Burundi,BDI,1854,0
Burundi,BDI,1855,0
Burundi,BDI,1856,0
Burundi,BDI,1857,0
Burundi,BDI,1858,0
Burundi,BDI,1859,0
Burundi,BDI,1860,0
Burundi,BDI,1861,0
Burundi,BDI,1862,0
Burundi,BDI,1863,0
Burundi,BDI,1864,0
Burundi,BDI,1865,0
Burundi,BDI,1866,0
Burundi,BDI,1867,0
Burundi,BDI,1868,0
Burundi,BDI,1869,0
Burundi,BDI,1870,0
Burundi,BDI,1871,0
Burundi,BDI,1872,0
Burundi,BDI,1873,0
Burundi,BDI,1874,0
Burundi,BDI,1875,0
Burundi,BDI,1876,0
Burundi,BDI,1877,0
Burundi,BDI,1878,0
Burundi,BDI,1879,0
Burundi,BDI,1880,0
Burundi,BDI,1881,0
Burundi,BDI,1882,0
Burundi,BDI,1883,0
Burundi,BDI,1884,0
Burundi,BDI,1885,0
Burundi,BDI,1886,0
Burundi,BDI,1887,0
Burundi,BDI,1888,0
Burundi,BDI,1889,0
Burundi,BDI,1890,0
Burundi,BDI,1891,0
Burundi,BDI,1892,0
Burundi,BDI,1893,0
Burundi,BDI,1894,0
Burundi,BDI,1895,0
Burundi,BDI,1896,0
Burundi,BDI,1897,0
Burundi,BDI,1898,0
Burundi,BDI,1899,0
Burundi,BDI,1900,0
Burundi,BDI,1901,0
Burundi,BDI,1902,0
Burundi,BDI,1903,0
Burundi,BDI,1904,0
Burundi,BDI,1905,0
Burundi,BDI,1906,0
Burundi,BDI,1907,0
Burundi,BDI,1908,0
Burundi,BDI,1909,0
Burundi,BDI,1910,0
Burundi,BDI,1911,0
Burundi,BDI,1912,0
Burundi,BDI,1913,0
Burundi,BDI,1914,0
Burundi,BDI,1915,0
Burundi,BDI,1916,0
Burundi,BDI,1917,0
Burundi,BDI,1918,0
Burundi,BDI,1919,0
Burundi,BDI,1920,0
Burundi,BDI,1921,0
Burundi,BDI,1922,0
Burundi,BDI,1923,0
Burundi,BDI,1924,0
Burundi,BDI,1925,0
Burundi,BDI,1926,0
Burundi,BDI,1927,0
Burundi,BDI,1928,0
Burundi,BDI,1929,0
Burundi,BDI,1930,0
Burundi,BDI,1931,0
Burundi,BDI,1932,0
Burundi,BDI,1933,0
Burundi,BDI,1934,0
Burundi,BDI,1935,0
Burundi,BDI,1936,0
Burundi,BDI,1937,0
Burundi,BDI,1938,0
Burundi,BDI,1939,0
Burundi,BDI,1940,0
Burundi,BDI,1941,0
Burundi,BDI,1942,0
Burundi,BDI,1943,0
Burundi,BDI,1944,0
Burundi,BDI,1945,0
Burundi,BDI,1946,0
Burundi,BDI,1947,0
Burundi,BDI,1948,0
Burundi,BDI,1949,0
Burundi,BDI,1950,0
Burundi,BDI,1951,0
Burundi,BDI,1952,0
Burundi,BDI,1953,0
Burundi,BDI,1954,0
Burundi,BDI,1955,0
Burundi,BDI,1956,0
Burundi,BDI,1957,0
Burundi,BDI,1958,0
Burundi,BDI,1959,0
Burundi,BDI,1960,0
Burundi,BDI,1961,0
Burundi,BDI,1962,0.04404
Burundi,BDI,1963,0.04771
Burundi,BDI,1964,0.04771
Burundi,BDI,1965,0.0367
Burundi,BDI,1966,0.04771
Burundi,BDI,1967,0.04771
Burundi,BDI,1968,0.05505
Burundi,BDI,1969,0.0734
Burundi,BDI,1970,0.06239
Burundi,BDI,1971,0.0734
Burundi,BDI,1972,0.0734
Burundi,BDI,1973,0.0734
Burundi,BDI,1974,0.09175
Burundi,BDI,1975,0.07707
Burundi,BDI,1976,0.08808
Burundi,BDI,1977,0.09909
Burundi,BDI,1978,0.10276
Burundi,BDI,1979,0.1101
Burundi,BDI,1980,0.1468
Burundi,BDI,1981,0.15781
Burundi,BDI,1982,0.15781
Burundi,BDI,1983,0.20552
Burundi,BDI,1984,0.2202
Burundi,BDI,1985,0.23121
Burundi,BDI,1986,0.23488
Burundi,BDI,1987,0.24956
Burundi,BDI,1988,0.22754
Burundi,BDI,1989,0.26791
Burundi,BDI,1990,0.20919
Burundi,BDI,1991,0.23855
Burundi,BDI,1992,0.21653
Burundi,BDI,1993,0.22754
Burundi,BDI,1994,0.23488
Burundi,BDI,1995,0.23855
Burundi,BDI,1996,0.24222
Burundi,BDI,1997,0.24956
Burundi,BDI,1998,0.24956
Burundi,BDI,1999,0.25323
Burundi,BDI,2000,0.27158
Burundi,BDI,2001,0.20552
Burundi,BDI,2002,0.21286
Burundi,BDI,2003,0.16148
Burundi,BDI,2004,0.19818
Burundi,BDI,2005,0.15414
Burundi,BDI,2006,0.18717
Burundi,BDI,2007,0.18717
Burundi,BDI,2008,0.19084
Burundi,BDI,2009,0.19084
Burundi,BDI,2010,0.21286
Burundi,BDI,2011,0.24222
Burundi,BDI,2012,0.28259
Burundi,BDI,2013,0.28993
Burundi,BDI,2014,0.4404
Cambodia,KHM,1751,0
Cambodia,KHM,1752,0
Cambodia,KHM,1753,0
Cambodia,KHM,1754,0
Cambodia,KHM,1755,0
Cambodia,KHM,1756,0
Cambodia,KHM,1757,0
Cambodia,KHM,1758,0
Cambodia,KHM,1759,0
Cambodia,KHM,1760,0
Cambodia,KHM,1761,0
Cambodia,KHM,1762,0
Cambodia,KHM,1763,0
Cambodia,KHM,1764,0
Cambodia,KHM,1765,0
Cambodia,KHM,1766,0
Cambodia,KHM,1767,0
Cambodia,KHM,1768,0
Cambodia,KHM,1769,0
Cambodia,KHM,1770,0
Cambodia,KHM,1771,0
Cambodia,KHM,1772,0
Cambodia,KHM,1773,0
Cambodia,KHM,1774,0
Cambodia,KHM,1775,0
Cambodia,KHM,1776,0
Cambodia,KHM,1777,0
Cambodia,KHM,1778,0
Cambodia,KHM,1779,0
Cambodia,KHM,1780,0
Cambodia,KHM,1781,0
Cambodia,KHM,1782,0
Cambodia,KHM,1783,0
Cambodia,KHM,1784,0
Cambodia,KHM,1785,0
Cambodia,KHM,1786,0
Cambodia,KHM,1787,0
Cambodia,KHM,1788,0
Cambodia,KHM,1789,0
Cambodia,KHM,1790,0
Cambodia,KHM,1791,0
Cambodia,KHM,1792,0
Cambodia,KHM,1793,0
Cambodia,KHM,1794,0
Cambodia,KHM,1795,0
Cambodia,KHM,1796,0
Cambodia,KHM,1797,0
Cambodia,KHM,1798,0
Cambodia,KHM,1799,0
Cambodia,KHM,1800,0
Cambodia,KHM,1801,0
Cambodia,KHM,1802,0
Cambodia,KHM,1803,0
Cambodia,KHM,1804,0
Cambodia,KHM,1805,0
Cambodia,KHM,1806,0
Cambodia,KHM,1807,0
Cambodia,KHM,1808,0
Cambodia,KHM,1809,0
Cambodia,KHM,1810,0
Cambodia,KHM,1811,0
Cambodia,KHM,1812,0
Cambodia,KHM,1813,0
Cambodia,KHM,1814,0
Cambodia,KHM,1815,0
Cambodia,KHM,1816,0
Cambodia,KHM,1817,0
Cambodia,KHM,1818,0
Cambodia,KHM,1819,0
Cambodia,KHM,1820,0
Cambodia,KHM,1821,0
Cambodia,KHM,1822,0
Cambodia,KHM,1823,0
Cambodia,KHM,1824,0
Cambodia,KHM,1825,0
Cambodia,KHM,1826,0
Cambodia,KHM,1827,0
Cambodia,KHM,1828,0
Cambodia,KHM,1829,0
Cambodia,KHM,1830,0
Cambodia,KHM,1831,0
Cambodia,KHM,1832,0
Cambodia,KHM,1833,0
Cambodia,KHM,1834,0
Cambodia,KHM,1835,0
Cambodia,KHM,1836,0
Cambodia,KHM,1837,0
Cambodia,KHM,1838,0
Cambodia,KHM,1839,0
Cambodia,KHM,1840,0
Cambodia,KHM,1841,0
Cambodia,KHM,1842,0
Cambodia,KHM,1843,0
Cambodia,KHM,1844,0
Cambodia,KHM,1845,0
Cambodia,KHM,1846,0
Cambodia,KHM,1847,0
Cambodia,KHM,1848,0
Cambodia,KHM,1849,0
Cambodia,KHM,1850,0
Cambodia,KHM,1851,0
Cambodia,KHM,1852,0
Cambodia,KHM,1853,0
Cambodia,KHM,1854,0
Cambodia,KHM,1855,0
Cambodia,KHM,1856,0
Cambodia,KHM,1857,0
Cambodia,KHM,1858,0
Cambodia,KHM,1859,0
Cambodia,KHM,1860,0
Cambodia,KHM,1861,0
Cambodia,KHM,1862,0
Cambodia,KHM,1863,0
Cambodia,KHM,1864,0
Cambodia,KHM,1865,0
Cambodia,KHM,1866,0
Cambodia,KHM,1867,0
Cambodia,KHM,1868,0
Cambodia,KHM,1869,0
Cambodia,KHM,1870,0
Cambodia,KHM,1871,0
Cambodia,KHM,1872,0
Cambodia,KHM,1873,0
Cambodia,KHM,1874,0
Cambodia,KHM,1875,0
Cambodia,KHM,1876,0
Cambodia,KHM,1877,0
Cambodia,KHM,1878,0
Cambodia,KHM,1879,0
Cambodia,KHM,1880,0
Cambodia,KHM,1881,0
Cambodia,KHM,1882,0
Cambodia,KHM,1883,0
Cambodia,KHM,1884,0
Cambodia,KHM,1885,0
Cambodia,KHM,1886,0
Cambodia,KHM,1887,0
Cambodia,KHM,1888,0
Cambodia,KHM,1889,0
Cambodia,KHM,1890,0
Cambodia,KHM,1891,0
Cambodia,KHM,1892,0
Cambodia,KHM,1893,0
Cambodia,KHM,1894,0
Cambodia,KHM,1895,0
Cambodia,KHM,1896,0
Cambodia,KHM,1897,0
Cambodia,KHM,1898,0
Cambodia,KHM,1899,0
Cambodia,KHM,1900,0
Cambodia,KHM,1901,0
Cambodia,KHM,1902,0
Cambodia,KHM,1903,0
Cambodia,KHM,1904,0
Cambodia,KHM,1905,0
Cambodia,KHM,1906,0
Cambodia,KHM,1907,0
Cambodia,KHM,1908,0
Cambodia,KHM,1909,0
Cambodia,KHM,1910,0
Cambodia,KHM,1911,0
Cambodia,KHM,1912,0
Cambodia,KHM,1913,0
Cambodia,KHM,1914,0
Cambodia,KHM,1915,0
Cambodia,KHM,1916,0
Cambodia,KHM,1917,0
Cambodia,KHM,1918,0
Cambodia,KHM,1919,0
Cambodia,KHM,1920,0
Cambodia,KHM,1921,0
Cambodia,KHM,1922,0
Cambodia,KHM,1923,0
Cambodia,KHM,1924,0
Cambodia,KHM,1925,0
Cambodia,KHM,1926,0
Cambodia,KHM,1927,0
Cambodia,KHM,1928,0
Cambodia,KHM,1929,0
Cambodia,KHM,1930,0
Cambodia,KHM,1931,0
Cambodia,KHM,1932,0
Cambodia,KHM,1933,0
Cambodia,KHM,1934,0
Cambodia,KHM,1935,0
Cambodia,KHM,1936,0
Cambodia,KHM,1937,0
Cambodia,KHM,1938,0
Cambodia,KHM,1939,0
Cambodia,KHM,1940,0
Cambodia,KHM,1941,0
Cambodia,KHM,1942,0
Cambodia,KHM,1943,0
Cambodia,KHM,1944,0
Cambodia,KHM,1945,0
Cambodia,KHM,1946,0
Cambodia,KHM,1947,0
Cambodia,KHM,1948,0
Cambodia,KHM,1949,0
Cambodia,KHM,1950,0
Cambodia,KHM,1951,0
Cambodia,KHM,1952,0
Cambodia,KHM,1953,0
Cambodia,KHM,1954,0
Cambodia,KHM,1955,0.10276
Cambodia,KHM,1956,0.13212
Cambodia,KHM,1957,0.16148
Cambodia,KHM,1958,0.19818
Cambodia,KHM,1959,0.21286
Cambodia,KHM,1960,0.23488
Cambodia,KHM,1961,0.28626
Cambodia,KHM,1962,0.30828
Cambodia,KHM,1963,0.38902
Cambodia,KHM,1964,0.34131
Cambodia,KHM,1965,0.4037
Cambodia,KHM,1966,0.46976
Cambodia,KHM,1967,0.41838
Cambodia,KHM,1968,0.49178
Cambodia,KHM,1969,1.34689
Cambodia,KHM,1970,1.1744
Cambodia,KHM,1971,0.24956
Cambodia,KHM,1972,0.11744
Cambodia,KHM,1973,0.12845
Cambodia,KHM,1974,0.0734
Cambodia,KHM,1975,0.0734
Cambodia,KHM,1976,0.0734
Cambodia,KHM,1977,0.0734
Cambodia,KHM,1978,0.05138
Cambodia,KHM,1979,0.02936
Cambodia,KHM,1980,0.28626
Cambodia,KHM,1981,0.30094
Cambodia,KHM,1982,0.33764
Cambodia,KHM,1983,0.367
Cambodia,KHM,1984,0.41104
Cambodia,KHM,1985,0.41838
Cambodia,KHM,1986,0.43306
Cambodia,KHM,1987,0.43673
Cambodia,KHM,1988,0.45141
Cambodia,KHM,1989,0.45141
Cambodia,KHM,1990,1.26248
Cambodia,KHM,1991,1.30652
Cambodia,KHM,1992,1.35056
Cambodia,KHM,1993,1.38726
Cambodia,KHM,1994,1.47901
Cambodia,KHM,1995,1.55241
Cambodia,KHM,1996,1.61847
Cambodia,KHM,1997,1.5414
Cambodia,KHM,1998,1.95244
Cambodia,KHM,1999,1.89739
Cambodia,KHM,2000,1.97813
Cambodia,KHM,2001,2.25338
Cambodia,KHM,2002,2.20934
Cambodia,KHM,2003,2.38183
Cambodia,KHM,2004,2.44789
Cambodia,KHM,2005,2.77819
Cambodia,KHM,2006,3.00206
Cambodia,KHM,2007,3.46815
Cambodia,KHM,2008,3.90121
Cambodia,KHM,2009,4.65723
Cambodia,KHM,2010,5.01689
Cambodia,KHM,2011,5.2114
Cambodia,KHM,2012,5.46096
Cambodia,KHM,2013,5.60776
Cambodia,KHM,2014,6.69041
Cameroon,CMR,1751,0
Cameroon,CMR,1752,0
Cameroon,CMR,1753,0
Cameroon,CMR,1754,0
Cameroon,CMR,1755,0
Cameroon,CMR,1756,0
Cameroon,CMR,1757,0
Cameroon,CMR,1758,0
Cameroon,CMR,1759,0
Cameroon,CMR,1760,0
Cameroon,CMR,1761,0
Cameroon,CMR,1762,0
Cameroon,CMR,1763,0
Cameroon,CMR,1764,0
Cameroon,CMR,1765,0
Cameroon,CMR,1766,0
Cameroon,CMR,1767,0
Cameroon,CMR,1768,0
Cameroon,CMR,1769,0
Cameroon,CMR,1770,0
Cameroon,CMR,1771,0
Cameroon,CMR,1772,0
Cameroon,CMR,1773,0
Cameroon,CMR,1774,0
Cameroon,CMR,1775,0
Cameroon,CMR,1776,0
Cameroon,CMR,1777,0
Cameroon,CMR,1778,0
Cameroon,CMR,1779,0
Cameroon,CMR,1780,0
Cameroon,CMR,1781,0
Cameroon,CMR,1782,0
Cameroon,CMR,1783,0
Cameroon,CMR,1784,0
Cameroon,CMR,1785,0
Cameroon,CMR,1786,0
Cameroon,CMR,1787,0
Cameroon,CMR,1788,0
Cameroon,CMR,1789,0
Cameroon,CMR,1790,0
Cameroon,CMR,1791,0
Cameroon,CMR,1792,0
Cameroon,CMR,1793,0
Cameroon,CMR,1794,0
Cameroon,CMR,1795,0
Cameroon,CMR,1796,0
Cameroon,CMR,1797,0
Cameroon,CMR,1798,0
Cameroon,CMR,1799,0
Cameroon,CMR,1800,0
Cameroon,CMR,1801,0
Cameroon,CMR,1802,0
Cameroon,CMR,1803,0
Cameroon,CMR,1804,0
Cameroon,CMR,1805,0
Cameroon,CMR,1806,0
Cameroon,CMR,1807,0
Cameroon,CMR,1808,0
Cameroon,CMR,1809,0
Cameroon,CMR,1810,0
Cameroon,CMR,1811,0
Cameroon,CMR,1812,0
Cameroon,CMR,1813,0
Cameroon,CMR,1814,0
Cameroon,CMR,1815,0
Cameroon,CMR,1816,0
Cameroon,CMR,1817,0
Cameroon,CMR,1818,0
Cameroon,CMR,1819,0
Cameroon,CMR,1820,0
Cameroon,CMR,1821,0
Cameroon,CMR,1822,0
Cameroon,CMR,1823,0
Cameroon,CMR,1824,0
Cameroon,CMR,1825,0
Cameroon,CMR,1826,0
Cameroon,CMR,1827,0
Cameroon,CMR,1828,0
Cameroon,CMR,1829,0
Cameroon,CMR,1830,0
Cameroon,CMR,1831,0
Cameroon,CMR,1832,0
Cameroon,CMR,1833,0
Cameroon,CMR,1834,0
Cameroon,CMR,1835,0
Cameroon,CMR,1836,0
Cameroon,CMR,1837,0
Cameroon,CMR,1838,0
Cameroon,CMR,1839,0
Cameroon,CMR,1840,0
Cameroon,CMR,1841,0
Cameroon,CMR,1842,0
Cameroon,CMR,1843,0
Cameroon,CMR,1844,0
Cameroon,CMR,1845,0
Cameroon,CMR,1846,0
Cameroon,CMR,1847,0
Cameroon,CMR,1848,0
Cameroon,CMR,1849,0
Cameroon,CMR,1850,0
Cameroon,CMR,1851,0
Cameroon,CMR,1852,0
Cameroon,CMR,1853,0
Cameroon,CMR,1854,0
Cameroon,CMR,1855,0
Cameroon,CMR,1856,0
Cameroon,CMR,1857,0
Cameroon,CMR,1858,0
Cameroon,CMR,1859,0
Cameroon,CMR,1860,0
Cameroon,CMR,1861,0
Cameroon,CMR,1862,0
Cameroon,CMR,1863,0
Cameroon,CMR,1864,0
Cameroon,CMR,1865,0
Cameroon,CMR,1866,0
Cameroon,CMR,1867,0
Cameroon,CMR,1868,0
Cameroon,CMR,1869,0
Cameroon,CMR,1870,0
Cameroon,CMR,1871,0
Cameroon,CMR,1872,0
Cameroon,CMR,1873,0
Cameroon,CMR,1874,0
Cameroon,CMR,1875,0
Cameroon,CMR,1876,0
Cameroon,CMR,1877,0
Cameroon,CMR,1878,0
Cameroon,CMR,1879,0
Cameroon,CMR,1880,0
Cameroon,CMR,1881,0
Cameroon,CMR,1882,0
Cameroon,CMR,1883,0
Cameroon,CMR,1884,0
Cameroon,CMR,1885,0
Cameroon,CMR,1886,0
Cameroon,CMR,1887,0
Cameroon,CMR,1888,0
Cameroon,CMR,1889,0
Cameroon,CMR,1890,0
Cameroon,CMR,1891,0
Cameroon,CMR,1892,0
Cameroon,CMR,1893,0
Cameroon,CMR,1894,0
Cameroon,CMR,1895,0
Cameroon,CMR,1896,0
Cameroon,CMR,1897,0
Cameroon,CMR,1898,0
Cameroon,CMR,1899,0
Cameroon,CMR,1900,0
Cameroon,CMR,1901,0
Cameroon,CMR,1902,0
Cameroon,CMR,1903,0
Cameroon,CMR,1904,0
Cameroon,CMR,1905,0
Cameroon,CMR,1906,0
Cameroon,CMR,1907,0
Cameroon,CMR,1908,0
Cameroon,CMR,1909,0
Cameroon,CMR,1910,0
Cameroon,CMR,1911,0
Cameroon,CMR,1912,0
Cameroon,CMR,1913,0
Cameroon,CMR,1914,0
Cameroon,CMR,1915,0
Cameroon,CMR,1916,0
Cameroon,CMR,1917,0
Cameroon,CMR,1918,0
Cameroon,CMR,1919,0
Cameroon,CMR,1920,0
Cameroon,CMR,1921,0
Cameroon,CMR,1922,0
Cameroon,CMR,1923,0
Cameroon,CMR,1924,0
Cameroon,CMR,1925,0
Cameroon,CMR,1926,0
Cameroon,CMR,1927,0
Cameroon,CMR,1928,0
Cameroon,CMR,1929,0
Cameroon,CMR,1930,0
Cameroon,CMR,1931,0
Cameroon,CMR,1932,0
Cameroon,CMR,1933,0
Cameroon,CMR,1934,0
Cameroon,CMR,1935,0
Cameroon,CMR,1936,0
Cameroon,CMR,1937,0
Cameroon,CMR,1938,0
Cameroon,CMR,1939,0
Cameroon,CMR,1940,0
Cameroon,CMR,1941,0
Cameroon,CMR,1942,0
Cameroon,CMR,1943,0
Cameroon,CMR,1944,0
Cameroon,CMR,1945,0
Cameroon,CMR,1946,0
Cameroon,CMR,1947,0
Cameroon,CMR,1948,0
Cameroon,CMR,1949,0
Cameroon,CMR,1950,0.13946
Cameroon,CMR,1951,0.1835
Cameroon,CMR,1952,0.28259
Cameroon,CMR,1953,0.20185
Cameroon,CMR,1954,0.23121
Cameroon,CMR,1955,0.23488
Cameroon,CMR,1956,0.23855
Cameroon,CMR,1957,0.2569
Cameroon,CMR,1958,0.27892
Cameroon,CMR,1959,0.27892
Cameroon,CMR,1960,0.27158
Cameroon,CMR,1961,0.28259
Cameroon,CMR,1962,0.28993
Cameroon,CMR,1963,0.30094
Cameroon,CMR,1964,0.33764
Cameroon,CMR,1965,0.31195
Cameroon,CMR,1966,0.34498
Cameroon,CMR,1967,0.45875
Cameroon,CMR,1968,0.50646
Cameroon,CMR,1969,0.57252
Cameroon,CMR,1970,0.63858
Cameroon,CMR,1971,0.81107
Cameroon,CMR,1972,0.86245
Cameroon,CMR,1973,0.89915
Cameroon,CMR,1974,0.97622
Cameroon,CMR,1975,1.16339
Cameroon,CMR,1976,1.09366
Cameroon,CMR,1977,1.56709
Cameroon,CMR,1978,2.00382
Cameroon,CMR,1979,1.83133
Cameroon,CMR,1980,3.90855
Cameroon,CMR,1981,5.34719
Cameroon,CMR,1982,6.3491
Cameroon,CMR,1983,6.59499
Cameroon,CMR,1984,6.06284
Cameroon,CMR,1985,6.48122
Cameroon,CMR,1986,1.99648
Cameroon,CMR,1987,1.84601
Cameroon,CMR,1988,2.202
Cameroon,CMR,1989,7.64094
Cameroon,CMR,1990,1.73591
Cameroon,CMR,1991,1.10467
Cameroon,CMR,1992,3.79111
Cameroon,CMR,1993,3.90121
Cameroon,CMR,1994,3.82047
Cameroon,CMR,1995,4.23151
Cameroon,CMR,1996,4.46639
Cameroon,CMR,1997,3.21859
Cameroon,CMR,1998,3.21125
Cameroon,CMR,1999,3.0828
Cameroon,CMR,2000,3.43512
Cameroon,CMR,2001,3.42411
Cameroon,CMR,2002,3.42044
Cameroon,CMR,2003,3.79845
Cameroon,CMR,2004,3.95993
Cameroon,CMR,2005,3.69936
Cameroon,CMR,2006,3.86451
Cameroon,CMR,2007,5.83897
Cameroon,CMR,2008,5.54904
Cameroon,CMR,2009,6.73078
Cameroon,CMR,2010,6.78583
Cameroon,CMR,2011,5.77291
Cameroon,CMR,2012,6.13257
Cameroon,CMR,2013,6.77849
Cameroon,CMR,2014,7.0097
Canada,CAN,1751,0
Canada,CAN,1752,0
Canada,CAN,1753,0
Canada,CAN,1754,0
Canada,CAN,1755,0
Canada,CAN,1756,0
Canada,CAN,1757,0
Canada,CAN,1758,0
Canada,CAN,1759,0
Canada,CAN,1760,0
Canada,CAN,1761,0
Canada,CAN,1762,0
Canada,CAN,1763,0
Canada,CAN,1764,0
Canada,CAN,1765,0
Canada,CAN,1766,0
Canada,CAN,1767,0
Canada,CAN,1768,0
Canada,CAN,1769,0
Canada,CAN,1770,0
Canada,CAN,1771,0
Canada,CAN,1772,0
Canada,CAN,1773,0
Canada,CAN,1774,0
Canada,CAN,1775,0
Canada,CAN,1776,0
Canada,CAN,1777,0
Canada,CAN,1778,0
Canada,CAN,1779,0
Canada,CAN,1780,0
Canada,CAN,1781,0
Canada,CAN,1782,0
