Entity,Code,Year,International migrant stock (share of population) – World Bank
Faeroe Islands,FRO,1980,6.110206929
Faeroe Islands,FRO,1985,6.607766143
Faeroe Islands,FRO,1990,5.99820949
Faeroe Islands,FRO,1995,3.961541078
Faeroe Islands,FRO,2000,4.824589706
Faeroe Islands,FRO,2005,6.262283551
Faeroe Islands,FRO,2010,6.716494739
Fiji,FJI,1960,5.103931792
Fiji,FJI,1965,3.870148572
Fiji,FJI,1970,3.149488309
Fiji,FJI,1975,2.613806643
Fiji,FJI,1980,2.207771355
Fiji,FJI,1985,1.841180446
Fiji,FJI,1990,1.876271228
Fiji,FJI,1995,1.902261515
Fiji,FJI,2000,1.962222472
Fiji,FJI,2005,2.089995376
Fiji,FJI,2010,2.155120286
Finland,FIN,1960,0.724303633
Finland,FIN,1965,0.705475256
Finland,FIN,1970,0.705358978
Finland,FIN,1975,0.750343844
Finland,FIN,1980,0.811564305
Finland,FIN,1985,0.99591898
Finland,FIN,1990,1.268542571
Finland,FIN,1995,2.022733903
Finland,FIN,2000,2.581619096
Finland,FIN,2005,3.267096142
Finland,FIN,2010,4.207182374
Fragile and conflict affected situations,,1960,3.692921212
Fragile and conflict affected situations,,1965,3.84869248
Fragile and conflict affected situations,,1970,3.762337902
Fragile and conflict affected situations,,1975,3.437090913
Fragile and conflict affected situations,,1980,4.17046647
Fragile and conflict affected situations,,1985,3.647497262
Fragile and conflict affected situations,,1990,3.715017762
Fragile and conflict affected situations,,1995,3.652905819
Fragile and conflict affected situations,,2000,2.952796358
Fragile and conflict affected situations,,2005,2.803167438
Fragile and conflict affected situations,,2010,2.809964058
France,FRA,1960,7.491765806
France,FRA,1965,8.890232872
France,FRA,1970,10.01311903
France,FRA,1975,10.26986111
France,FRA,1980,10.64428941
France,FRA,1985,10.48111295
France,FRA,1990,10.07859168
France,FRA,1995,10.21970075
France,FRA,2000,10.3077664
France,FRA,2005,10.25429731
France,FRA,2010,10.28002117
French Polynesia,PYF,1960,4.693723346
French Polynesia,PYF,1965,5.864726027
French Polynesia,PYF,1970,7.415653055
French Polynesia,PYF,1975,9.379952381
French Polynesia,PYF,1980,11.87525543
French Polynesia,PYF,1985,13.54618511
French Polynesia,PYF,1990,13.02112215
French Polynesia,PYF,1995,13.0989777
French Polynesia,PYF,2000,12.78264571
French Polynesia,PYF,2005,12.74658276
French Polynesia,PYF,2010,12.98304516
Gabon,GAB,1960,4.179779603
Gabon,GAB,1965,5.451520341
Gabon,GAB,1970,6.844551692
Gabon,GAB,1975,9.525194738
Gabon,GAB,1980,13.00446401
Gabon,GAB,1985,13.25481182
Gabon,GAB,1990,13.40661095
Gabon,GAB,1995,15.08832904
Gabon,GAB,2000,17.09117306
Gabon,GAB,2005,17.74960679
Gabon,GAB,2010,18.42664028
Gambia,GMB,1960,8.575295777
Gambia,GMB,1965,9.747171741
Gambia,GMB,1970,10.81843039
Gambia,GMB,1975,11.55506938
Gambia,GMB,1980,12.47147861
Gambia,GMB,1985,12.88881725
Gambia,GMB,1990,12.88411679
Gambia,GMB,1995,13.87506967
Gambia,GMB,2000,15.06400632
Gambia,GMB,2005,16.08693117
Gambia,GMB,2010,17.13547887
Georgia,GEO,1990,7.044981258
Georgia,GEO,1995,5.278833967
Georgia,GEO,2000,4.947604282
Georgia,GEO,2005,4.384371991
Georgia,GEO,2010,3.756490298
Germany,DEU,1990,7.473189773
Germany,DEU,1995,11.00884006
Germany,DEU,2000,12.14029793
Germany,DEU,2005,12.85069635
Germany,DEU,2010,13.15537402
Ghana,GHA,1960,7.962978135
Ghana,GHA,1965,5.543264311
Ghana,GHA,1970,4.094148443
Ghana,GHA,1975,3.913823542
Ghana,GHA,1980,3.894205022
Ghana,GHA,1985,3.888327664
Ghana,GHA,1990,4.898238068
Ghana,GHA,1995,6.195033456
Ghana,GHA,2000,7.993176518
Ghana,GHA,2005,7.804137111
Ghana,GHA,2010,7.615076306
Greece,GRC,1960,0.630061602
Greece,GRC,1965,0.803559347
Greece,GRC,1970,1.018696421
Greece,GRC,1975,1.364853152
Greece,GRC,1980,1.781228011
Greece,GRC,1985,3.113062823
Greece,GRC,1990,4.057270613
Greece,GRC,1995,5.163608427
Greece,GRC,2000,6.702149818
Greece,GRC,2005,8.78944061
Greece,GRC,2010,10.15644122
Greenland,GRL,1960,7.972307692
Greenland,GRL,1965,10.89030612
Greenland,GRL,1970,15.57112069
Greenland,GRL,1975,17.28024194
Greenland,GRL,1980,17.56972112
Greenland,GRL,1985,17.43796992
Greenland,GRL,1990,15.37230216
Greenland,GRL,1995,14.11290323
Greenland,GRL,2000,12.91103203
Greenland,GRL,2005,11.74145956
Greenland,GRL,2010,10.23284421
Grenada,GRD,1960,4.463560388
Grenada,GRD,1965,3.752418613
Grenada,GRD,1970,3.325214445
Grenada,GRD,1975,3.004769991
Grenada,GRD,1980,2.761673633
Grenada,GRD,1985,3.125907094
Grenada,GRD,1990,4.427434933
Grenada,GRD,1995,5.804315083
Grenada,GRD,2000,7.816374729
Grenada,GRD,2005,10.53219493
Grenada,GRD,2010,12.03416223
Guam,GUM,1960,46.44970857
Guam,GUM,1965,45.69206303
Guam,GUM,1970,45.07153076
Guam,GUM,1975,47.02208797
Guam,GUM,1980,48.97388866
Guam,GUM,1985,51.3278891
Guam,GUM,1990,53.459481
Guam,GUM,1995,49.41811737
Guam,GUM,2000,47.75764833
Guam,GUM,2005,48.29388703
Guam,GUM,2010,49.47754641
Guatemala,GTM,1960,1.049265243
Guatemala,GTM,1965,1.008353491
Guatemala,GTM,1970,0.751781545
Guatemala,GTM,1975,0.612395425
Guatemala,GTM,1980,0.590296332
Guatemala,GTM,1985,1.005038621
Guatemala,GTM,1990,2.885359435
Guatemala,GTM,1995,0.439620003
Guatemala,GTM,2000,0.41167251
Guatemala,GTM,2005,0.405332269
Guatemala,GTM,2010,0.403583673
Guinea,GIN,1960,0.316234105
Guinea,GIN,1965,0.356335699
Guinea,GIN,1970,0.40038506
Guinea,GIN,1975,0.472849841
Guinea,GIN,1980,0.558741159
Guinea,GIN,1985,0.605569666
Guinea,GIN,1990,3.995984808
Guinea,GIN,1995,10.34909812
Guinea,GIN,2000,8.067288203
Guinea,GIN,2005,4.149509211
Guinea,GIN,2010,3.582841025
Guinea-Bissau,GNB,1960,1.888849413
Guinea-Bissau,GNB,1965,1.829393502
Guinea-Bissau,GNB,1970,1.719656996
Guinea-Bissau,GNB,1975,1.612240232
Guinea-Bissau,GNB,1980,1.514203081
Guinea-Bissau,GNB,1985,1.334898158
Guinea-Bissau,GNB,1990,1.312809598
Guinea-Bissau,GNB,1995,2.688595002
Guinea-Bissau,GNB,2000,1.462079661
Guinea-Bissau,GNB,2005,1.313864521
Guinea-Bissau,GNB,2010,1.177582126
Guyana,GUY,1960,2.487496057
Guyana,GUY,1965,2.068639978
Guyana,GUY,1970,1.828020835
Guyana,GUY,1975,1.21310461
Guyana,GUY,1980,0.808910088
Guyana,GUY,1985,0.667282754
Guyana,GUY,1990,0.568527327
Guyana,GUY,1995,0.746255307
Guyana,GUY,2000,1.074212698
Guyana,GUY,2005,1.34465552
Guyana,GUY,2010,1.539631678
Haiti,HTI,1960,0.375902704
Haiti,HTI,1965,0.297766424
Haiti,HTI,1970,0.236374035
Haiti,HTI,1975,0.235742381
Haiti,HTI,1980,0.247818884
Haiti,HTI,1985,0.256931335
Haiti,HTI,1990,0.268798841
Haiti,HTI,1995,0.283932875
Haiti,HTI,2000,0.302156856
Haiti,HTI,2005,0.324437796
Haiti,HTI,2010,0.349673392
Heavily indebted poor countries (HIPC),,1960,3.887210735
Heavily indebted poor countries (HIPC),,1965,3.790955774
Heavily indebted poor countries (HIPC),,1970,3.528775183
Heavily indebted poor countries (HIPC),,1975,3.135137344
Heavily indebted poor countries (HIPC),,1980,3.564583437
Heavily indebted poor countries (HIPC),,1985,3.13241703
Heavily indebted poor countries (HIPC),,1990,3.403335011
Heavily indebted poor countries (HIPC),,1995,3.290550705
Heavily indebted poor countries (HIPC),,2000,2.604211976
Heavily indebted poor countries (HIPC),,2005,2.265091685
Heavily indebted poor countries (HIPC),,2010,2.057068209
High income,,1960,5.277602867
High income,,1965,5.463055365
High income,,1970,5.64354387
High income,,1975,5.964637006
High income,,1980,6.435882365
High income,,1985,6.967689427
High income,,1990,7.677441936
High income,,1995,8.445050951
High income,,2000,9.280914245
High income,,2005,10.26314399
High income,,2010,10.96650035
High income: OECD,,1960,4.691193783
High income: OECD,,1965,4.922522506
High income: OECD,,1970,5.122196264
High income: OECD,,1975,5.376600843
High income: OECD,,1980,5.695186842
High income: OECD,,1985,6.079127476
High income: OECD,,1990,6.717733862
High income: OECD,,1995,7.724147477
High income: OECD,,2000,8.649270473
High income: OECD,,2005,9.705732045
High income: OECD,,2010,10.46889837
High income: nonOECD,,1990,11.15638196
High income: nonOECD,,1995,11.05961031
High income: nonOECD,,2000,11.5752479
High income: nonOECD,,2005,12.29302553
High income: nonOECD,,2010,12.74264834
Honduras,HND,1960,2.997703179
Honduras,HND,1965,1.607005246
Honduras,HND,1970,0.766355703
Honduras,HND,1975,0.464454016
Honduras,HND,1980,0.901216823
Honduras,HND,1985,1.955758152
Honduras,HND,1990,5.515051608
Honduras,HND,1995,0.551837766
Honduras,HND,2000,0.455880751
Honduras,HND,2005,0.382664351
Honduras,HND,2010,0.32441905
Hong Kong,HKG,1960,52.9160279
Hong Kong,HKG,1965,47.16162206
Hong Kong,HKG,1970,43.33099267
Hong Kong,HKG,1975,42.2380312
Hong Kong,HKG,1980,41.4874089
Hong Kong,HKG,1985,40.03396137
Hong Kong,HKG,1990,38.88987641
Hong Kong,HKG,1995,39.49614204
Hong Kong,HKG,2000,40.04684171
Hong Kong,HKG,2005,39.93922092
Hong Kong,HKG,2010,39.03362661
Hungary,HUN,1960,5.189690631
Hungary,HUN,1965,4.690550343
Hungary,HUN,1970,4.22985884
Hungary,HUN,1975,3.811128952
Hungary,HUN,1980,3.445381352
Hungary,HUN,1985,3.183699288
Hungary,HUN,1990,3.349820725
Hungary,HUN,1995,2.839258338
Hungary,HUN,2000,2.908215095
Hungary,HUN,2005,3.301743371
Hungary,HUN,2010,3.680751534
Iceland,ISL,1960,1.889231891
Iceland,ISL,1965,2.348064862
Iceland,ISL,1970,2.403662724
Iceland,ISL,1975,2.421792925
Iceland,ISL,1980,2.526979284
Iceland,ISL,1985,2.940287069
Iceland,ISL,1990,3.7609977
Iceland,ISL,1995,4.025528287
Iceland,ISL,2000,5.651393112
Iceland,ISL,2005,7.608497847
Iceland,ISL,2010,11.70383693
India,IND,1960,2.092802513
India,IND,1965,1.877922544
India,IND,1970,1.657483939
India,IND,1975,1.449442694
India,IND,1980,1.268658726
India,IND,1985,1.03965882
India,IND,1990,0.860692478
India,IND,1995,0.730809432
India,IND,2000,0.608579705
India,IND,2005,0.514439809
India,IND,2010,0.441598735
Indonesia,IDN,1960,2.11802346
Indonesia,IDN,1965,1.470578442
Indonesia,IDN,1970,1.01904666
Indonesia,IDN,1975,0.710152047
Indonesia,IDN,1980,0.513152839
Indonesia,IDN,1985,0.359426768
Indonesia,IDN,1990,0.256624867
Indonesia,IDN,1995,0.111262387
Indonesia,IDN,2000,0.138180206
Indonesia,IDN,2005,0.059942621
Indonesia,IDN,2010,0.050869753
Iran,IRN,1960,0.220816222
Iran,IRN,1965,0.215430776
Iran,IRN,1970,0.302184775
Iran,IRN,1975,0.480181286
Iran,IRN,1980,1.436463771
Iran,IRN,1985,6.037604402
Iran,IRN,1990,7.64048857
Iran,IRN,1995,4.999349123
Iran,IRN,2000,4.257862354
Iran,IRN,2005,2.940895322
Iran,IRN,2010,2.866785594
Iraq,IRQ,1960,1.203770934
Iraq,IRQ,1965,0.939720201
Iraq,IRQ,1970,0.754891469
Iraq,IRQ,1975,0.609512447
Iraq,IRQ,1980,0.504095769
Iraq,IRQ,1985,0.716853886
Iraq,IRQ,1990,0.478520556
Iraq,IRQ,1995,0.661463024
Iraq,IRQ,2000,0.623166709
Iraq,IRQ,2005,0.474188932
Iraq,IRQ,2010,0.270116556
Ireland,IRL,1960,2.581453723
Ireland,IRL,1965,3.280749314
Ireland,IRL,1970,4.409874038
Ireland,IRL,1975,5.374708031
Ireland,IRL,1980,6.541197843
Ireland,IRL,1985,6.367432976
Ireland,IRL,1990,6.487270538
Ireland,IRL,1995,7.306722574
Ireland,IRL,2000,10.11443892
Ireland,IRL,2005,14.84691751
Ireland,IRL,2010,19.70612841
Isle of Man,IMN,1960,45.81243162
Isle of Man,IMN,1965,47.15950545
Isle of Man,IMN,1970,45.44893497
Isle of Man,IMN,1975,45.58015129
Isle of Man,IMN,1980,45.97898876
Isle of Man,IMN,1985,50.06051578
Isle of Man,IMN,1990,49.44959609
Isle of Man,IMN,1995,49.51580056
Isle of Man,IMN,2000,50.77988699
Isle of Man,IMN,2005,51.71697056
Isle of Man,IMN,2010,52.11498097
Israel,ISR,1960,56.08144672
Israel,ISR,1965,50.37776044
Israel,ISR,1970,47.36866174
Israel,ISR,1975,41.85939219
Israel,ISR,1980,36.90007736
Israel,ISR,1985,35.97167494
Israel,ISR,1990,35.03656652
Israel,ISR,1995,34.61341749
Israel,ISR,2000,35.87592622
Israel,ISR,2005,38.4014805
Israel,ISR,2010,38.57093761
Italy,ITA,1960,0.915449694
Italy,ITA,1965,1.208149316
Italy,ITA,1970,1.602613065
Italy,ITA,1975,1.815216143
Italy,ITA,1980,1.964869226
Italy,ITA,1985,2.213723302
Italy,ITA,1990,2.518050312
Italy,ITA,1995,3.031811297
Italy,ITA,2000,3.726044002
Italy,ITA,2005,5.29184631
Italy,ITA,2010,7.529702247
Jamaica,JAM,1960,1.34462613
Jamaica,JAM,1965,1.363295455
Jamaica,JAM,1970,1.3964687
Jamaica,JAM,1975,1.221957278
Jamaica,JAM,1980,1.086826067
Jamaica,JAM,1985,0.948293021
Jamaica,JAM,1990,0.868619247
Jamaica,JAM,1995,0.901653226
Jamaica,JAM,2000,0.952039265
Jamaica,JAM,2005,1.028067397
Jamaica,JAM,2010,1.113487913
Japan,JPN,1960,0.748807261
Japan,JPN,1965,0.720906526
Japan,JPN,1970,0.694943696
Japan,JPN,1975,0.688174022
Japan,JPN,1980,0.687111027
Japan,JPN,1985,0.70455223
Japan,JPN,1990,0.870691372
Japan,JPN,1995,1.086194884
Japan,JPN,2000,1.329649251
Japan,JPN,2005,1.564402495
Japan,JPN,2010,1.699241821
Jordan,JOR,1960,45.70959716
Jordan,JOR,1965,40.20576241
Jordan,JOR,1970,35.25311671
Jordan,JOR,1975,37.3280663
Jordan,JOR,1980,37.15387437
Jordan,JOR,1985,35.65801815
Jordan,JOR,1990,36.16242902
Jordan,JOR,1995,38.32326579
Jordan,JOR,2000,40.18855535
Jordan,JOR,2005,43.34198854
Jordan,JOR,2010,49.17272577
Kazakhstan,KAZ,1990,22.13848789
Kazakhstan,KAZ,1995,20.83635513
Kazakhstan,KAZ,2000,19.29166992
Kazakhstan,KAZ,2005,19.63140098
Kazakhstan,KAZ,2010,18.86760235
Kenya,KEN,1960,0.731977536
Kenya,KEN,1965,1.068744712
Kenya,KEN,1970,1.413414624
Kenya,KEN,1975,1.190190803
Kenya,KEN,1980,0.98286774
Kenya,KEN,1985,0.771406408
Kenya,KEN,1990,0.695126709
Kenya,KEN,1995,1.928251653
Kenya,KEN,2000,2.431453604
Kenya,KEN,2005,2.235056454
Kenya,KEN,2010,2.027724294
Kiribati,KIR,1960,1.479361692
Kiribati,KIR,1965,1.295877731
Kiribati,KIR,1970,1.146909986
Kiribati,KIR,1975,1.397523972
Kiribati,KIR,1980,2.762049208
Kiribati,KIR,1985,3.210636503
Kiribati,KIR,1990,2.985734212
Kiribati,KIR,1995,2.605272299
Kiribati,KIR,2000,2.380162548
Kiribati,KIR,2005,2.15858506
Kiribati,KIR,2010,1.926973735
Kuwait,KWT,1960,34.59623915
Kuwait,KWT,1965,49.8955769
Kuwait,KWT,1970,61.76697983
Kuwait,KWT,1975,63.18152717
Kuwait,KWT,1980,69.80507707
Kuwait,KWT,1985,71.50300809
Kuwait,KWT,1990,76.99899749
Kuwait,KWT,1995,66.55616173
Kuwait,KWT,2000,77.76446382
Kuwait,KWT,2005,82.59682347
Kuwait,KWT,2010,68.55844127
Kyrgyzstan,KGZ,1990,14.18935598
Kyrgyzstan,KGZ,1995,10.56457767
Kyrgyzstan,KGZ,2000,7.605177201
Kyrgyzstan,KGZ,2005,5.579611049
Kyrgyzstan,KGZ,2010,4.08838268
Laos,LAO,1960,0.926722593
Laos,LAO,1965,0.84739463
Laos,LAO,1970,0.770208766
Laos,LAO,1975,0.697111157
Laos,LAO,1980,0.829771934
Laos,LAO,1985,0.622285263
Laos,LAO,1990,0.538297238
Laos,LAO,1995,0.482628463
Laos,LAO,2000,0.406784432
Laos,LAO,2005,0.352932248
Laos,LAO,2010,0.302146267
Latin America & Caribbean (all income levels),,1960,2.765868264
Latin America & Caribbean (all income levels),,1965,2.346206258
Latin America & Caribbean (all income levels),,1970,2.002598099
Latin America & Caribbean (all income levels),,1975,1.770631376
Latin America & Caribbean (all income levels),,1980,1.649485572
Latin America & Caribbean (all income levels),,1985,1.530023787
Latin America & Caribbean (all income levels),,1990,1.551616521
Latin America & Caribbean (all income levels),,1995,1.231619476
Latin America & Caribbean (all income levels),,2000,1.177977952
Latin America & Caribbean (all income levels),,2005,1.164245871
Latin America & Caribbean (all income levels),,2010,1.190895567
Latin America & Caribbean (developing only),,1960,1.403413773
Latin America & Caribbean (developing only),,1965,1.178642328
Latin America & Caribbean (developing only),,1970,1.000226256
Latin America & Caribbean (developing only),,1975,0.877417298
Latin America & Caribbean (developing only),,1980,0.819548509
Latin America & Caribbean (developing only),,1985,0.804346935
Latin America & Caribbean (developing only),,1990,0.947177349
Latin America & Caribbean (developing only),,1995,0.640760296
Latin America & Caribbean (developing only),,2000,0.633293393
Latin America & Caribbean (developing only),,2005,0.663414714
Latin America & Caribbean (developing only),,2010,0.734708578
Latvia,LVA,1990,24.25724264
Latvia,LVA,1995,21.21320405
Latvia,LVA,2000,18.16975354
Latvia,LVA,2005,16.95685946
Latvia,LVA,2010,15.97202457
Least developed countries: UN classification,,1960,2.820088474
Least developed countries: UN classification,,1965,2.699478888
Least developed countries: UN classification,,1970,2.449928023
Least developed countries: UN classification,,1975,2.039496186
Least developed countries: UN classification,,1980,2.330544689
Least developed countries: UN classification,,1985,1.995747422
Least developed countries: UN classification,,1990,2.147285683
Least developed countries: UN classification,,1995,2.158350156
Least developed countries: UN classification,,2000,1.628483397
Least developed countries: UN classification,,2005,1.446088429
Least developed countries: UN classification,,2010,1.35628734
Lebanon,LBN,1960,8.390533246
Lebanon,LBN,1965,8.333580264
Lebanon,LBN,1970,8.306857787
Lebanon,LBN,1975,8.097510068
Lebanon,LBN,1980,9.264482243
Lebanon,LBN,1985,12.99312223
Lebanon,LBN,1990,19.37437362
Lebanon,LBN,1995,21.62031723
Lebanon,LBN,2000,21.41674239
Lebanon,LBN,2005,18.08917533
Lebanon,LBN,2010,17.48074084
Lesotho,LSO,1960,0.371735423
Lesotho,LSO,1965,0.38928434
Lesotho,LSO,1970,0.407366504
Lesotho,LSO,1975,0.433125343
Lesotho,LSO,1980,0.814974419
Lesotho,LSO,1985,1.194122584
Lesotho,LSO,1990,0.515794969
Lesotho,LSO,1995,0.348723703
Lesotho,LSO,2000,0.332233431
Lesotho,LSO,2005,0.32437726
Lesotho,LSO,2010,0.314734112
Liberia,LBR,1960,2.571689723
Liberia,LBR,1965,3.00199207
Liberia,LBR,1970,3.493979128
Liberia,LBR,1975,3.904876168
Liberia,LBR,1980,4.264452487
Liberia,LBR,1985,3.775708301
Liberia,LBR,1990,3.843829192
Liberia,LBR,1995,9.559738086
Liberia,LBR,2000,5.518249165
Liberia,LBR,2005,2.960224308
Liberia,LBR,2010,2.433305794
Libya,LBY,1960,3.360574832
Libya,LBY,1965,3.279652702
Libya,LBY,1970,5.778228263
Libya,LBY,1975,8.52101475
Libya,LBY,1980,9.731382532
Libya,LBY,1985,10.77808748
Libya,LBY,1990,10.40105547
Libya,LBY,1995,10.36439245
Libya,LBY,2000,10.46922168
Libya,LBY,2005,10.64434065
Libya,LBY,2010,10.89235563
Liechtenstein,LIE,1960,24.66068832
Liechtenstein,LIE,1965,28.5729608
Liechtenstein,LIE,1970,32.97282046
Liechtenstein,LIE,1975,34.46127587
Liechtenstein,LIE,1980,35.95809656
Liechtenstein,LIE,1985,36.27425804
Liechtenstein,LIE,1990,37.94051139
Liechtenstein,LIE,1995,38.68258035
Liechtenstein,LIE,2000,33.69689322
Liechtenstein,LIE,2005,34.08986572
Liechtenstein,LIE,2010,34.56279634
Lithuania,LTU,1990,9.444924304
Lithuania,LTU,1995,7.50042297
Lithuania,LTU,2000,6.061946498
Lithuania,LTU,2005,4.97615069
Lithuania,LTU,2010,4.160260512
Low & middle income,,1960,1.75362568
Low & middle income,,1965,1.555602701
Low & middle income,,1970,1.352422262
Low & middle income,,1975,1.17266593
Low & middle income,,1980,1.196297856
Low & middle income,,1985,1.176111085
Low & middle income,,1990,1.574969845
Low & middle income,,1995,1.391589888
Low & middle income,,2000,1.261212008
Low & middle income,,2005,1.181108284
Low & middle income,,2010,1.184359212
Low income,,1960,3.305229842
Low income,,1965,3.322002447
Low income,,1970,3.057831305
Low income,,1975,2.453874873
Low income,,1980,2.865304476
Low income,,1985,2.257341045
Low income,,1990,2.602755898
Low income,,1995,2.634123764
Low income,,2000,1.925304979
Low income,,2005,1.722608036
Low income,,2010,1.579332106
Lower middle income,,1960,2.679482323
Lower middle income,,1965,2.285962674
Lower middle income,,1970,1.966006227
Lower middle income,,1975,1.71839228
Lower middle income,,1980,1.5935284
Lower middle income,,1985,1.429007256
Lower middle income,,1990,1.881550848
Lower middle income,,1995,1.530841935
Lower middle income,,2000,1.397495238
Lower middle income,,2005,1.254434942
Lower middle income,,2010,1.214355544
Luxembourg,LUX,1960,14.76956397
Luxembourg,LUX,1965,15.73152338
Luxembourg,LUX,1970,17.29157269
Luxembourg,LUX,1975,19.51748154
Luxembourg,LUX,1980,23.13634491
Luxembourg,LUX,1985,26.77512776
Luxembourg,LUX,1990,29.80096897
Luxembourg,LUX,1995,31.06882839
Luxembourg,LUX,2000,32.27435251
Luxembourg,LUX,2005,33.57654818
Luxembourg,LUX,2010,34.17121508
Macao,MAC,1960,46.56063363
Macao,MAC,1965,42.64027838
Macao,MAC,1970,38.84747626
Macao,MAC,1975,43.41472848
Macao,MAC,1980,48.36620153
Macao,MAC,1985,52.16290485
Macao,MAC,1990,55.72935633
Macao,MAC,1995,56.33026234
Macao,MAC,2000,55.63998731
Macao,MAC,2005,59.39092041
Macao,MAC,2010,56.05638334
Macedonia,MKD,1990,4.766091231
Macedonia,MKD,1995,5.862319968
Macedonia,MKD,2000,6.245617035
Macedonia,MKD,2005,5.888117543
Macedonia,MKD,2010,6.28870713
Madagascar,MDG,1960,2.476736837
Madagascar,MDG,1965,1.704927478
Madagascar,MDG,1970,1.104024892
Madagascar,MDG,1975,0.707401254
Madagascar,MDG,1980,0.582826351
Madagascar,MDG,1985,0.485817564
Madagascar,MDG,1990,0.399496543
Madagascar,MDG,1995,0.326146926
Madagascar,MDG,2000,0.265071458
Madagascar,MDG,2005,0.217048359
Madagascar,MDG,2010,0.1791406
Malawi,MWI,1960,8.227205851
Malawi,MWI,1965,7.270294776
Malawi,MWI,1970,6.352879692
Malawi,MWI,1975,5.476933262
Malawi,MWI,1980,4.661877507
Malawi,MWI,1985,3.9522124
Malawi,MWI,1990,12.29544315
Malawi,MWI,1995,3.312686836
Malawi,MWI,2000,2.502369736
Malawi,MWI,2005,2.187083214
Malawi,MWI,2010,1.867666128
Malaysia,MYS,1960,0.697159347
Malaysia,MYS,1965,2.138804805
Malaysia,MYS,1970,6.749910209
Malaysia,MYS,1975,5.831008054
Malaysia,MYS,1980,5.704386934
Malaysia,MYS,1985,5.762340827
Malaysia,MYS,1990,5.568890221
Malaysia,MYS,1995,5.754945604
Malaysia,MYS,2000,6.634189484
Malaysia,MYS,2005,7.866329066
Malaysia,MYS,2010,8.384228027
Maldives,MDV,1960,1.894853964
Maldives,MDV,1965,1.754232256
Maldives,MDV,1970,1.655963977
Maldives,MDV,1975,1.506222789
Maldives,MDV,1980,1.405718907
Maldives,MDV,1985,1.277756382
Maldives,MDV,1990,1.188283844
Maldives,MDV,1995,1.12960995
Maldives,MDV,2000,1.079234193
Maldives,MDV,2005,1.033223158
Maldives,MDV,2010,0.986243704
Mali,MLI,1960,3.1839969
Mali,MLI,1965,2.982013959
Mali,MLI,1970,2.765537247
Mali,MLI,1975,2.514672316
Mali,MLI,1980,2.277900601
Mali,MLI,1985,2.043171949
Mali,MLI,1990,1.948520851
Mali,MLI,1995,1.804257247
Mali,MLI,2000,1.484521576
Mali,MLI,2005,1.284396149
Mali,MLI,2010,1.072551807
Malta,MLT,1960,0.524268872
Malta,MLT,1965,1.982434128
Malta,MLT,1970,3.436642987
Malta,MLT,1975,2.663844166
Malta,MLT,1980,1.993715359
Malta,MLT,1985,1.462021328
Malta,MLT,1990,1.630290538
Malta,MLT,1995,1.915056164
Malta,MLT,2000,2.339503308
Malta,MLT,2005,2.885839231
Malta,MLT,2010,3.728757949
Marshall Islands,MHL,1960,5.768837368
Marshall Islands,MHL,1965,5.415726436
Marshall Islands,MHL,1970,5.074275629
Marshall Islands,MHL,1975,4.472243941
Marshall Islands,MHL,1980,4.136555378
Marshall Islands,MHL,1985,3.649501748
Marshall Islands,MHL,1990,3.270613108
Marshall Islands,MHL,1995,3.108584869
Marshall Islands,MHL,2000,3.117271525
Marshall Islands,MHL,2005,3.202197549
Marshall Islands,MHL,2010,3.259708553
Mauritania,MRT,1960,1.405082909
Mauritania,MRT,1965,1.571191332
Mauritania,MRT,1970,1.754970807
Mauritania,MRT,1975,1.962313171
Mauritania,MRT,1980,2.197792169
Mauritania,MRT,1985,2.467604869
Mauritania,MRT,1990,4.639008927
Mauritania,MRT,1995,5.0377769
Mauritania,MRT,2000,2.308494328
Mauritania,MRT,2005,2.094203489
Mauritania,MRT,2010,2.762961519
Mauritius,MUS,1960,1.552738981
Mauritius,MUS,1965,1.395351926
Mauritius,MUS,1970,1.273244552
Mauritius,MUS,1975,1.14338565
Mauritius,MUS,1980,1.002651032
Mauritius,MUS,1985,0.901298152
Mauritius,MUS,1990,0.825104484
Mauritius,MUS,1995,1.640953729
Mauritius,MUS,2000,3.271874918
Mauritius,MUS,2005,3.323742483
Mauritius,MUS,2010,3.432261676
Mexico,MEX,1960,0.584807286
Mexico,MEX,1965,0.461389442
Mexico,MEX,1970,0.375494002
Mexico,MEX,1975,0.378407955
Mexico,MEX,1980,0.42442502
Mexico,MEX,1985,0.619616688
Mexico,MEX,1990,0.818938069
Mexico,MEX,1995,0.484858422
Mexico,MEX,2000,0.506499506
Mexico,MEX,2005,0.550962676
Mexico,MEX,2010,0.611784722
Micronesia (country),FSM,1960,13.13006579
Micronesia (country),FSM,1965,10.64933573
Micronesia (country),FSM,1970,8.614262693
Micronesia (country),FSM,1975,7.972001394
Micronesia (country),FSM,1980,6.224731728
Micronesia (country),FSM,1985,4.782410811
Micronesia (country),FSM,1990,3.83780922
Micronesia (country),FSM,1995,3.113726803
Micronesia (country),FSM,2000,2.890254119
Micronesia (country),FSM,2005,2.710032204
Micronesia (country),FSM,2010,2.57481736
Middle East & North Africa (all income levels),,1960,3.604478875
Middle East & North Africa (all income levels),,1965,3.21390697
Middle East & North Africa (all income levels),,1970,3.327904565
Middle East & North Africa (all income levels),,1975,3.84707995
Middle East & North Africa (all income levels),,1980,4.734310864
Middle East & North Africa (all income levels),,1985,6.463646001
Middle East & North Africa (all income levels),,1990,7.618946762
