,Kenya,Iceland,"China, Hong Kong SAR","China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Belgium,Thailand,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,South Africa,Norway,Yemen,Portugal,Australia & New Zealand,Barbados,Mongolia,French Polynesia,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,United Arab Emirates,Switzerland,Sri Lanka,Grenada,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,France,Micronesia,Poland,"China, mainland",Russian Federation,Timor-Leste,Ukraine,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Uzbekistan,South Sudan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,Morocco,Niger,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Djibouti,Kuwait,Cuba,Republic of Moldova,Turkey,Czechia,French Guiana,Suriname,Ghana,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Czechoslovakia,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Singapore,Polynesia,Panama,Australia,Montserrat,Lithuania,Finland,Netherlands,Oman,Guyana,New Zealand,Guam,Belgium-Luxembourg
2005,740.0,1147.0,1692.0,51363.0,286890.0,11122.0,211598.0,9226.0,152200.0,4946.0,22860.0,280840.0,938.0,552891.0,36187.0,158520.0,36600.0,316.0,1720690.0,403280.0,1088.0,16762.0,13315.0,10324.0,8507.0,16003.0,1388.0,3000.0,897.0,97737.0,3708.0,435.0,-1,867.0,18000.0,12307.0,8668.0,-1.0,126960.0,1667.0,1088.0,1260.0,22000.0,33348.0,8385.0,26830.0,79.0,159754.0,600000.0,22263.0,30053055.0,-1.0,700.0,5981.0,12000.0,24000.0,131000.0,62403.0,59900.0,132144.0,28000.0,70911.0,508.0,274000.0,9906.0,134590.0,392.0,468467.0,30000000.0,1414010.0,350.0,687900.0,81.0,2043.0,8582.0,67000.0,62063.0,130373.0,-1.0,55175.0,219510.0,64407.0,7498.0,200210.0,-1,5250.0,18957.0,191403.0,674700.0,5488.0,526000.0,15598.0,16870.0,204.0,485170.0,54262.0,1451.0,151.0,44748.0,960333.0,24350.0,293.0,-1.0,7.0,34000.0,219460.0,28049.0,1745000.0,22427.0,200.0,1500.0,74.0,1500.0,47000.0,131069.0,16228.0,38195.0,70.0,-1.0,35800.0,728.0,475443.0,-1.0,142945.0,2876.0,73345.0,166220.0,503.0,1679.0,18518.0,55000.0,32411.0,13712.0,2100.0,2000.0,77497.0,0.0,1332.0,2612.0,16000.0,73.0,5893.0,44410.0,440000.0,1360.0,4094.0,3.0,392.0,-1.0
2006,850.0,1124.0,1845.0,52946.0,315027.0,17670.0,242004.0,9719.0,129680.0,6240.0,20400.0,256362.0,1001.0,598890.0,39320.0,156048.0,37000.0,295.0,1938491.0,389555.0,1200.0,15282.0,13480.0,13108.0,8000.0,23271.0,1324.0,2969.0,749.0,93446.0,2848.0,423.0,-1,845.0,19000.0,6413.0,10796.0,-1.0,129852.0,1700.0,1200.0,1280.0,24000.0,4943.0,8564.0,24680.0,108.0,171286.0,802644.0,25678.0,33054791.0,-1.0,796.0,6000.0,12000.0,24000.0,49700.0,57304.0,56500.0,150042.0,29000.0,70862.0,583.0,257760.0,9553.0,126219.0,410.0,491909.0,33000000.0,1423210.0,380.0,890400.0,80.0,2065.0,9677.0,65000.0,-1.0,140143.0,66709.0,55539.0,221236.0,72629.0,7830.0,258590.0,-1,3000.0,18957.0,216560.0,628500.0,6804.0,411000.0,16907.0,17180.0,197.0,638871.0,69900.0,2000.0,246.0,61477.0,917007.0,28340.0,280.0,-1.0,7.0,43810.0,155671.0,38072.0,1799613.0,37250.0,964.0,1225.0,80.0,1500.0,19400.0,141986.0,12495.0,35647.0,629.0,-1.0,35500.0,710.0,496029.0,-1.0,156416.0,3000.0,68000.0,143800.0,548.0,1500.0,19129.0,52912.0,32038.0,12967.0,1837.0,2281.0,71362.0,0.0,1172.0,2649.0,23271.0,72.0,5200.0,42823.0,440000.0,2401.0,3800.0,0.0,410.0,-1.0
2007,660.0,1343.0,1855.0,47900.0,298747.0,19207.0,259977.0,10873.0,146528.0,7104.0,20300.0,271485.0,1066.0,581206.0,39156.0,158448.0,38000.0,230.0,1806787.0,330225.0,1134.0,16920.0,16008.0,14419.0,8500.0,41974.0,1450.0,2881.0,846.0,92303.0,2076.0,411.0,-1,826.0,21000.0,4492.0,8835.0,-1.0,132865.0,1770.0,1134.0,1300.0,27000.0,5375.0,8434.0,28300.0,89.0,176866.0,671468.0,21686.0,38049755.0,-1.0,729.0,10500.0,12000.0,25000.0,142600.0,58538.0,49400.0,159993.0,30000.0,51659.0,566.0,251730.0,9727.0,114326.0,400.0,511357.0,38000000.0,1001314.0,400.0,743600.0,100.0,2087.0,26144.0,66000.0,-1.0,142719.0,59754.0,56400.0,244694.0,72109.0,5604.0,285000.0,-1,6300.0,19000.0,217350.0,641000.0,5539.0,422302.0,19642.0,15415.0,188.0,561446.0,75330.0,1475.0,76.0,57183.0,930970.0,32480.0,296.0,-1.0,7.0,43810.0,154294.0,15930.0,1674580.0,33226.0,1599.0,712.0,100.0,2000.0,20300.0,146338.0,13345.0,38721.0,645.0,-1.0,38300.0,710.0,490215.0,-1.0,119822.0,3200.0,62897.0,153060.0,550.0,1550.0,19735.0,50000.0,27636.0,11252.0,1960.0,2557.0,69208.0,0.0,1257.0,2667.0,41931.0,80.0,6800.0,40897.0,430000.0,2354.0,4037.0,43.0,400.0,-1.0
2008,1725.0,1516.0,1867.0,45373.0,306183.0,14795.0,313537.0,11432.0,139900.0,6000.0,19200.0,231549.0,1134.0,540122.0,40620.0,124300.0,34500.0,245.0,1459201.0,383921.0,1082.0,20371.0,14525.0,14996.0,11504.0,16143.0,812.0,2845.0,767.0,88720.0,2581.0,400.0,-1,806.0,23000.0,7739.0,8683.0,-1.0,107690.0,1590.0,1082.0,1276.0,26000.0,22324.0,8756.0,31060.0,146.0,207598.0,595732.0,25055.0,42241240.0,-1.0,851.0,15000.0,12000.0,26250.0,131010.0,63841.0,48925.0,208182.0,30546.0,55382.0,504.0,268010.0,8568.0,138919.0,366.0,501571.0,42194000.0,1129920.0,465.0,751500.0,100.0,2108.0,27715.0,65958.0,-1.0,145295.0,61898.0,53922.0,236625.0,81819.0,5782.0,318000.0,-1,6210.0,18500.0,212371.0,627400.0,7501.0,381004.0,21653.0,13793.0,159.0,670172.0,88715.0,2063.0,156.0,62618.0,915570.0,36740.0,302.0,-1.0,7.0,43810.0,139290.0,22813.0,1678770.0,29088.0,1600.0,627.0,105.0,1800.0,18600.0,150947.0,14813.0,36741.0,691.0,-1.0,27700.0,710.0,760000.0,-1.0,173643.0,3300.0,68558.0,125925.0,524.0,1856.0,20327.0,55700.0,27355.0,11217.0,2000.0,1612.0,71525.0,0.0,1167.0,2686.0,15927.0,71.0,2400.0,39958.0,425000.0,2680.0,4085.0,216.0,366.0,-1.0
2009,2179.0,1452.0,1878.0,44463.0,318179.0,14516.0,326330.0,11845.0,132925.0,5800.0,19800.0,233720.0,1205.0,583139.0,41494.0,124000.0,37700.0,250.0,1603737.0,352018.0,1117.0,19799.0,17797.0,15732.0,11299.0,12273.0,1141.0,3075.0,724.0,189890.0,3367.0,391.0,-1,784.0,26500.0,7763.0,11056.0,-1.0,117309.0,1481.0,1117.0,1013.0,28000.0,4742.0,10568.0,31760.0,161.0,209641.0,600027.0,25743.0,44250341.0,-1.0,707.0,21701.0,12204.0,30000.0,87200.0,68307.0,57700.0,160007.0,31376.0,51694.0,625.0,273040.0,9377.0,155091.0,391.0,480553.0,44204000.0,1132730.0,1056.0,883000.0,100.0,1903.0,49784.0,65935.0,-1.0,171659.0,66762.0,76298.0,263277.0,80944.0,7590.0,350000.0,-1,6100.0,19000.0,245300.0,620200.0,40551.0,420945.0,20000.0,12714.0,122.0,564569.0,34560.0,880.0,196.0,77988.0,922230.0,43902.0,309.0,-1.0,7.0,44514.0,110357.0,22756.0,1735010.0,7889.0,1321.0,578.0,113.0,1500.0,30900.0,155498.0,10917.0,41534.0,868.0,-1.0,30600.0,836.0,540000.0,-1.0,176482.0,4000.0,65742.0,137681.0,510.0,1684.0,20937.0,60980.0,27906.0,11428.0,2036.0,1392.0,69817.0,0.0,1115.0,2705.0,11942.0,69.0,9048.0,39352.0,435000.0,3434.0,5300.0,331.0,391.0,-1.0
2010,1719.0,1458.0,1890.0,44556.0,325100.0,10894.0,220978.0,11766.0,154994.0,5983.0,27300.0,236955.0,1280.0,547141.0,46635.0,103600.0,72000.0,265.0,1811629.0,306164.0,1148.0,21504.0,16503.0,16700.0,11227.0,15718.0,1148.0,3352.0,731.0,115540.0,2312.0,382.0,-1,758.0,31300.0,8009.0,11277.0,43.0,115824.0,1300.0,1148.0,2018.0,29557.0,4242.0,10386.0,33620.0,138.0,217027.0,631408.0,27567.0,45711446.0,-1.0,807.0,21141.0,12141.0,25000.0,183224.0,74035.0,64600.0,111721.0,32204.0,37989.0,631.0,298840.0,12110.0,141084.0,405.0,442212.0,45665000.0,1161865.0,1086.0,860100.0,100.0,1873.0,49089.0,65874.0,-1.0,194017.0,70136.0,60719.0,242818.0,63282.0,7107.0,390000.0,-1,5489.0,15400.0,225420.0,587800.0,43713.0,431868.0,28727.0,12308.0,75.0,666274.0,114628.0,1350.0,170.0,65668.0,880530.0,55152.0,310.0,-1.0,7.0,48677.0,92700.0,20774.0,1739191.0,10562.0,1003.0,582.0,125.0,1500.0,28600.0,159736.0,10917.0,40939.0,825.0,-1.0,34900.0,803.0,613978.0,-1.0,172059.0,3162.0,65774.0,176179.0,496.0,1920.0,19595.0,68959.0,27318.0,11681.0,2054.0,1338.0,63844.0,0.0,1113.0,2724.0,15163.0,60.0,11612.0,42571.0,435000.0,3152.0,6651.0,554.0,405.0,-1.0
2011,2044.0,1582.0,1900.0,45956.0,250340.0,11067.0,228762.0,11640.0,154368.0,7010.0,18700.0,261400.0,1358.0,521535.0,49879.0,121200.0,67470.0,250.0,1735007.0,303805.0,1152.0,24420.0,16593.0,13300.0,9800.0,17611.0,1144.0,4374.0,742.0,109987.0,6076.0,374.0,-1,729.0,33700.0,9789.0,9607.0,54.0,105433.0,1397.0,1152.0,2109.0,31688.0,4497.0,11226.0,32380.0,138.0,212089.0,665070.0,26580.0,49241056.0,-1.0,725.0,22123.0,9006.0,30000.0,146764.0,79919.0,66500.0,153062.0,33027.0,35909.0,677.0,331630.0,11074.0,134891.0,399.0,510892.0,49193200.0,1202360.0,1130.0,965900.0,100.0,1840.0,42513.0,65800.0,-1.0,198988.0,71761.0,67251.0,249607.0,73678.0,7870.0,437663.0,-1,5564.0,18237.0,211730.0,584600.0,48535.0,495616.0,34022.0,12285.0,86.0,720198.0,51224.0,1446.0,150.0,58852.0,772720.0,48448.0,332.0,-1.0,7.0,53130.0,94075.0,25966.0,1749174.0,9529.0,894.0,602.0,121.0,1000.0,25500.0,163628.0,2875.0,45393.0,561.0,-1.0,35500.0,901.0,643947.0,-1.0,195855.0,4113.0,64027.0,227551.0,482.0,1900.0,22204.0,72000.0,17304.0,16025.0,2077.0,1193.0,33755.0,0.0,1116.0,2743.0,16969.0,68.0,28200.0,47750.0,430000.0,3635.0,1251.0,642.0,399.0,-1.0
2012,2736.0,1673.0,1830.0,45090.0,238843.0,6714.0,240584.0,11785.0,84583.0,8426.0,20100.0,222861.0,1500.0,511485.0,50093.0,141700.0,71400.0,240.0,1750001.0,288071.0,1150.0,23396.0,14813.0,16000.0,7700.0,17850.0,816.0,3668.0,658.0,115156.0,5162.0,360.0,-1,700.0,36400.0,9745.0,9418.0,28.0,100844.0,1400.0,1150.0,3849.0,32545.0,15105.0,11396.0,32280.0,136.0,210172.0,613880.0,23201.0,51933520.0,-1.0,743.0,22865.0,8653.0,-1.0,128272.0,90883.0,63300.0,159040.0,35000.0,33930.0,726.0,362840.0,9846.0,134092.0,406.0,520868.0,51886600.0,1685930.0,1049.0,1020600.0,110.0,1790.0,42763.0,68000.0,-1.0,219285.0,55356.0,93114.0,244347.0,74470.0,7960.0,610645.0,-1,5848.0,18237.0,230800.0,586600.0,49947.0,413691.0,17163.0,11036.0,82.0,749302.0,55335.0,920.0,140.0,37961.0,806630.0,50090.0,350.0,32000.0,7.0,61294.0,95486.0,20470.0,1741878.0,7175.0,824.0,494.0,120.0,1059.0,38700.0,168000.0,6444.0,46473.0,545.0,-1.0,36700.0,334.0,640508.0,-1.0,158855.0,4275.0,65742.0,155938.0,400.0,1700.0,22822.0,74000.0,4178.0,16617.0,2100.0,1392.0,61347.0,0.0,1018.0,2762.0,17170.0,65.0,25500.0,43136.0,410000.0,4120.0,1559.0,680.0,406.0,-1.0
2013,3764.0,1781.0,1850.0,43851.0,219483.0,12076.0,246986.0,12540.0,115073.0,7693.0,17400.0,169170.0,1500.0,491636.0,36834.0,156600.0,69069.0,240.0,1776923.0,254576.0,1159.0,23914.0,17745.0,16300.0,7200.0,18026.0,824.0,4341.0,664.0,140773.0,4480.0,362.0,-1,650.0,115896.0,9416.0,8691.0,40.0,100883.0,1452.0,1159.0,3683.0,33899.0,33874.0,11883.0,43135.0,145.0,218326.0,504558.0,27876.0,54361601.0,-1.0,743.0,24884.0,8636.0,-1.0,130837.0,87507.0,57900.0,158319.0,34792.0,30130.0,811.0,356850.0,9327.0,131378.0,404.0,512714.0,54315900.0,1700700.0,1003.0,1044290.0,100.0,1923.0,46409.0,68000.0,-1.0,224903.0,63687.0,119857.0,223429.0,71124.0,12079.0,607397.0,-1,6003.0,19200.0,227922.0,574400.0,50164.0,405610.0,16764.0,11656.0,86.0,754410.0,48246.0,48.0,157.0,53008.0,774080.0,49000.0,365.0,32160.0,7.0,52570.0,115979.0,23121.0,1754613.0,10874.0,774.0,1131.0,127.0,1534.0,31500.0,168000.0,4254.0,42694.0,525.0,-1.0,27900.0,142.0,637395.0,-1.0,169493.0,4226.0,68034.0,172284.0,444.0,1700.0,20712.0,76070.0,3520.0,17425.0,2126.0,1271.0,69447.0,1.0,1026.0,2781.0,17326.0,67.0,24000.0,46731.0,400000.0,44328.0,3144.0,700.0,404.0,-1.0
2014,1977.0,1807.0,1908.0,46775.0,205098.0,8291.0,127415.0,12802.0,112419.0,7644.0,17600.0,174840.0,1611.0,477989.0,48334.0,182660.0,69200.0,222.0,1804184.0,279105.0,1166.0,25133.0,17793.0,15891.0,11580.0,14735.0,994.0,4716.0,674.0,180241.0,7513.0,380.0,-1,616.0,129653.0,8227.0,10436.0,48.0,99930.0,1489.0,1166.0,3842.0,35253.0,28666.0,12953.0,40407.0,153.0,213345.0,473774.0,17807.0,56904098.0,-1.0,838.0,25704.0,8619.0,-1.0,129861.0,101486.0,56500.0,159800.0,32955.0,29620.0,830.0,395402.0,9351.0,131985.0,405.0,532039.0,56855415.0,1820123.0,1037.0,940940.0,120.0,1853.0,47250.0,66450.0,-1.0,235019.0,52672.0,97331.0,255060.0,86544.0,12633.0,718570.0,-1,6158.0,19506.0,265861.0,548800.0,52766.0,273005.0,16034.0,12385.0,65.0,775903.0,55439.0,4570.0,304.0,53263.0,799820.0,55000.0,366.0,35000.0,7.0,55563.0,100321.0,25847.0,1780472.0,17154.0,725.0,1583.0,130.0,1532.0,30600.0,171100.0,5720.0,45537.0,516.0,-1.0,38120.0,680.0,707632.0,-1.0,181226.0,4293.0,72388.0,279017.0,454.0,4300.0,19685.0,79930.0,3264.0,15512.0,2136.0,1263.0,62259.0,1.0,1054.0,2801.0,14085.0,68.0,23800.0,48162.0,440000.0,28486.0,3387.0,650.0,405.0,-1.0
