,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Melanesia,Papua New Guinea,Norway,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Mauritius,Luxembourg,Israel,Zambia,Belgium,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Poland,"China, mainland",Mali,Timor-Leste,Thailand,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Turkey,South Sudan,Cabo Verde,Denmark,Canada,Japan,Bermuda,Iraq,Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Czechia,French Guiana,Argentina,Ghana,Costa Rica,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,France,Italy,Singapore,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Sudan (former),Guyana,Republic of Moldova,Belgium-Luxembourg
2002,28818.0,276.0,15500.0,11056.0,6666.0,11847.0,36093.0,1168.0,1200.0,-1.0,3299.0,634967.0,13800.0,73000.0,2108.0,1200.0,51000.0,103.0,103.0,710.0,-1.0,38859.0,-1.0,7958.0,29750.0,3091.0,130.0,8387.0,1911.0,1479.0,2215.0,-1.0,9400.0,-1,97400.0,2226.0,144.0,2200.0,32650.0,1200.0,-1.0,-1,1869.0,2500.0,7515776.0,2000.0,-1.0,28829.0,6700.0,19300.0,5445.0,32000.0,25047.0,-1.0,380.0,37477.0,530.0,15591.0,3215.0,7500000.0,881.0,653.0,382733.0,700.0,335.0,24398.0,11617.0,58461.0,2610.0,-1.0,47100.0,515000.0,-1.0,105.0,-1.0,55686.0,-1,20.0,12000.0,2300.0,80.0,269763.0,5173.0,-1.0,6140.0,118920.0,8000.0,3752.0,-1.0,11043.0,-1.0,2784.0,3270.0,4100.0,19739.0,150.0,443130.0,1300.0,6319.0,23000.0,63900.0,3752.0,89.0,105033.0,-1.0,49876.0,13945.0,18370.0,-1.0,1783.0,5025.0,5400.0,844.0,104180.0,205189.0,-1.0,130.0,33686.0,215000.0,-1.0,32.0,62000.0,400.0,749.0,4400.0,-1.0
2003,31379.0,269.0,14000.0,7244.0,6770.0,11548.0,36100.0,1000.0,1000.0,-1.0,3500.0,770428.0,14200.0,74000.0,1500.0,1500.0,50000.0,108.0,108.0,659.0,-1.0,39826.0,-1.0,8241.0,40681.0,1068.0,140.0,4500.0,1820.0,2000.0,2010.0,-1.0,8140.0,-1,105200.0,1064.0,276.0,2400.0,31690.0,1300.0,-1.0,-1,1851.0,2451.0,8564269.0,2000.0,-1.0,20700.0,5000.0,20400.0,7518.0,32500.0,25555.0,-1.0,811.0,44485.0,700.0,14241.0,3241.0,8550000.0,885.0,748.0,325133.0,800.0,340.0,17643.0,11861.0,47188.0,2700.0,-1.0,38323.0,545000.0,-1.0,99.0,-1.0,65964.0,-1,20.0,5000.0,2300.0,90.0,258632.0,5200.0,-1.0,14234.0,109180.0,6369.0,3800.0,-1.0,7525.0,-1.0,616.0,2678.0,4080.0,20250.0,150.0,454084.0,810.0,5328.0,23523.0,82000.0,3800.0,71.0,96546.0,-1.0,52535.0,12189.0,13588.0,10.0,1777.0,3489.0,7500.0,1006.0,97660.0,190452.0,-1.0,140.0,34626.0,281050.0,616.0,36.0,65000.0,550.0,5268.0,3000.0,-1.0
2004,48470.0,263.0,14500.0,5500.0,6945.0,11856.0,34955.0,800.0,915.0,-1.0,3936.0,829899.0,14200.0,71525.0,2000.0,1492.0,59000.0,120.0,120.0,717.0,-1.0,36419.0,-1.0,8540.0,41100.0,2736.0,150.0,7000.0,1713.0,2600.0,2131.0,-1.0,8450.0,-1,109100.0,1200.0,300.0,7714.0,39600.0,1350.0,-1.0,-1,1833.0,2597.0,9294763.0,2200.0,-1.0,18300.0,16000.0,23100.0,5533.0,32000.0,23692.0,-1.0,861.0,35390.0,1000.0,15000.0,3188.0,9280000.0,996.0,801.0,297447.0,1200.0,350.0,14043.0,5730.0,62157.0,2792.0,-1.0,47423.0,582000.0,-1.0,96.0,3.0,62503.0,-1,20.0,9000.0,2316.0,95.0,229405.0,5300.0,-1.0,14489.0,97160.0,21755.0,3851.0,-1.0,6323.0,-1.0,350.0,2252.0,4076.0,20794.0,200.0,465374.0,900.0,5511.0,24019.0,128900.0,4000.0,74.0,110236.0,-1.0,52246.0,25784.0,12075.0,10.0,1769.0,3605.0,7600.0,783.0,100440.0,193019.0,-1.0,150.0,31119.0,250070.0,406.0,35.0,73000.0,2400.0,4432.0,2600.0,-1.0
2005,70040.0,256.0,14000.0,5439.0,7136.0,12049.0,44100.0,600.0,922.0,-1.0,4000.0,882254.0,14200.0,67587.0,2000.0,1590.0,60540.0,117.0,117.0,597.0,-1.0,39073.0,-1.0,8000.0,33265.0,3112.0,137.0,8711.0,1619.0,2660.0,1600.0,-1.0,9030.0,-1,106600.0,3118.0,569.0,7978.0,40790.0,1400.0,-1.0,-1,1850.0,2606.0,10914256.0,2400.0,-1.0,12600.0,8000.0,20700.0,5563.0,33000.0,21759.0,-1.0,900.0,33777.0,1500.0,15644.0,3178.0,10900000.0,1213.0,600.0,291039.0,1500.0,358.0,12556.0,2935.0,61090.0,3111.0,-1.0,43124.0,555000.0,-1.0,103.0,3.0,55722.0,-1,20.0,7000.0,2359.0,91.0,233541.0,5400.0,-1.0,4069.0,97080.0,46460.0,3887.0,-1.0,6391.0,-1.0,180.0,1721.0,4100.0,21341.0,200.0,504821.0,900.0,5621.0,24518.0,141605.0,3839.0,159.0,97543.0,-1.0,54280.0,29842.0,9976.0,11.0,1758.0,3725.0,7800.0,1025.0,55414.0,202478.0,-1.0,137.0,33673.0,245910.0,532.0,35.0,70500.0,1000.0,2322.0,2500.0,-1.0
2006,61540.0,220.0,13500.0,5498.0,7307.0,13492.0,31960.0,400.0,1100.0,-1.0,4333.0,856021.0,14900.0,65949.0,2200.0,1691.0,73435.0,119.0,119.0,694.0,-1.0,43578.0,-1.0,9965.0,35508.0,2820.0,136.0,10600.0,1523.0,3200.0,1471.0,-1.0,8880.0,-1,107400.0,2205.0,615.0,8181.0,40550.0,1358.0,100.0,-1,1825.0,2628.0,12513720.0,3000.0,-1.0,12700.0,8000.0,18100.0,5944.0,34000.0,22436.0,2152.0,900.0,28535.0,2848.0,16000.0,3040.0,12500000.0,1213.0,890.0,301901.0,2100.0,367.0,12420.0,3438.0,-1.0,3260.0,-1.0,41735.0,563763.0,-1.0,100.0,3.0,52900.0,-1,20.0,8000.0,2250.0,96.0,247896.0,5700.0,-1.0,3212.0,96600.0,47090.0,3920.0,-1.0,6220.0,-1.0,360.0,1176.0,4150.0,22000.0,250.0,521500.0,1000.0,5669.0,25000.0,283110.0,3848.0,365.0,99271.0,-1.0,64240.0,26156.0,13740.0,11.0,1700.0,3848.0,16000.0,1062.0,50118.0,190663.0,-1.0,136.0,37878.0,259610.0,243.0,27.0,70000.0,1300.0,4282.0,2800.0,-1.0
2007,67330.0,215.0,13000.0,11310.0,7500.0,15922.0,30110.0,224.0,2500.0,-1.0,4500.0,867560.0,10947.0,67810.0,1728.0,1700.0,82980.0,125.0,125.0,385.0,-1.0,33844.0,-1.0,11197.0,41322.0,2370.0,134.0,10000.0,1422.0,3400.0,1427.0,-1.0,9629.0,-1,105200.0,1219.0,850.0,11079.0,41330.0,1382.0,100.0,-1,1802.0,2649.0,13463215.0,3300.0,-1.0,14200.0,8200.0,16900.0,7919.0,34500.0,23200.0,1066.0,1000.0,21359.0,2324.0,17000.0,3167.0,13450000.0,1400.0,1400.0,305766.0,1800.0,376.0,10200.0,3785.0,-1.0,3416.0,-1.0,47422.0,519968.0,-1.0,98.0,3.0,49897.0,-1,20.0,7000.0,2304.0,92.0,220384.0,5000.0,-1.0,2930.0,48170.0,37108.0,3956.0,-1.0,6320.0,-1.0,380.0,1128.0,4200.0,22500.0,250.0,537788.0,900.0,6318.0,26265.0,186985.0,3800.0,557.0,97066.0,-1.0,45498.0,19254.0,10155.0,12.0,1500.0,3970.0,7000.0,1121.0,45112.0,205729.0,-1.0,134.0,28844.0,330257.0,522.0,30.0,70000.0,1000.0,4569.0,1200.0,-1.0
2008,92095.0,280.0,12500.0,7663.0,7708.0,20480.0,29560.0,250.0,3500.0,-1.0,5730.0,837892.0,12800.0,64700.0,1579.0,2000.0,82872.0,110.0,110.0,975.0,2319.0,31862.0,-1.0,12442.0,40121.0,3027.0,133.0,13000.0,1318.0,4000.0,1175.0,-1.0,8866.0,-1,102300.0,1234.0,1250.0,11718.0,42560.0,1470.0,100.0,-1,1810.0,2671.0,14467780.0,3700.0,-1.0,16000.0,5500.0,15807.0,6120.0,34000.0,31649.0,1684.0,2000.0,23481.0,2000.0,15775.0,3186.0,14455000.0,1533.0,1750.0,294356.0,2000.0,386.0,10478.0,3917.0,-1.0,3568.0,-1.0,49260.0,563056.0,-1.0,103.0,3.0,51272.0,-1,24.0,7900.0,2251.0,92.0,187672.0,4945.0,-1.0,6861.0,44590.0,25811.0,3951.0,-1.0,6153.0,-1.0,350.0,1100.0,4181.0,22297.0,300.0,554351.0,800.0,6382.0,27457.0,182180.0,4000.0,517.0,101110.0,-1.0,61649.0,13696.0,11082.0,12.0,1670.0,4089.0,7100.0,1118.0,45100.0,197400.0,-1.0,133.0,26917.0,247336.0,853.0,18.0,64000.0,1000.0,4120.0,2000.0,-1.0
2009,46496.0,270.0,12000.0,9329.0,7934.0,19576.0,32498.0,200.0,3000.0,100.0,6967.0,884837.0,12751.0,68701.0,1429.0,2272.0,88386.0,115.0,115.0,697.0,4626.0,32679.0,-1.0,14086.0,45096.0,3368.0,132.0,10000.0,1200.0,4300.0,1355.0,-1.0,8969.0,-1,123100.0,895.0,1986.0,9136.0,40510.0,1310.0,150.0,-1,1757.0,2692.0,14685270.0,4000.0,-1.0,15900.0,6600.0,15200.0,6315.0,24191.0,26327.0,1492.0,2200.0,26141.0,1374.0,14884.0,3199.0,14673000.0,1639.0,2183.0,297927.0,2000.0,392.0,12495.0,4097.0,-1.0,3706.0,-1.0,44635.0,603653.0,-1.0,105.0,3.0,48861.0,-1,25.0,3329.0,2090.0,92.0,196109.0,4900.0,-1.0,5717.0,43570.0,40846.0,4023.0,-1.0,6327.0,-1.0,335.0,1091.0,4118.0,22155.0,300.0,570537.0,1000.0,6631.0,28608.0,52980.0,3942.0,592.0,76254.0,-1.0,55928.0,10800.0,5616.0,12.0,1658.0,4285.0,6902.0,1118.0,43551.0,192214.0,-1.0,132.0,27779.0,282297.0,774.0,29.0,49000.0,800.0,8400.0,1600.0,-1.0
2010,36639.0,275.0,12000.0,5277.0,7869.0,19094.0,29824.0,204.0,3200.0,140.0,6311.0,942434.0,12070.0,57500.0,1030.0,2512.0,88581.0,118.0,118.0,760.0,5561.0,36981.0,-1.0,14787.0,53487.0,1921.0,130.0,12000.0,1000.0,4359.0,1365.0,34.0,7507.0,-1,89046.0,1484.0,2930.0,8955.0,42690.0,1214.0,100.0,-1,1800.0,2714.0,15169275.0,4500.0,-1.0,27000.0,7200.0,15600.0,5000.0,38000.0,17304.0,1340.0,2300.0,23889.0,1897.0,13654.0,3300.0,15157000.0,1549.0,809.0,310363.0,2000.0,425.0,12381.0,4500.0,-1.0,3850.0,43237.0,41398.0,587967.0,-1.0,100.0,3.0,48072.0,-1,24.0,5625.0,2018.0,87.0,144301.0,5600.0,500.0,4322.0,56450.0,43749.0,4100.0,-1.0,6509.0,-1.0,330.0,1023.0,4000.0,21239.0,350.0,586127.0,970.0,5607.0,30000.0,201882.0,3800.0,546.0,84393.0,-1.0,55734.0,18011.0,8218.0,12.0,1649.0,4436.0,9307.0,998.0,49416.0,182955.0,-1.0,130.0,31381.0,270740.0,502.0,36.0,47000.0,1000.0,12771.0,1800.0,-1.0
2011,45000.0,280.0,12500.0,4769.0,8505.0,18660.0,37841.0,200.0,3500.0,150.0,6000.0,885474.0,12990.0,55100.0,1210.0,2737.0,94756.0,120.0,120.0,420.0,8048.0,39186.0,-1.0,16300.0,54581.0,3153.0,129.0,11500.0,1150.0,12065.0,1690.0,51.0,11504.0,-1,90124.0,1510.0,2589.0,12343.0,40430.0,1038.0,100.0,-1,1187.0,2735.0,15650880.0,5000.0,-1.0,25000.0,5000.0,15279.0,6752.0,39409.0,16897.0,1331.0,1700.0,23886.0,1545.0,12740.0,4000.0,15638100.0,1875.0,2658.0,301070.0,2500.0,733.0,11478.0,3600.0,-1.0,3926.0,39508.0,39107.0,614948.0,-1.0,94.0,3.0,43900.0,-1,23.0,5197.0,1878.0,94.0,152507.0,6300.0,400.0,1561.0,38719.0,48003.0,4272.0,-1.0,7825.0,-1.0,271.0,957.0,3817.0,25000.0,350.0,600975.0,968.0,5963.0,29971.0,120612.0,4010.0,671.0,69289.0,-1.0,60257.0,19456.0,8517.0,12.0,1642.0,4596.0,8200.0,1000.0,37000.0,163725.0,-1.0,129.0,32886.0,305561.0,600.0,54.0,44000.0,1000.0,9625.0,2000.0,-1.0
2012,37667.0,300.0,12800.0,2851.0,9000.0,19000.0,24455.0,200.0,4200.0,180.0,6200.0,871170.0,10978.0,70900.0,1000.0,3100.0,94356.0,125.0,125.0,379.0,5841.0,42800.0,-1.0,16950.0,60787.0,2244.0,120.0,10000.0,1250.0,8479.0,1609.0,50.0,10835.0,-1,88500.0,1500.0,2301.0,10093.0,46970.0,1000.0,100.0,-1,939.0,2757.0,16410400.0,6000.0,-1.0,26500.0,16000.0,14200.0,8000.0,35000.0,17870.0,972.0,2100.0,24884.0,1686.0,12460.0,3000.0,16397300.0,1850.0,3000.0,305000.0,3000.0,1068.0,17133.0,4400.0,-1.0,4000.0,22804.0,45390.0,614965.0,750.0,98.0,3.0,60262.0,-1,22.0,7271.0,1965.0,100.0,167816.0,7800.0,300.0,2004.0,55350.0,58000.0,4500.0,250.0,5014.0,-1.0,350.0,1000.0,3600.0,27000.0,378.0,620000.0,1000.0,7054.0,30000.0,133744.0,4200.0,197.0,93818.0,-1.0,49901.0,15916.0,11564.0,12.0,1500.0,4761.0,8400.0,19.0,70660.0,134124.0,-1.0,120.0,35000.0,251279.0,500.0,46.0,36000.0,-1.0,6195.0,1500.0,-1.0
2013,40544.0,300.0,13500.0,3416.0,9123.0,19000.0,37837.0,205.0,5000.0,200.0,6200.0,881613.0,11373.0,65900.0,1007.0,3100.0,93000.0,130.0,130.0,678.0,6561.0,44976.0,-1.0,21100.0,71732.0,2445.0,132.0,14000.0,1200.0,6100.0,1511.0,56.0,12820.0,-1,105800.0,1539.0,4002.0,8235.0,83565.0,1098.0,100.0,-1,1541.0,2779.0,16675200.0,6000.0,-1.0,24439.0,18000.0,14540.0,7482.0,31512.0,20000.0,900.0,2200.0,23716.0,2231.0,8590.0,3009.0,16661400.0,2469.0,2653.0,305000.0,3000.0,1192.0,14954.0,4450.0,-1.0,4097.0,33786.0,50392.0,632301.0,800.0,100.0,3.0,52790.0,-1,21.0,10585.0,2029.0,98.0,177588.0,8210.0,300.0,2573.0,44110.0,49239.0,4550.0,300.0,6131.0,-1.0,243.0,782.0,3403.0,25000.0,424.0,620000.0,954.0,5517.0,30855.0,156091.0,4155.0,200.0,81933.0,-1.0,54573.0,11033.0,14036.0,12.0,1640.0,4800.0,9170.0,2.0,55596.0,155047.0,-1.0,132.0,36766.0,257469.0,600.0,63.0,27600.0,-1.0,8270.0,2000.0,-1.0
2014,43818.0,297.0,14000.0,2668.0,9546.0,19075.0,37877.0,203.0,5672.0,224.0,6486.0,855958.0,13417.0,54500.0,950.0,3230.0,110000.0,134.0,134.0,721.0,7281.0,36332.0,-1.0,21000.0,79570.0,3407.0,128.0,10500.0,1137.0,6300.0,1430.0,64.0,12602.0,-1,112600.0,1561.0,4158.0,10729.0,81743.0,1100.0,100.0,-1,1200.0,2800.0,17031702.0,7000.0,-1.0,20412.0,4400.0,14587.0,7148.0,37117.0,17500.0,836.0,2500.0,21299.0,2863.0,13460.0,3109.0,17017405.0,3650.0,2641.0,305002.0,1300.0,1247.0,14996.0,4365.0,-1.0,4342.0,31939.0,47270.0,638469.0,1000.0,127.0,3.0,57648.0,-1,23.0,7223.0,2490.0,100.0,188210.0,6789.0,265.0,2630.0,45720.0,49783.0,4691.0,350.0,8091.0,-1.0,169.0,621.0,4040.0,24173.0,425.0,636103.0,961.0,5607.0,32033.0,169060.0,4212.0,253.0,93753.0,-1.0,54857.0,17856.0,4855.0,12.0,1683.0,4784.0,11130.0,3.0,53190.0,139938.0,-1.0,128.0,29543.0,253110.0,500.0,64.0,28800.0,-1.0,8268.0,2400.0,-1.0
