,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Brunei Darussalam,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Djibouti,Czechia,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,El Salvador,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Montserrat,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Nigeria,Norway,Guam,Turkey,Burundi,"China, Hong Kong SAR",Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Haiti,Sao Tome and Principe,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Ireland,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1985,36781.0,19874.0,272163.0,1095731.0,141936.0,-1.0,443138.0,11655.0,310357.0,1119287.0,40806.0,-1.0,52.0,24.0,71000.0,26447.0,-1.0,-1.0,99529.0,-1.0,24131.0,3354.0,109153.0,1028.0,319000.0,9.0,35452.0,89960.0,-1.0,5451.0,-1.0,14016859.0,78080.0,45614.0,44.0,5215.0,-1.0,-1.0,-1.0,49.0,5.0,573462.0,1306430.0,10976.0,61496.0,22685.0,1406.0,-1.0,-1.0,29885.0,5.0,11372.0,0.0,288498.0,2053940.0,1110938.0,183035.0,290850.0,-1.0,66039.0,468.0,0.0,-1.0,378364.0,13907.0,283300.0,-1.0,965524.0,115260.0,1251163.0,6167.0,442945.0,202852.0,449.0,920227.0,42175.0,10326.0,602285.0,78112.0,-1.0,162.0,194.0,0.0,632173.0,-1.0,271121.0,32000.0,94.0,17530.0,274534.0,76700.0,0.0,2476544.0,6231.0,0.0,-1.0,-1.0,516877.0,46073.0,319245.0,486267.0,84303.0,1104319.0,83948.0,0.0,100170.0,52930.0,682860.0,59366.0,1170358.0,49.0,6049.0,34640.0,25.0,274945.0,37322.0,0.0,15678.0,18.0,3.0,-1.0,18030.0,5449.0,1724.0,46679.0,869478.0,5998.0,68580.0,-1.0,3979.0,-1.0,-1.0,0.0,112019.0,99451.0,9.0,59847.0,1800394.0,13980077.0,-1.0,7164.0,26758.0,10513983.0,-1.0,34882.0,62646.0,29447.0,65.0,-1.0,19228.0,18115.0,287.0,-1.0,4320.0,11299.0,693260.0,161740.0,894604.0,15597.0,24844.0,11233.0,7933.0,307909.0,4222200.0,990854.0,58838.0,35.0,169.0,10404.0,95110.0,1559.0,5714.0,-1.0,161645.0,72602.0,5965.0,410.0,21428148.0,7666.0,62052.0,86334.0,3413.0,-1.0,212.0,205551.0,35370.0,116.0,-1.0,21666.0,4113.0,2930.0,-1.0,56172.0
1986,34088.0,20874.0,266794.0,1157608.0,147786.0,-1.0,473000.0,11792.0,260414.0,1094408.0,40312.0,-1.0,30.0,22.0,69227.0,29377.0,-1.0,-1.0,92105.0,-1.0,24620.0,4073.0,106599.0,1101.0,330000.0,9.0,33997.0,93200.0,-1.0,4921.0,-1.0,13907449.0,83343.0,44468.0,54.0,4590.0,-1.0,-1.0,-1.0,29.0,6.0,579915.0,1297717.0,12048.0,59292.0,29731.0,1475.0,-1.0,-1.0,21430.0,5.0,12504.0,0.0,284494.0,1990700.0,1129553.0,197640.0,282737.0,-1.0,37064.0,579.0,0.0,-1.0,380317.0,12696.0,258000.0,-1.0,913799.0,114350.0,1217674.0,6516.0,436710.0,196284.0,460.0,880367.0,43241.0,9815.0,587666.0,75996.0,-1.0,182.0,248.0,0.0,602241.0,-1.0,290235.0,35000.0,106.0,18420.0,290532.0,77733.0,0.0,2320904.0,6562.0,0.0,-1.0,-1.0,497406.0,43246.0,293621.0,490227.0,87453.0,1289285.0,86037.0,0.0,133420.0,50201.0,572656.0,60501.0,1326349.0,67.0,5732.0,33540.0,25.0,272834.0,40057.0,0.0,15247.0,23.0,3.0,-1.0,16724.0,6386.0,1700.0,46844.0,847701.0,7172.0,73168.0,-1.0,5010.0,-1.0,-1.0,0.0,127109.0,106916.0,9.0,62191.0,1833760.0,13873360.0,-1.0,7807.0,25370.0,9412550.0,-1.0,33712.0,69215.0,29035.0,65.0,-1.0,19509.0,18076.0,287.0,-1.0,4086.0,10422.0,663260.0,156850.0,1005117.0,18693.0,25354.0,10357.0,7058.0,300312.0,3906980.0,1052131.0,59572.0,39.0,207.0,10503.0,85480.0,1540.0,4918.0,-1.0,152361.0,74173.0,5923.0,411.0,21119866.0,7708.0,57052.0,86870.0,3089.0,-1.0,212.0,194906.0,36993.0,92.0,-1.0,25466.0,3744.0,3274.0,-1.0,55536.0
1987,32261.0,24472.0,159852.0,1135533.0,154322.0,-1.0,461000.0,11660.0,268868.0,1085495.0,41588.0,-1.0,26.0,20.0,134782.0,25762.0,-1.0,-1.0,93540.0,-1.0,25749.0,5205.0,116839.0,1207.0,280000.0,9.0,36319.0,81362.0,-1.0,4749.0,-1.0,13957787.0,91088.0,46578.0,53.0,4189.0,-1.0,-1.0,-1.0,25.0,10.0,539329.0,1288074.0,14684.0,85137.0,32807.0,1363.0,-1.0,-1.0,29128.0,5.0,11097.0,0.0,265204.0,1905500.0,1155407.0,184580.0,270424.0,-1.0,57054.0,610.0,0.0,-1.0,381393.0,12568.0,252800.0,-1.0,829736.0,119500.0,1206851.0,6728.0,455467.0,207024.0,489.0,900830.0,50478.0,13453.0,561325.0,78413.0,-1.0,78.0,256.0,0.0,659576.0,-1.0,257600.0,36000.0,120.0,19420.0,287567.0,77477.0,0.0,2326970.0,7080.0,0.0,-1.0,-1.0,508098.0,49220.0,319091.0,465841.0,73186.0,1155130.0,84966.0,0.0,92638.0,54865.0,585753.0,64342.0,1212184.0,65.0,6138.0,33540.0,25.0,256700.0,39124.0,0.0,15741.0,26.0,2.0,-1.0,19251.0,7117.0,1700.0,49805.0,790023.0,5498.0,58948.0,-1.0,5144.0,-1.0,-1.0,0.0,113344.0,110081.0,9.0,63202.0,1866282.0,13925526.0,-1.0,8096.0,28795.0,9743000.0,-1.0,32150.0,63226.0,29788.0,65.0,-1.0,19904.0,17522.0,304.0,-1.0,4462.0,12618.0,609900.0,145895.0,910897.0,20538.0,26236.0,10361.0,8952.0,324593.0,3845980.0,1050085.0,65180.0,47.0,236.0,9963.0,116240.0,1387.0,5198.0,-1.0,142866.0,83734.0,4428.0,413.0,20872902.0,7724.0,56052.0,85566.0,3703.0,-1.0,0.0,207891.0,40465.0,116.0,-1.0,23589.0,4956.0,4319.0,-1.0,54957.0
1988,30360.0,33717.0,336792.0,1065941.0,158896.0,-1.0,526000.0,12610.0,256103.0,1107218.0,43500.0,-1.0,38.0,20.0,140029.0,24648.0,-1.0,-1.0,96442.0,-1.0,27045.0,5595.0,116335.0,1184.0,300000.0,9.0,37672.0,90381.0,-1.0,4213.0,-1.0,14359860.0,112956.0,49226.0,37.0,4768.0,-1.0,-1.0,-1.0,17.0,12.0,531579.0,1297218.0,14532.0,85882.0,36064.0,1352.0,-1.0,-1.0,28723.0,5.0,11802.0,0.0,286007.0,2037120.0,1146111.0,181900.0,258665.0,-1.0,20050.0,688.0,0.0,-1.0,383644.0,13684.0,233831.0,-1.0,825813.0,122370.0,1179978.0,6774.0,477706.0,197885.0,452.0,900511.0,48616.0,8080.0,563027.0,80977.0,-1.0,60.0,416.0,0.0,656404.0,-1.0,273865.0,41000.0,123.0,18890.0,339776.0,78100.0,0.0,2485451.0,6412.0,0.0,-1.0,-1.0,519190.0,49372.0,328235.0,522735.0,60811.0,947453.0,92147.0,0.0,131805.0,49761.0,601584.0,75173.0,967503.0,65.0,5999.0,35440.0,25.0,264595.0,40481.0,0.0,15360.0,30.0,2.0,-1.0,19559.0,8248.0,1727.0,59278.0,927100.0,7855.0,94317.0,-1.0,5240.0,-1.0,-1.0,0.0,110269.0,108876.0,9.0,62175.0,1855243.0,14329500.0,-1.0,8766.0,32951.0,11649000.0,-1.0,29908.0,55861.0,30885.0,65.0,-1.0,19706.0,17116.0,280.0,-1.0,4619.0,12486.0,630566.0,139898.0,931311.0,19774.0,18815.0,11087.0,7952.0,322782.0,4266060.0,1041097.0,68893.0,49.0,261.0,9702.0,119350.0,1321.0,3875.0,-1.0,144000.0,87484.0,4466.0,414.0,20645033.0,8279.0,57052.0,89771.0,3205.0,-1.0,0.0,198041.0,42035.0,80.0,-1.0,26248.0,4778.0,3824.0,-1.0,54714.0
1989,30371.0,26180.0,462214.0,937671.0,162601.0,-1.0,495000.0,8750.0,268181.0,1106073.0,46090.0,-1.0,39.0,20.0,145936.0,24125.0,-1.0,-1.0,98212.0,-1.0,28468.0,4439.0,115833.0,1091.0,288100.0,9.0,38426.0,75641.0,-1.0,3845.0,-1.0,14564049.0,117988.0,40924.0,32.0,5301.0,-1.0,-1.0,-1.0,14.0,14.0,536010.0,1260782.0,15511.0,87227.0,37812.0,1266.0,-1.0,-1.0,24065.0,5.0,10667.0,0.0,281574.0,1987880.0,1157786.0,178680.0,335779.0,-1.0,18487.0,578.0,0.0,-1.0,373002.0,12745.0,251837.0,-1.0,883373.0,118602.0,1131676.0,6827.0,485788.0,194639.0,475.0,888428.0,47956.0,8776.0,550320.0,75120.0,-1.0,45.0,368.0,0.0,631474.0,-1.0,272651.0,41345.0,130.0,14700.0,351993.0,78500.0,0.0,2472340.0,6520.0,0.0,-1.0,-1.0,526552.0,43541.0,338691.0,580684.0,84979.0,762880.0,81040.0,0.0,119031.0,47898.0,539865.0,73973.0,781367.0,67.0,6902.0,35707.0,26.0,265022.0,39205.0,0.0,13215.0,42.0,2.0,-1.0,18717.0,8750.0,1757.0,52021.0,909200.0,8248.0,67600.0,-1.0,5307.0,-1.0,-1.0,0.0,116547.0,110019.0,9.0,60704.0,1893774.0,14533678.0,-1.0,9386.0,32615.0,12595000.0,-1.0,29752.0,59797.0,30672.0,69.0,-1.0,20209.0,16108.0,284.0,-1.0,4528.0,12143.0,632756.0,129939.0,969864.0,17850.0,18676.0,11089.0,7500.0,324852.0,4208660.0,1043058.0,72558.0,36.0,332.0,6028.0,116550.0,1681.0,4262.0,-1.0,147057.0,115639.0,4580.0,185.0,20455609.0,8834.0,54049.0,95132.0,3382.0,-1.0,0.0,178861.0,41427.0,96.0,-1.0,20031.0,3396.0,3463.0,-1.0,53225.0
1990,29177.0,22253.0,433315.0,879295.0,158825.0,-1.0,515000.0,5500.0,252837.0,1087586.0,47746.0,-1.0,22.0,18.0,137100.0,23961.0,-1.0,-1.0,96140.0,-1.0,29970.0,2475.0,142523.0,1111.0,240460.0,9.0,36207.0,88561.0,-1.0,3606.0,-1.0,14152001.0,103008.0,41763.0,30.0,5392.0,-1.0,-1.0,-1.0,14.0,12.0,508224.0,1276433.0,14562.0,87247.0,27801.0,1293.0,-1.0,-1.0,31381.0,5.0,10538.0,0.0,282394.0,1939950.0,1233327.0,187823.0,517744.0,-1.0,22072.0,810.0,0.0,-1.0,368304.0,12410.0,279750.0,-1.0,778591.0,115734.0,1074981.0,7359.0,476022.0,171406.0,461.0,946819.0,47516.0,9213.0,539199.0,49758.0,-1.0,66.0,439.0,0.0,604646.0,-1.0,258021.0,40446.0,153.0,16794.0,398306.0,81800.0,0.0,2540013.0,6610.0,0.0,-1.0,-1.0,515268.0,47817.0,320689.0,587943.0,90173.0,522249.0,88281.0,0.0,127728.0,45515.0,584160.0,71710.0,544320.0,74.0,7332.0,36153.0,24.0,293236.0,36792.0,0.0,14430.0,51.0,2.0,-1.0,23642.0,5862.0,1792.0,43778.0,889400.0,9951.0,74346.0,-1.0,5290.0,-1.0,-1.0,0.0,98090.0,87946.0,9.0,57957.0,1912570.0,14122824.0,-1.0,10663.0,34448.0,7120000.0,-1.0,28198.0,49133.0,24028.0,66.0,-1.0,20296.0,16299.0,274.0,-1.0,4675.0,12541.0,598666.0,123931.0,973686.0,10464.0,25258.0,11283.0,5141.0,335307.0,3886820.0,1069412.0,71927.0,24.0,434.0,4552.0,117100.0,2001.0,3933.0,-1.0,141500.0,110876.0,4475.0,192.0,20102135.0,10042.0,50026.0,101155.0,3815.0,-1.0,20.0,171913.0,39597.0,88.0,-1.0,28243.0,4102.0,2432.0,-1.0,50839.0
1991,27289.0,23311.0,387153.0,925967.0,156575.0,-1.0,542000.0,6000.0,266303.0,1078387.0,46100.0,-1.0,16.0,12.0,87100.0,25156.0,-1.0,-1.0,99161.0,-1.0,31558.0,1162.0,146993.0,941.0,217000.0,-1.0,35200.0,84481.0,-1.0,3329.0,-1.0,14471199.0,95444.0,36318.0,33.0,5691.0,-1.0,-1.0,-1.0,11.0,14.0,499263.0,1207883.0,13796.0,90866.0,32153.0,1137.0,-1.0,-1.0,34380.0,7.0,12426.0,0.0,280957.0,1933530.0,1106841.0,182125.0,391707.0,-1.0,20098.0,738.0,0.0,-1.0,366435.0,14054.0,272138.0,-1.0,791011.0,116715.0,1113964.0,7812.0,426800.0,171838.0,527.0,787935.0,36588.0,10062.0,545548.0,37724.0,-1.0,69.0,513.0,0.0,609717.0,-1.0,211112.0,37355.0,164.0,19073.0,395641.0,83300.0,0.0,2529709.0,6655.0,0.0,-1.0,-1.0,547535.0,48762.0,326540.0,600607.0,74073.0,629524.0,85287.0,0.0,115482.0,32410.0,451327.0,68166.0,649622.0,85.0,6743.0,32076.0,21.0,289717.0,35039.0,0.0,15934.0,54.0,3.0,-1.0,24244.0,5501.0,1856.0,55912.0,884556.0,6783.0,144612.0,-1.0,5424.0,-1.0,0.0,0.0,95147.0,110044.0,0.0,61483.0,1817649.0,14443910.0,-1.0,10464.0,35940.0,6983000.0,-1.0,31163.0,53971.0,27443.0,68.0,-1.0,20003.0,16289.0,301.0,-1.0,4114.0,12556.0,581000.0,119792.0,968792.0,9335.0,24544.0,11308.0,7553.0,320866.0,4010280.0,1104555.0,76008.0,19.0,480.0,8702.0,113040.0,1651.0,4096.0,-1.0,128000.0,127322.0,4353.0,204.0,20527135.0,9672.0,50026.0,103908.0,3102.0,-1.0,27.0,128984.0,37668.0,104.0,-1.0,27758.0,3325.0,2479.0,-1.0,50526.0
1992,25291.0,22403.0,405216.0,845263.0,161400.0,-1.0,543000.0,3000.0,237113.0,1056982.0,46320.0,-1.0,19.0,10.0,78200.0,24693.0,171900.0,16279.0,104021.0,-1.0,33180.0,3613.0,135375.0,852.0,216000.0,-1.0,34100.0,83449.0,101970.0,3318.0,34650.0,14104291.0,91219.0,28603.0,19.0,5834.0,-1.0,3460600.0,68500.0,11.0,15.0,512774.0,1177158.0,17963.0,106276.0,33598.0,1043.0,41112.0,299345.0,36745.0,8.0,10769.0,0.0,290977.0,1847920.0,1078840.0,210360.0,459165.0,42893.0,15345.0,826.0,0.0,-1.0,377935.0,9172.0,288380.0,100620.0,778769.0,114250.0,1077046.0,7419.0,429998.0,144880.0,559.0,1030299.0,49381.0,12669.0,542967.0,56269.0,-1.0,47.0,445.0,0.0,598009.0,239372.0,206329.0,36285.0,191.0,23041.0,402387.0,82600.0,0.0,2573610.0,6510.0,0.0,894300.0,66326.0,602929.0,45916.0,302885.0,660122.0,90685.0,610054.0,87443.0,0.0,128229.0,50482.0,-1.0,66868.0,625399.0,86.0,4163.0,31776.0,18.0,269937.0,41290.0,0.0,15090.0,61.0,2.0,-1.0,22163.0,3994.0,1984.0,61452.0,863230.0,6875.0,129870.0,43846.0,4810.0,206902.0,0.0,0.0,83850.0,96077.0,0.0,59314.0,1862889.0,14079001.0,15099800.0,10406.0,38540.0,7372000.0,2926250.0,28195.0,58770.0,28198.0,59.0,-1.0,20580.0,16284.0,356.0,-1.0,4600.0,12864.0,514000.0,118736.0,1027055.0,8360.0,24735.0,12616.0,8058.0,338124.0,4001280.0,1128249.0,80479.0,20.0,480.0,8003.0,113539.0,1625.0,3258.0,27586.0,125500.0,116811.0,4590.0,204.0,-1.0,9651.0,47024.0,88188.0,3006.0,67723.0,27.0,152302.0,40324.0,94.0,-1.0,28480.0,5269.0,2493.0,127907.0,50047.0
1993,23286.0,23982.0,585767.0,870784.0,163052.0,211831.0,461000.0,2250.0,236777.0,1056033.0,39356.0,9928.0,12.0,7.0,94000.0,20688.0,128370.0,15719.0,96280.0,-1.0,34571.0,5374.0,123723.0,709.0,230000.0,-1.0,35500.0,86781.0,98010.0,4091.0,30471.0,14423397.0,94489.0,26044.0,34.0,6122.0,-1.0,3256550.0,74700.0,6.0,16.0,467257.0,1140735.0,21275.0,111280.0,31124.0,893.0,37710.0,304973.0,35228.0,7.0,10487.0,0.0,260000.0,1656000.0,1098870.0,220210.0,361845.0,39755.0,17442.0,854.0,0.0,154235.0,-1.0,14296.0,290291.0,94040.0,790869.0,113905.0,1027980.0,7360.0,533711.0,-1.0,589.0,1053795.0,57675.0,9498.0,603563.0,59780.0,187871.0,58.0,425.0,0.0,613317.0,251650.0,186826.0,37240.0,206.0,19330.0,418181.0,80300.0,0.0,2583398.0,5238.0,0.0,865500.0,84053.0,628070.0,48480.0,309020.0,698466.0,75599.0,547848.0,67760.0,0.0,114151.0,57047.0,-1.0,46966.0,565289.0,87.0,3141.0,35856.0,15.0,257008.0,40543.0,0.0,15540.0,57.0,3.0,-1.0,28684.0,6884.0,1887.0,54017.0,816379.0,7053.0,125207.0,53006.0,4851.0,231204.0,0.0,1499.0,77799.0,84000.0,0.0,62430.0,1872124.0,14400111.0,14177000.0,10875.0,40890.0,7151000.0,2652805.0,34675.0,63990.0,27663.0,57.0,-1.0,20730.0,26098.0,378.0,-1.0,7363.0,12738.0,492000.0,112663.0,1148370.0,23600.0,25136.0,12546.0,9556.0,342545.0,3910740.0,1050631.0,82800.0,20.0,503.0,8003.0,117290.0,1574.0,3443.0,25358.0,123500.0,115677.0,4880.0,204.0,-1.0,9644.0,45023.0,101219.0,3307.0,68900.0,28.0,151753.0,34936.0,108.0,-1.0,28236.0,7391.0,2718.0,115446.0,49099.0
1994,20383.0,18582.0,557586.0,808260.0,168172.0,254163.0,461000.0,2500.0,244842.0,1061528.0,43218.0,9519.0,16.0,7.0,71300.0,18231.0,107570.0,15587.0,98255.0,-1.0,36145.0,4617.0,71650.0,627.0,230000.0,-1.0,36500.0,96587.0,94070.0,4616.0,24668.0,14230557.0,88752.0,21262.0,35.0,6492.0,-1.0,3488050.0,67500.0,2.0,16.0,447319.0,1171772.0,18669.0,103360.0,33434.0,829.0,36610.0,294999.0,36263.0,7.0,11704.0,0.0,253000.0,1696260.0,1104574.0,203957.0,320331.0,45223.0,17240.0,1036.0,0.0,405644.0,-1.0,13324.0,341254.0,84930.0,814131.0,115080.0,1008100.0,6651.0,341339.0,-1.0,598.0,985184.0,59925.0,15541.0,599089.0,50879.0,151912.0,55.0,257.0,0.0,637187.0,339550.0,200591.0,38390.0,139.0,14309.0,432616.0,82300.0,0.0,2740563.0,6160.0,0.0,985200.0,68267.0,649015.0,47467.0,312719.0,719769.0,95204.0,666284.0,71657.0,0.0,103201.0,50714.0,-1.0,47324.0,683524.0,93.0,3357.0,40268.0,12.0,262003.0,38642.0,0.0,15201.0,54.0,3.0,-1.0,27498.0,3836.0,1963.0,59715.0,776705.0,7276.0,125427.0,42510.0,4961.0,274405.0,0.0,1794.0,83547.0,87500.0,0.0,61813.0,1858337.0,14210174.0,15219800.0,15511.0,40885.0,7227000.0,2823200.0,31164.0,65537.0,27698.0,65.0,-1.0,20051.0,58817.0,404.0,-1.0,6680.0,12852.0,561400.0,112730.0,1102320.0,13531.0,26739.0,12549.0,10073.0,315426.0,3600720.0,1025987.0,74823.0,21.0,521.0,8004.0,127411.0,1565.0,3126.0,26130.0,117307.0,118602.0,5193.0,222.0,-1.0,9336.0,45023.0,105449.0,3559.0,105100.0,27.0,165066.0,29366.0,87.0,-1.0,31538.0,6651.0,2804.0,135252.0,49197.0
1995,19609.0,23629.0,743594.0,745917.0,170929.0,284938.0,461000.0,3780.0,236382.0,1092542.0,44449.0,9789.0,29.0,7.0,55960.0,19101.0,116300.0,15195.0,97252.0,-1.0,37904.0,4933.0,53420.0,758.0,243000.0,-1.0,35000.0,95142.0,99500.0,5287.0,23145.0,14922589.0,85559.0,23500.0,24.0,5904.0,-1.0,2521710.0,73300.0,2.0,6.0,454731.0,1218791.0,23096.0,84609.0,33067.0,998.0,30310.0,233002.0,34034.0,7.0,12082.0,0.0,261000.0,1891200.0,1166019.0,218697.0,338506.0,45715.0,16875.0,932.0,0.0,397510.0,-1.0,19424.0,307992.0,85077.0,772043.0,103230.0,1042017.0,6385.0,531639.0,-1.0,581.0,990680.0,59435.0,11438.0,581166.0,45227.0,132948.0,52.0,458.0,0.0,641946.0,340100.0,237294.0,37495.0,141.0,14286.0,408336.0,83300.0,0.0,2689399.0,6057.0,0.0,916300.0,82701.0,620921.0,47274.0,294569.0,764291.0,85817.0,737828.0,78337.0,0.0,155815.0,60397.0,-1.0,60481.0,754703.0,106.0,3926.0,40107.0,9.0,285889.0,41134.0,0.0,14172.0,60.0,3.0,-1.0,26306.0,5929.0,2115.0,71827.0,779837.0,6411.0,134458.0,39575.0,4853.0,301946.0,8.0,3950.0,81863.0,78000.0,8.0,64397.0,1955263.0,14902980.0,15438200.0,14515.0,41850.0,7294000.0,3172000.0,34438.0,68004.0,26958.0,73.0,-1.0,20466.0,81100.0,237.0,-1.0,6864.0,13484.0,595400.0,110851.0,1212144.0,13764.0,25575.0,12870.0,13054.0,253375.0,4036890.0,994839.0,76115.0,36.0,579.0,8002.0,132603.0,1659.0,4350.0,34713.0,121926.0,119176.0,5390.0,226.0,-1.0,9339.0,48025.0,87241.0,3740.0,101025.0,31.0,163070.0,30789.0,84.0,-1.0,30776.0,6932.0,2737.0,128426.0,50257.0
1996,19107.0,23043.0,757866.0,728060.0,172750.0,265126.0,564000.0,6760.0,234676.0,1099480.0,44246.0,11239.0,25.0,8.0,54214.0,19132.0,126300.0,14293.0,100086.0,-1.0,39757.0,3472.0,59553.0,721.0,261000.0,-1.0,35300.0,77883.0,111030.0,5300.0,36123.0,14888808.0,81079.0,26017.0,22.0,5651.0,-1.0,2597010.0,75700.0,1.0,7.0,378256.0,1213709.0,20718.0,84582.0,34070.0,948.0,39510.0,281136.0,32453.0,6.0,11468.0,0.0,290000.0,1768080.0,1152299.0,223192.0,281521.0,41610.0,17781.0,1034.0,0.0,380475.0,-1.0,18952.0,321776.0,87865.0,1056478.0,107729.0,1066002.0,7232.0,428628.0,-1.0,505.0,1205669.0,66311.0,13298.0,599757.0,46616.0,135966.0,48.0,291.0,1.0,646063.0,379850.0,232206.0,39835.0,134.0,14641.0,429873.0,74600.0,0.0,2720026.0,6476.0,0.0,872000.0,74668.0,612124.0,50150.0,293759.0,808474.0,85570.0,730147.0,80107.0,1.0,104647.0,63896.0,-1.0,58550.0,747929.0,83.0,5229.0,45035.0,8.0,283831.0,36205.0,0.0,17280.0,54.0,4.0,-1.0,31186.0,5321.0,2100.0,70318.0,738557.0,5802.0,140780.0,45060.0,7235.0,292804.0,7.0,3961.0,92949.0,85000.0,7.0,65622.0,1992408.0,14869701.0,15515300.0,18122.0,42495.0,7349700.0,3209200.0,36295.0,76320.0,27491.0,85.0,-1.0,20649.0,28377.0,370.0,-1.0,7462.0,15045.0,618400.0,107893.0,1283434.0,14863.0,25163.0,11580.0,14052.0,304098.0,4015676.0,975373.0,84629.0,32.0,604.0,9001.0,126268.0,1510.0,4282.0,41382.0,126271.0,106504.0,5627.0,229.0,-1.0,9126.0,52027.0,87436.0,4121.0,102246.0,35.0,172120.0,33664.0,60.0,-1.0,30958.0,5445.0,2921.0,142023.0,52122.0
1997,19607.0,18680.0,501248.0,686178.0,171657.0,236797.0,491000.0,8095.0,223923.0,1094995.0,45972.0,14047.0,28.0,8.0,30400.0,20718.0,124050.0,14549.0,102173.0,-1.0,41710.0,2286.0,65883.0,721.0,265000.0,-1.0,32400.0,75823.0,101890.0,5544.0,47079.0,14425228.0,77453.0,34042.0,20.0,5465.0,-1.0,2479710.0,82000.0,1.0,12.0,497890.0,1203129.0,20802.0,88203.0,32403.0,894.0,65510.0,279596.0,36090.0,5.0,12640.0,0.0,295000.0,1690410.0,1124277.0,228446.0,301964.0,41522.0,14973.0,873.0,0.0,385098.0,-1.0,16996.0,300723.0,83332.0,901372.0,112790.0,1117950.0,6530.0,520104.0,-1.0,539.0,1090678.0,46834.0,14315.0,566114.0,45921.0,147387.0,34.0,291.0,0.0,632582.0,360300.0,269106.0,44080.0,90.0,16022.0,425689.0,76100.0,0.0,2656048.0,6270.0,0.0,876500.0,73777.0,618892.0,51874.0,303956.0,841960.0,100528.0,748916.0,94733.0,1.0,111878.0,49600.0,-1.0,59423.0,763889.0,73.0,5215.0,48818.0,6.0,326826.0,33719.0,0.0,14747.0,21.0,3.0,-1.0,34963.0,4562.0,2378.0,62483.0,707717.0,4648.0,144273.0,42330.0,7309.0,272826.0,6.0,4234.0,83055.0,57500.0,7.0,61441.0,1972787.0,14405622.0,13548300.0,16284.0,43705.0,7472600.0,2946400.0,39514.0,69778.0,29141.0,73.0,-1.0,20192.0,25927.0,365.0,-1.0,5836.0,15717.0,602700.0,102096.0,1211260.0,12170.0,22498.0,11893.0,13047.0,293440.0,3712939.0,992351.0,88350.0,72.0,584.0,8001.0,127675.0,1031.0,4155.0,40237.0,127026.0,126833.0,5690.0,249.0,-1.0,10055.0,55026.0,76622.0,4141.0,92900.0,0.0,125359.0,29921.0,59.0,-1.0,33202.0,5943.0,2509.0,120575.0,67257.0
