,Burundi,"China, Taiwan Province of",Mozambique,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,Melanesia,Yemen,Rwanda,Portugal,Australia & New Zealand,Yugoslav SFR,Guatemala,Mauritius,American Samoa,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Israel,Zambia,Fiji,Belgium,Chad,United Arab Emirates,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Colombia,Libya,Sweden,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Saint Vincent and the Grenadines,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,Paraguay,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,El Salvador,Benin,Canada,Japan,Pakistan,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Turkey,Kyrgyzstan,Argentina,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Côte d'Ivoire,Mali,Albania,Slovakia,Jamaica,Solomon Islands,Trinidad and Tobago,Italy,Singapore,Polynesia,Sierra Leone,Samoa,Australia,Panama,Ghana,Oman,Angola,Nigeria,Swaziland,Republic of Moldova,Belgium-Luxembourg
2005,7857.0,24667.0,10407.0,18669.0,17606.0,5000.0,15240.0,17742.0,18013.0,52425.0,10043.0,6678.0,7743.0,14978.0,22872.0,16266.0,17351.0,12689.0,6613.0,11943.0,21801.0,13284.0,29351.0,25441.0,-1.0,22248.0,10314.0,-1.0,-1.0,8268.0,13659.0,7903.0,13265.0,14605.0,8573.0,3453.0,22389.0,13320.0,23908.0,12509.0,177778.0,22390.0,13849.0,33333.0,25665.0,8789.0,15229.0,9928.0,19686.0,25000.0,19874.0,21448.0,-1.0,10000.0,11978.0,6213.0,31877.0,17374.0,-1.0,21053.0,22222.0,11765.0,27426.0,4517.0,13514.0,22510.0,19682.0,6667.0,16329.0,13176.0,20000.0,13659.0,33942.0,14217.0,15853.0,13554.0,-1.0,8769.0,24418.0,23810.0,12560.0,19145.0,9247.0,26875.0,24503.0,19901.0,9375.0,18235.0,14815.0,44872.0,31096.0,-1.0,8746.0,14274.0,24336.0,16074.0,4922.0,23593.0,3828.0,-1.0,12800.0,7297.0,24410.0,19366.0,17296.0,-1.0,19818.0,21880.0,14982.0,-1.0,25204.0,19789.0,22940.0,-1.0,4237.0,24476.0,18790.0,-1.0,11435.0,19208.0,14797.0,8100.0,10000.0,15417.0,13607.0,5254.0,8171.0,12667.0,11125.0,16454.0,8500.0,15385.0,33743.0,18709.0,41405.0,5000.0,36905.0,25441.0,18462.0,4545.0,46985.0,9953.0,6000.0,4761.0,14234.0,-1.0
2006,5133.0,25006.0,10179.0,21966.0,17568.0,5000.0,14576.0,15690.0,18164.0,43816.0,9945.0,6692.0,8492.0,14357.0,15998.0,11437.0,16464.0,13464.0,8907.0,8077.0,21723.0,13559.0,29052.0,27586.0,-1.0,22632.0,11968.0,-1.0,-1.0,8800.0,11216.0,7083.0,13529.0,14634.0,7490.0,-1.0,10667.0,7950.0,27143.0,12486.0,150000.0,18907.0,14781.0,34188.0,26317.0,8836.0,16148.0,9858.0,20511.0,22857.0,19248.0,21402.0,-1.0,9954.0,13000.0,5886.0,30141.0,15489.0,22216.0,20377.0,29167.0,12222.0,25698.0,4513.0,14455.0,24087.0,20508.0,10000.0,16296.0,13256.0,18750.0,13732.0,50000.0,14399.0,-1.0,13771.0,15845.0,8357.0,25320.0,21375.0,14050.0,19405.0,8882.0,27121.0,20378.0,19977.0,9375.0,21212.0,14223.0,44872.0,32167.0,-1.0,8694.0,15330.0,24067.0,13036.0,4918.0,20497.0,3811.0,-1.0,10987.0,6714.0,23962.0,18445.0,16231.0,-1.0,19048.0,15000.0,14812.0,-1.0,15510.0,24900.0,24390.0,-1.0,4412.0,24286.0,19817.0,-1.0,11974.0,19259.0,14807.0,8557.0,10000.0,15693.0,13060.0,5097.0,10588.0,11111.0,7261.0,16570.0,8500.0,15000.0,34500.0,-1.0,41707.0,5000.0,36957.0,27586.0,18571.0,4349.0,46816.0,9981.0,6087.0,4790.0,13857.0,-1.0
2007,5333.0,23784.0,10429.0,21047.0,16000.0,5000.0,14369.0,16916.0,19776.0,45898.0,9703.0,6696.0,8324.0,12874.0,16282.0,13870.0,15559.0,12763.0,9954.0,5935.0,22207.0,13096.0,29594.0,27627.0,-1.0,21877.0,12540.0,-1.0,-1.0,8821.0,13797.0,6957.0,13616.0,14663.0,9048.0,3558.0,14780.0,5320.0,21944.0,12667.0,150000.0,15847.0,15485.0,35060.0,22485.0,8884.0,14067.0,9788.0,20585.0,18750.0,16741.0,21356.0,-1.0,11059.0,11500.0,7829.0,30475.0,11250.0,22516.0,22510.0,26000.0,11579.0,23212.0,4512.0,8336.0,22471.0,20583.0,33333.0,15643.0,13220.0,18750.0,14152.0,71250.0,14000.0,-1.0,13354.0,13846.0,8352.0,23547.0,22712.0,13337.0,19563.0,8636.0,26667.0,21356.0,20298.0,9375.0,19375.0,16052.0,38462.0,29289.0,-1.0,8641.0,13746.0,24799.0,13810.0,4889.0,13757.0,3918.0,-1.0,11200.0,5147.0,24673.0,17435.0,18749.0,-1.0,17681.0,1389.0,14054.0,-1.0,21053.0,29651.0,23049.0,-1.0,4272.0,24615.0,18869.0,-1.0,14901.0,19268.0,14773.0,8867.0,10000.0,16615.0,14425.0,5269.0,11792.0,7500.0,6655.0,16667.0,8500.0,15000.0,34375.0,18814.0,39778.0,5000.0,35556.0,27627.0,18667.0,4696.0,46665.0,10010.0,4737.0,4819.0,11900.0,-1.0
2008,6853.0,24538.0,10378.0,21818.0,16631.0,5526.0,14636.0,14895.0,19692.0,55889.0,9728.0,6680.0,8546.0,10013.0,13057.0,14147.0,14520.0,13742.0,9914.0,5790.0,22165.0,12851.0,31581.0,27292.0,-1.0,21478.0,13398.0,-1.0,-1.0,8606.0,13897.0,7273.0,14037.0,14692.0,9915.0,3610.0,15308.0,5140.0,30317.0,12390.0,150222.0,22338.0,17617.0,35957.0,23311.0,8931.0,15421.0,9719.0,21406.0,14943.0,14787.0,21310.0,-1.0,12222.0,10809.0,7620.0,30915.0,16460.0,21039.0,21381.0,26884.0,11250.0,26017.0,4483.0,5679.0,23658.0,21404.0,30000.0,16025.0,10417.0,16941.0,14116.0,128746.0,14286.0,-1.0,13376.0,15210.0,8132.0,26532.0,31647.0,12168.0,19714.0,9502.0,27178.0,22917.0,20967.0,9375.0,21429.0,15625.0,41667.0,31788.0,-1.0,8587.0,16784.0,25311.0,15463.0,4921.0,19432.0,3953.0,-1.0,9328.0,6359.0,24869.0,19316.0,18423.0,-1.0,15800.0,1429.0,14000.0,-1.0,-1.0,33786.0,23049.0,-1.0,4291.0,24444.0,19331.0,-1.0,19158.0,19512.0,14659.0,8920.0,9989.0,17561.0,13400.0,5297.0,11429.0,11818.0,1000.0,17682.0,8500.0,15000.0,35484.0,18867.0,43629.0,5000.0,39629.0,27292.0,18471.0,4396.0,46514.0,10039.0,6667.0,4848.0,14505.0,-1.0
2009,7556.0,27425.0,10500.0,22019.0,16790.0,6012.0,13938.0,15686.0,19509.0,47100.0,9823.0,6664.0,8633.0,13552.0,16814.0,13343.0,13461.0,13481.0,11371.0,7625.0,22202.0,12644.0,34126.0,27198.0,-1.0,21056.0,13429.0,-1.0,-1.0,8641.0,18077.0,9167.0,16691.0,14720.0,10283.0,3662.0,15506.0,7317.0,23906.0,12252.0,150000.0,17140.0,17240.0,36836.0,21742.0,8979.0,15019.0,9649.0,22044.0,10000.0,11502.0,21264.0,-1.0,12377.0,10632.0,7400.0,34056.0,11286.0,21587.0,21190.0,26853.0,11765.0,25842.0,4421.0,6035.0,23250.0,22042.0,30000.0,16035.0,11534.0,17502.0,14017.0,142188.0,14600.0,-1.0,13398.0,16135.0,3013.0,26603.0,35515.0,14671.0,19860.0,5082.0,27647.0,23165.0,21136.0,9375.0,23077.0,16569.0,42589.0,34431.0,-1.0,8533.0,18418.0,26042.0,11042.0,4896.0,20252.0,3992.0,-1.0,10136.0,7319.0,24816.0,18181.0,14550.0,-1.0,14091.0,1429.0,15942.0,-1.0,22066.0,11500.0,22956.0,-1.0,4319.0,25000.0,18140.0,-1.0,18424.0,19304.0,15124.0,8974.0,10050.0,19327.0,12812.0,5227.0,11472.0,13333.0,1053.0,18353.0,9167.0,15000.0,34665.0,18919.0,45872.0,5000.0,41871.0,27198.0,18566.0,4315.0,46363.0,10067.0,6239.0,4877.0,17552.0,-1.0
2010,7435.0,27425.0,11139.0,20614.0,17098.0,6444.0,13644.0,15550.0,17521.0,53860.0,9830.0,6649.0,6274.0,14916.0,14103.0,11652.0,13175.0,14447.0,10444.0,7782.0,22414.0,12426.0,33429.0,27266.0,-1.0,20339.0,14554.0,-1.0,-1.0,8729.0,16567.0,11071.0,18023.0,14749.0,10647.0,3714.0,15817.0,7533.0,27922.0,12331.0,149677.0,20791.0,16406.0,37758.0,24004.0,9026.0,12690.0,9580.0,22337.0,11428.0,10540.0,21218.0,-1.0,12142.0,7716.0,7104.0,31684.0,14522.0,21600.0,20198.0,31139.0,12846.0,26025.0,4336.0,7830.0,22120.0,22335.0,10000.0,16229.0,12666.0,21470.0,8024.0,138449.0,14400.0,-1.0,13420.0,17914.0,11009.0,25410.0,32998.0,6412.0,20001.0,7110.0,27601.0,19533.0,21384.0,9417.0,21875.0,18059.0,43349.0,31737.0,-1.0,8478.0,16745.0,23851.0,14756.0,4922.0,19085.0,4030.0,-1.0,10120.0,6762.0,24493.0,19634.0,14535.0,-1.0,15800.0,3391.0,15531.0,-1.0,-1.0,43464.0,24101.0,-1.0,4421.0,24895.0,17440.0,-1.0,19393.0,19613.0,15749.0,9028.0,10155.0,17955.0,13402.0,5210.0,11265.0,14167.0,3333.0,19014.0,8967.0,16093.0,32021.0,18971.0,50001.0,4933.0,46000.0,27266.0,18753.0,4444.0,46212.0,10096.0,5976.0,4905.0,17653.0,-1.0
2011,6875.0,24744.0,11569.0,18024.0,17538.0,6893.0,13943.0,14956.0,20945.0,55448.0,10907.0,6633.0,9379.0,13485.0,16040.0,10662.0,13761.0,16215.0,10751.0,8114.0,22030.0,12195.0,23214.0,27334.0,-1.0,20148.0,15541.0,-1.0,-1.0,8771.0,18723.0,13913.0,18272.0,14777.0,11012.0,3767.0,16129.0,8000.0,30693.0,12280.0,129091.0,22591.0,16845.0,38223.0,24927.0,9074.0,12603.0,9510.0,21604.0,11311.0,17459.0,21172.0,-1.0,11694.0,7716.0,7079.0,32504.0,17158.0,20640.0,22544.0,27778.0,13794.0,23370.0,4269.0,8219.0,21660.0,21603.0,13333.0,16271.0,12694.0,21470.0,7918.0,169171.0,15192.0,-1.0,13443.0,15937.0,11062.0,25361.0,38860.0,13755.0,20140.0,6420.0,27698.0,18154.0,20043.0,9692.0,21072.0,19511.0,43061.0,33113.0,-1.0,8423.0,18711.0,20630.0,15725.0,4957.0,21511.0,4064.0,-1.0,14599.0,5870.0,24173.0,17862.0,15376.0,-1.0,17273.0,4871.0,16939.0,-1.0,21215.0,51929.0,24854.0,-1.0,4400.0,24352.0,21322.0,-1.0,15241.0,20365.0,16173.0,9082.0,10156.0,19080.0,12307.0,5193.0,10829.0,16102.0,8750.0,19631.0,8672.0,16989.0,31263.0,19023.0,50002.0,5000.0,46000.0,27334.0,18813.0,4476.0,46061.0,10124.0,5909.0,4934.0,14157.0,-1.0
2012,6835.0,23357.0,12375.0,19783.0,14286.0,7805.0,14129.0,14357.0,19759.0,108330.0,13508.0,6618.0,9649.0,13918.0,15287.0,14953.0,13293.0,16780.0,10183.0,7897.0,22750.0,11111.0,29048.0,27402.0,-1.0,19347.0,14162.0,-1.0,-1.0,8813.0,18610.0,10000.0,18390.0,15038.0,11750.0,3819.0,16440.0,7733.0,27447.0,12228.0,114481.0,21420.0,18100.0,38554.0,27924.0,9121.0,9670.0,8667.0,21338.0,11301.0,17719.0,21125.0,-1.0,11830.0,7716.0,7111.0,32504.0,16513.0,20179.0,22640.0,33100.0,16364.0,24780.0,4219.0,8169.0,23559.0,21337.0,50000.0,13038.0,12682.0,16100.0,7494.0,172038.0,15094.0,-1.0,13465.0,13550.0,7807.0,25321.0,27241.0,14148.0,20364.0,7500.0,27794.0,21889.0,21352.0,9291.0,21529.0,20746.0,43038.0,32871.0,-1.0,8000.0,15459.0,24710.0,18220.0,4974.0,24187.0,4217.0,-1.0,12089.0,6805.0,21797.0,19470.0,17321.0,-1.0,18500.0,4573.0,17826.0,-1.0,20986.0,49330.0,25452.0,-1.0,4500.0,24534.0,21880.0,-1.0,10660.0,20465.0,16596.0,9135.0,10157.0,19089.0,9852.0,5176.0,10690.0,15385.0,8824.0,20513.0,8686.0,19048.0,34240.0,19076.0,49567.0,5357.0,45652.0,27402.0,18872.0,4508.0,45910.0,10153.0,5904.0,4963.0,12217.0,-1.0
2013,6728.0,24963.0,12422.0,19014.0,13571.0,8095.0,15603.0,14228.0,20991.0,94199.0,13500.0,6602.0,9630.0,14527.0,16040.0,9799.0,13124.0,16268.0,11055.0,8258.0,23050.0,11734.0,26111.0,27470.0,-1.0,19517.0,5000.0,-1.0,-1.0,8854.0,17678.0,10000.0,19565.0,14844.0,11662.0,3871.0,16752.0,8167.0,30159.0,12177.0,92504.0,21190.0,25390.0,38272.0,28412.0,9169.0,12024.0,9191.0,20791.0,19657.0,18707.0,21079.0,-1.0,11818.0,8080.0,7135.0,34213.0,17751.0,20060.0,22540.0,29231.0,15802.0,21883.0,4205.0,7990.0,20959.0,20789.0,1000.0,15645.0,12671.0,21500.0,7908.0,171436.0,15094.0,-1.0,13487.0,16150.0,8416.0,25410.0,30620.0,14511.0,20397.0,7500.0,27891.0,22500.0,21759.0,9088.0,21593.0,20659.0,43015.0,32332.0,-1.0,8325.0,17866.0,22802.0,20325.0,4976.0,27096.0,4217.0,-1.0,18596.0,7001.0,20968.0,18990.0,17471.0,-1.0,18750.0,4326.0,17374.0,-1.0,20756.0,12818.0,26049.0,-1.0,4446.0,24568.0,20486.0,-1.0,14814.0,20565.0,17020.0,9189.0,10159.0,19275.0,12472.0,5159.0,10552.0,17059.0,3077.0,20625.0,8694.0,18695.0,31039.0,19128.0,49567.0,5196.0,45652.0,27470.0,18932.0,4539.0,45759.0,10182.0,5899.0,4992.0,14812.0,-1.0
2014,6622.0,24962.0,12720.0,17637.0,12857.0,7918.0,17022.0,14066.0,20739.0,101368.0,13136.0,6587.0,9374.0,15532.0,15751.0,9621.0,12955.0,16939.0,10263.0,7755.0,22022.0,12198.0,22353.0,27538.0,-1.0,19474.0,7841.0,-1.0,-1.0,8896.0,18212.0,5000.0,19667.0,14841.0,11869.0,3923.0,17063.0,7555.0,30000.0,12125.0,74261.0,20264.0,18045.0,38415.0,25771.0,9216.0,12000.0,9478.0,20475.0,19789.0,18498.0,21033.0,-1.0,11805.0,8735.0,7159.0,30809.0,19627.0,20084.0,29630.0,27447.0,13074.0,22183.0,4191.0,7811.0,23880.0,20473.0,-1.0,15548.0,12660.0,21600.0,8149.0,158341.0,14859.0,-1.0,13509.0,19066.0,8893.0,25498.0,24569.0,14579.0,20273.0,7330.0,27987.0,23256.0,26484.0,8886.0,21658.0,20718.0,42992.0,28513.0,-1.0,8379.0,17333.0,25963.0,18500.0,4977.0,32280.0,4133.0,-1.0,18434.0,7525.0,21914.0,19187.0,17928.0,-1.0,18750.0,4079.0,16657.0,-1.0,20527.0,235388.0,26647.0,-1.0,4445.0,24603.0,20677.0,-1.0,16491.0,20665.0,17444.0,9243.0,10160.0,21213.0,15494.0,5141.0,10413.0,20000.0,4286.0,20767.0,8701.0,16421.0,29250.0,19180.0,50243.0,4593.0,46307.0,27538.0,18991.0,4571.0,45608.0,10210.0,5894.0,5021.0,16327.0,-1.0
