,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Czechia,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Saint Kitts and Nevis,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,El Salvador,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Djibouti,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Thailand,Lithuania,Finland,Netherlands,Angola,Nigeria,Norway,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Martinique,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Portugal,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Puerto Rico,Viet Nam,Tunisia,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1984,16424.0,7151.0,7390.0,4894.0,5319.0,-1.0,14446.0,5203.0,13323.0,6912.0,5884.0,-1.0,5000.0,12800.0,6000.0,8292.0,-1.0,-1.0,8678.0,-1.0,6923.0,4333.0,18378.0,5319.0,26668.0,46700.0,4813.0,-1.0,8730.0,-1.0,13471.0,6398.0,11337.0,-1.0,9905.0,-1.0,-1.0,-1.0,9615.0,25613.0,40188.0,2913.0,2390.0,8631.0,10000.0,6772.0,-1.0,-1.0,5483.0,15152.0,10159.0,5267.0,8411.0,38232.0,13002.0,7910.0,9436.0,8012.0,-1.0,34657.0,6909.0,-1.0,23736.0,3069.0,19923.0,-1.0,10339.0,8485.0,20740.0,2828.0,10000.0,5566.0,8796.0,5517.0,4232.0,6022.0,5326.0,6337.0,8403.0,-1.0,9234.0,14078.0,7451.0,-1.0,27273.0,45927.0,2857.0,4299.0,-1.0,9932.0,9093.0,-1.0,-1.0,8419.0,4536.0,9222.0,-1.0,7154.0,9674.0,5349.0,6000.0,34987.0,7108.0,11307.0,9651.0,10332.0,5000.0,7145.0,3154.0,12576.0,2869.0,3031.0,20000.0,7135.0,5000.0,-1.0,4556.0,3091.0,8714.0,9635.0,14318.0,4563.0,15304.0,-1.0,9579.0,-1.0,-1.0,10039.0,3013.0,5506.0,15856.0,13457.0,-1.0,7022.0,4978.0,5324.0,-1.0,11441.0,8296.0,16685.0,-1.0,9573.0,27692.0,-1.0,10000.0,5433.0,30729.0,17443.0,5676.0,4121.0,4750.0,10987.0,5000.0,9760.0,15736.0,6311.0,6043.0,9756.0,4571.0,10250.0,4643.0,-1.0,31013.0,1228.0,8621.0,5976.0,12090.0,5576.0,6860.0,5757.0,6731.0,6667.0,2667.0,-1.0,10256.0,7163.0,5855.0,17778.0,-1.0,1014.0,3033.0,6261.0,-1.0,35727.0
1985,16022.0,6643.0,7182.0,4738.0,5788.0,-1.0,15338.0,5242.0,13625.0,7019.0,5905.0,-1.0,3636.0,13000.0,10000.0,7715.0,-1.0,-1.0,7851.0,-1.0,7231.0,4667.0,18378.0,5319.0,26865.0,41630.0,7359.0,-1.0,9375.0,-1.0,12515.0,6618.0,11316.0,-1.0,10000.0,-1.0,-1.0,-1.0,10000.0,22418.0,44652.0,2582.0,1537.0,8654.0,10000.0,6808.0,-1.0,-1.0,6871.0,14479.0,7472.0,5310.0,5926.0,42718.0,15831.0,8223.0,9885.0,7681.0,-1.0,33795.0,5906.0,-1.0,20456.0,2656.0,20287.0,-1.0,10533.0,8657.0,25147.0,2093.0,10000.0,7573.0,6462.0,5667.0,10168.0,6130.0,6525.0,6288.0,8272.0,-1.0,9369.0,14142.0,7033.0,-1.0,34000.0,36384.0,2857.0,4334.0,-1.0,10381.0,9390.0,-1.0,-1.0,7768.0,4430.0,9063.0,-1.0,7371.0,9603.0,5251.0,5972.0,35000.0,7293.0,11564.0,10060.0,10204.0,5000.0,8973.0,3111.0,12576.0,3643.0,5462.0,25000.0,7430.0,5100.0,-1.0,4702.0,3959.0,8571.0,9635.0,13740.0,5048.0,12763.0,-1.0,11431.0,-1.0,-1.0,10711.0,3222.0,4921.0,14536.0,12500.0,-1.0,6411.0,5182.0,5178.0,-1.0,11649.0,9062.0,13857.0,-1.0,9050.0,27692.0,-1.0,9692.0,4538.0,27007.0,16594.0,5388.0,5128.0,5215.0,13638.0,5581.0,8644.0,16272.0,6113.0,6036.0,9600.0,5385.0,11143.0,5366.0,-1.0,34639.0,780.0,6136.0,6145.0,13337.0,5714.0,6514.0,6199.0,5874.0,6667.0,2733.0,-1.0,10500.0,10402.0,5981.0,17193.0,-1.0,1000.0,3265.0,8534.0,-1.0,35838.0
1986,15426.0,5180.0,8713.0,4017.0,5793.0,-1.0,14479.0,5500.0,13504.0,7075.0,5744.0,-1.0,3333.0,13000.0,8108.0,6491.0,-1.0,-1.0,7937.0,-1.0,7692.0,4667.0,18421.0,4975.0,25832.0,40301.0,7964.0,-1.0,9231.0,-1.0,12284.0,6998.0,11455.0,-1.0,10143.0,-1.0,-1.0,-1.0,10000.0,20398.0,37927.0,2306.0,3323.0,7044.0,10000.0,6763.0,-1.0,-1.0,7113.0,15167.0,10407.0,7036.0,8148.0,38214.0,14903.0,7497.0,9392.0,8379.0,-1.0,23550.0,6493.0,-1.0,20352.0,3342.0,20929.0,-1.0,9695.0,8772.0,26814.0,2942.0,6667.0,9283.0,6672.0,5833.0,8502.0,4646.0,6398.0,6738.0,10000.0,-1.0,9396.0,12350.0,6676.0,-1.0,21200.0,51915.0,2733.0,4538.0,-1.0,11237.0,9434.0,-1.0,-1.0,8403.0,4334.0,9312.0,-1.0,7434.0,11927.0,5950.0,6027.0,25000.0,7340.0,10656.0,10705.0,12186.0,5000.0,8201.0,3071.0,12576.0,4353.0,4667.0,25000.0,6498.0,5950.0,-1.0,4872.0,2583.0,9459.0,9804.0,13949.0,5435.0,11648.0,-1.0,12828.0,-1.0,-1.0,9120.0,6019.0,6440.0,15300.0,12273.0,-1.0,5953.0,5680.0,5503.0,-1.0,11741.0,10222.0,17284.0,-1.0,11031.0,23077.0,-1.0,10000.0,5262.0,37584.0,16512.0,5709.0,4394.0,5210.0,11970.0,6000.0,9883.0,17394.0,7308.0,5891.0,5072.0,6154.0,12000.0,4963.0,-1.0,37518.0,1819.0,6222.0,6310.0,10406.0,5345.0,6788.0,6102.0,6182.0,6667.0,2667.0,-1.0,10750.0,9925.0,6081.0,14774.0,-1.0,948.0,3265.0,8182.0,-1.0,39654.0
1987,16147.0,6537.0,7127.0,3807.0,6375.0,-1.0,13765.0,5500.0,13565.0,7199.0,5786.0,-1.0,3077.0,12941.0,7500.0,6830.0,-1.0,-1.0,8361.0,-1.0,7692.0,4667.0,18421.0,5263.0,22535.0,38501.0,7715.0,-1.0,9420.0,-1.0,12180.0,6553.0,11125.0,-1.0,9773.0,-1.0,-1.0,-1.0,10000.0,19317.0,40795.0,3280.0,1812.0,10216.0,10000.0,6897.0,-1.0,-1.0,6019.0,12626.0,10250.0,7115.0,3930.0,25484.0,16134.0,7714.0,9641.0,9231.0,-1.0,27742.0,6900.0,-1.0,21077.0,2398.0,23089.0,-1.0,9554.0,8764.0,27932.0,2816.0,6667.0,5947.0,8217.0,6000.0,8628.0,4575.0,9660.0,6920.0,7190.0,-1.0,9012.0,13166.0,6671.0,-1.0,16818.0,36514.0,2733.0,4567.0,-1.0,10518.0,9360.0,-1.0,-1.0,8746.0,4403.0,9105.0,-1.0,7275.0,9279.0,5904.0,6081.0,25000.0,6814.0,11007.0,10755.0,9717.0,5122.0,8014.0,3143.0,12537.0,3985.0,4013.0,25000.0,7500.0,4500.0,-1.0,5068.0,2884.0,8718.0,9826.0,13330.0,5949.0,11140.0,-1.0,13902.0,-1.0,-1.0,8704.0,6143.0,5263.0,17092.0,12168.0,-1.0,5035.0,5771.0,5309.0,-1.0,11199.0,9915.0,15989.0,-1.0,11421.0,23206.0,-1.0,10000.0,4981.0,29143.0,15595.0,4999.0,3230.0,5458.0,12152.0,5909.0,9818.0,18011.0,6785.0,5910.0,5375.0,7931.0,10667.0,5965.0,-1.0,35976.0,1147.0,7170.0,6588.0,13743.0,5428.0,6968.0,5953.0,6852.0,6667.0,2667.0,-1.0,11000.0,9480.0,6335.0,12485.0,-1.0,1092.0,3539.0,7145.0,-1.0,33458.0
1988,15119.0,6219.0,10154.0,4848.0,5282.0,-1.0,13812.0,5500.0,14045.0,7233.0,5867.0,-1.0,2714.0,12941.0,7500.0,7358.0,-1.0,-1.0,8643.0,-1.0,7692.0,4667.0,18462.0,5262.0,28775.0,45485.0,7700.0,-1.0,9420.0,-1.0,14602.0,6596.0,11231.0,-1.0,9909.0,-1.0,-1.0,-1.0,10000.0,23537.0,49432.0,1755.0,2591.0,10195.0,10000.0,7010.0,-1.0,-1.0,6219.0,12475.0,8811.0,7115.0,8479.0,34604.0,10827.0,7998.0,9143.0,9867.0,-1.0,29172.0,6443.0,-1.0,23407.0,2916.0,22943.0,-1.0,11511.0,9000.0,29763.0,2818.0,7500.0,9272.0,7289.0,6167.0,8438.0,4792.0,12488.0,5342.0,6918.0,-1.0,9051.0,14762.0,7559.0,-1.0,17600.0,39130.0,2727.0,5638.0,-1.0,10369.0,9755.0,-1.0,-1.0,8739.0,4359.0,8988.0,-1.0,7184.0,10928.0,5802.0,6133.0,25306.0,6868.0,10857.0,11860.0,11250.0,5238.0,7164.0,3158.0,12537.0,2511.0,3466.0,22000.0,7414.0,3950.0,-1.0,8343.0,3484.0,8605.0,9600.0,13166.0,6431.0,11220.0,-1.0,14468.0,-1.0,-1.0,10687.0,6293.0,4691.0,16650.0,14601.0,-1.0,5251.0,6046.0,5350.0,-1.0,10835.0,9971.0,15110.0,-1.0,9665.0,23206.0,-1.0,10308.0,5215.0,36876.0,15302.0,4898.0,2317.0,5544.0,10413.0,5909.0,9539.0,17513.0,5326.0,6070.0,5103.0,5000.0,11667.0,5434.0,-1.0,37462.0,1596.0,7853.0,6705.0,12370.0,6634.0,6371.0,6040.0,4928.0,6667.0,2667.0,-1.0,11250.0,10367.0,6402.0,14696.0,-1.0,1355.0,3539.0,6771.0,-1.0,39379.0
1989,15748.0,8572.0,3777.0,4445.0,5855.0,-1.0,13996.0,5500.0,15357.0,6785.0,5691.0,-1.0,2466.0,12600.0,7500.0,10026.0,-1.0,-1.0,8642.0,-1.0,8571.0,5484.0,18462.0,4483.0,24777.0,44667.0,7142.0,-1.0,9375.0,-1.0,11495.0,6491.0,11299.0,-1.0,9778.0,-1.0,-1.0,-1.0,10000.0,23499.0,43427.0,2148.0,1073.0,10170.0,10000.0,6913.0,-1.0,-1.0,7238.0,10807.0,8860.0,5306.0,6963.0,38716.0,13711.0,7650.0,8286.0,8287.0,-1.0,24871.0,9164.0,-1.0,21675.0,2612.0,27905.0,-1.0,9831.0,9143.0,27290.0,2465.0,8000.0,7070.0,8280.0,6333.0,8220.0,5369.0,6222.0,5949.0,8962.0,-1.0,9047.0,13553.0,7493.0,-1.0,21852.0,43333.0,2727.0,7272.0,-1.0,7736.0,8475.0,-1.0,-1.0,6765.0,4451.0,9289.0,-1.0,7232.0,10383.0,6050.0,6316.0,53580.0,6894.0,10751.0,11645.0,10610.0,5000.0,7528.0,3228.0,12537.0,4478.0,4074.0,22000.0,7783.0,3950.0,-1.0,7479.0,5758.0,8393.0,9807.0,12820.0,4792.0,10661.0,-1.0,14992.0,-1.0,-1.0,10539.0,6335.0,4763.0,15946.0,11483.0,-1.0,5915.0,6431.0,5857.0,-1.0,10571.0,9807.0,16162.0,-1.0,12316.0,23588.0,-1.0,10870.0,5482.0,33830.0,15785.0,5503.0,3095.0,5578.0,9764.0,5909.0,11769.0,17548.0,4397.0,6041.0,7273.0,5385.0,11111.0,5411.0,-1.0,36303.0,1469.0,8000.0,6889.0,14378.0,7023.0,5769.0,6521.0,6094.0,6667.0,2667.0,-1.0,11500.0,11660.0,6471.0,11739.0,-1.0,1117.0,3642.0,7401.0,-1.0,39208.0
1990,15878.0,5414.0,6980.0,4750.0,6047.0,-1.0,13815.0,4920.0,13426.0,6979.0,5595.0,-1.0,2667.0,13544.0,7500.0,9723.0,-1.0,-1.0,8388.0,-1.0,7819.0,5625.0,18250.0,6671.0,24785.0,41864.0,7664.0,-1.0,9373.0,-1.0,16130.0,6529.0,11162.0,-1.0,9830.0,-1.0,-1.0,-1.0,10000.0,21478.0,51276.0,1816.0,1249.0,9955.0,10000.0,6971.0,-1.0,-1.0,7378.0,10783.0,9713.0,6000.0,8407.0,48144.0,18687.0,7838.0,9861.0,8207.0,-1.0,31491.0,6482.0,2703.0,24530.0,2808.0,29244.0,-1.0,10057.0,9207.0,27559.0,1609.0,8333.0,6683.0,9350.0,6319.0,8663.0,4916.0,8402.0,7171.0,5890.0,-1.0,8956.0,17449.0,7430.0,-1.0,29355.0,51209.0,2727.0,7264.0,-1.0,9635.0,11808.0,-1.0,-1.0,6344.0,4516.0,9359.0,-1.0,8402.0,9717.0,6154.0,6410.0,43702.0,6916.0,10950.0,10970.0,10028.0,5000.0,6677.0,3181.0,12647.0,3808.0,2736.0,24783.0,7874.0,4481.0,-1.0,7351.0,6880.0,8333.0,9337.0,13086.0,4089.0,10647.0,-1.0,16030.0,-1.0,-1.0,12012.0,5923.0,5283.0,19152.0,16131.0,-1.0,6327.0,6580.0,5491.0,-1.0,10503.0,7835.0,15393.0,-1.0,16999.0,23962.0,-1.0,10959.0,5374.0,36686.0,16926.0,5751.0,3256.0,5893.0,11194.0,6222.0,9370.0,17403.0,7296.0,5986.0,6747.0,4800.0,8042.0,5382.0,-1.0,34449.0,860.0,6940.0,7065.0,16403.0,7933.0,5140.0,6217.0,5278.0,6081.0,2432.0,-1.0,11180.0,12688.0,6541.0,15636.0,-1.0,953.0,3833.0,3455.0,-1.0,43996.0
1991,16426.0,4880.0,6547.0,5010.0,6000.0,-1.0,13992.0,5000.0,16149.0,7201.0,5602.0,-1.0,4155.0,11364.0,5000.0,8599.0,-1.0,-1.0,9451.0,-1.0,8279.0,5758.0,18312.0,12040.0,25245.0,41395.0,8610.0,-1.0,9474.0,-1.0,13009.0,7242.0,11311.0,-1.0,9200.0,-1.0,-1.0,-1.0,10000.0,22446.0,47329.0,2094.0,2847.0,8633.0,10000.0,7602.0,-1.0,-1.0,7849.0,10800.0,9495.0,6660.0,8684.0,42226.0,16778.0,7176.0,9667.0,13360.0,-1.0,32501.0,9432.0,2662.0,25301.0,2595.0,31388.0,-1.0,13194.0,9296.0,32294.0,1437.0,8750.0,9986.0,12630.0,5224.0,9795.0,4393.0,6072.0,7994.0,7009.0,-1.0,8934.0,15051.0,7601.0,-1.0,25268.0,48778.0,2727.0,7012.0,-1.0,9173.0,10351.0,-1.0,-1.0,6326.0,4695.0,9461.0,-1.0,8506.0,10651.0,6242.0,6267.0,46667.0,6942.0,12080.0,11395.0,10919.0,4986.0,7579.0,2629.0,12647.0,6029.0,3296.0,20000.0,7569.0,4455.0,-1.0,6827.0,1802.0,8265.0,9886.0,17008.0,4848.0,10605.0,-1.0,17861.0,-1.0,-1.0,12144.0,5442.0,4428.0,20598.0,12997.0,-1.0,6389.0,6627.0,5784.0,-1.0,10888.0,9424.0,11165.0,-1.0,24935.0,23538.0,-1.0,11067.0,5696.0,31525.0,17381.0,5325.0,2759.0,6091.0,8047.0,6041.0,9483.0,20219.0,5876.0,5616.0,6667.0,4815.0,7765.0,4925.0,-1.0,33615.0,1476.0,4862.0,7158.0,10382.0,7425.0,6151.0,6411.0,7068.0,6697.0,2361.0,-1.0,12207.0,10893.0,6552.0,16003.0,-1.0,1000.0,3705.0,5713.0,-1.0,38722.0
1992,16110.0,5298.0,8853.0,5385.0,5863.0,-1.0,15107.0,5000.0,15166.0,7229.0,5448.0,-1.0,4493.0,11111.0,4615.0,9005.0,12836.0,7390.0,9072.0,-1.0,8308.0,4688.0,18395.0,13907.0,25000.0,39724.0,5901.0,18333.0,9500.0,11736.0,11257.0,7821.0,11612.0,-1.0,5869.0,-1.0,6968.0,10000.0,10000.0,20774.0,46692.0,2564.0,2460.0,8714.0,10000.0,7784.0,6316.0,28363.0,8026.0,10795.0,8955.0,6609.0,7825.0,25629.0,16617.0,6243.0,9459.0,11233.0,24568.0,31050.0,6906.0,2683.0,23155.0,2042.0,21097.0,8125.0,12416.0,8979.0,27595.0,1321.0,8889.0,3508.0,8243.0,5131.0,10825.0,6088.0,10909.0,6575.0,10272.0,-1.0,10408.0,13549.0,7790.0,8985.0,17853.0,47958.0,2667.0,5049.0,-1.0,8899.0,10289.0,14322.0,15233.0,6564.0,4685.0,9323.0,-1.0,8617.0,11317.0,6493.0,6316.0,47547.0,6511.0,-1.0,11932.0,11603.0,5000.0,6367.0,2154.0,12537.0,6190.0,2296.0,20562.0,7544.0,4722.0,-1.0,5960.0,4098.0,8092.0,9739.0,16864.0,4347.0,10633.0,15534.0,19012.0,5727.0,-1.0,12994.0,6012.0,4606.0,10798.0,11240.0,13652.0,6393.0,6826.0,5329.0,23390.0,10782.0,8264.0,13994.0,-1.0,22530.0,22148.0,-1.0,10563.0,6214.0,33942.0,15032.0,5505.0,2632.0,6242.0,15455.0,6003.0,11912.0,16772.0,6012.0,5554.0,7333.0,5833.0,7996.0,5632.0,7423.0,29133.0,1066.0,4869.0,6896.0,-1.0,6542.0,6043.0,6230.0,7701.0,6719.0,2367.0,29412.0,12330.0,5371.0,6128.0,15643.0,-1.0,1000.0,3697.0,5712.0,17103.0,41624.0
1993,17257.0,6114.0,8527.0,6336.0,6051.0,7939.0,15002.0,5000.0,15549.0,7245.0,5516.0,4158.0,4820.0,10169.0,6000.0,9205.0,18364.0,7043.0,8921.0,-1.0,8336.0,5118.0,18537.0,9806.0,23094.0,35829.0,8309.0,15286.0,9545.0,11397.0,14427.0,7469.0,12188.0,24229.0,6000.0,-1.0,7506.0,17500.0,10000.0,15163.0,49752.0,2278.0,1014.0,8526.0,10000.0,7532.0,5714.0,21205.0,8163.0,11153.0,7860.0,7561.0,8359.0,37645.0,16548.0,7476.0,9604.0,10217.0,18660.0,30353.0,9173.0,2690.0,-1.0,1790.0,31645.0,7778.0,12323.0,8926.0,30673.0,796.0,9000.0,3877.0,-1.0,5037.0,12844.0,6339.0,6441.0,7848.0,9618.0,18651.0,11096.0,15639.0,8783.0,17244.0,23622.0,50287.0,3913.0,5055.0,-1.0,9844.0,9806.0,19495.0,20715.0,6517.0,5310.0,9465.0,-1.0,8699.0,13143.0,6482.0,6364.0,42427.0,7240.0,-1.0,10977.0,13349.0,5000.0,6807.0,2715.0,12537.0,4774.0,3717.0,20649.0,7757.0,4350.0,-1.0,6244.0,4006.0,8015.0,9735.0,15468.0,4512.0,10838.0,19761.0,19293.0,8000.0,-1.0,11892.0,5399.0,4500.0,18929.0,14421.0,14181.0,6697.0,6851.0,5496.0,23428.0,10037.0,9396.0,14208.0,-1.0,23217.0,22536.0,-1.0,10959.0,6284.0,38648.0,10442.0,4454.0,2444.0,6181.0,12933.0,5909.0,8295.0,16442.0,6139.0,5584.0,7368.0,5227.0,7259.0,5651.0,4864.0,24908.0,552.0,4877.0,7125.0,-1.0,6617.0,9783.0,6360.0,8184.0,6741.0,2373.0,10000.0,12381.0,10448.0,5863.0,7267.0,-1.0,1000.0,3668.0,6064.0,17220.0,44670.0
1994,17994.0,4768.0,8113.0,6105.0,6052.0,6094.0,18417.0,5000.0,15208.0,7510.0,5458.0,5892.0,5132.0,7202.0,5000.0,7942.0,16071.0,23638.0,8640.0,-1.0,8365.0,5455.0,18496.0,13028.0,24275.0,38937.0,8326.0,26140.0,9524.0,11505.0,14119.0,8175.0,12766.0,23045.0,6566.0,-1.0,6819.0,17105.0,10000.0,22837.0,50103.0,3274.0,4219.0,7216.0,10000.0,7769.0,7652.0,25069.0,8345.0,11316.0,9336.0,7561.0,8264.0,37255.0,17927.0,7132.0,9666.0,8876.0,18389.0,29516.0,10673.0,2696.0,-1.0,1949.0,21906.0,10162.0,13546.0,8824.0,32147.0,650.0,9091.0,7907.0,-1.0,4943.0,11411.0,5633.0,6702.0,7414.0,7494.0,27528.0,11384.0,16941.0,7608.0,16742.0,22419.0,36551.0,5192.0,5055.0,-1.0,8922.0,8558.0,14762.0,22319.0,6370.0,5030.0,8821.0,-1.0,8774.0,6598.0,6660.0,6410.0,44584.0,7099.0,-1.0,9284.0,6817.0,5000.0,7377.0,2896.0,12537.0,3446.0,3172.0,22000.0,6841.0,4225.0,-1.0,7967.0,3169.0,7872.0,9777.0,15996.0,4904.0,12204.0,23325.0,19584.0,7625.0,-1.0,13858.0,5594.0,4294.0,13501.0,14112.0,13659.0,6510.0,6799.0,6012.0,22135.0,10626.0,10185.0,13009.0,-1.0,21067.0,23611.0,-1.0,11067.0,6354.0,36140.0,15177.0,4797.0,2253.0,6493.0,14244.0,5949.0,8916.0,17809.0,6616.0,5616.0,7389.0,6538.0,8261.0,6214.0,5132.0,32781.0,1797.0,4884.0,7183.0,-1.0,6201.0,3857.0,6726.0,4215.0,6763.0,2379.0,33333.0,12174.0,8160.0,5794.0,7538.0,-1.0,1000.0,3663.0,6538.0,10427.0,38019.0
1995,17573.0,5728.0,9923.0,5838.0,6551.0,8256.0,12422.0,5000.0,15394.0,7175.0,5420.0,6487.0,6000.0,7179.0,6004.0,8640.0,15667.0,23569.0,9665.0,-1.0,8394.0,4375.0,18554.0,11111.0,16474.0,40774.0,8872.0,18730.0,9545.0,11842.0,14394.0,9409.0,12988.0,24067.0,6216.0,-1.0,4790.0,16579.0,10000.0,23394.0,45854.0,2323.0,3591.0,9099.0,10000.0,7707.0,11563.0,28102.0,8480.0,11362.0,9049.0,6634.0,8436.0,37980.0,17076.0,4435.0,9746.0,8343.0,21820.0,29988.0,9405.0,2707.0,-1.0,2607.0,29035.0,8000.0,11407.0,8636.0,33680.0,644.0,8779.0,2978.0,-1.0,4850.0,15442.0,6709.0,8080.0,7131.0,7860.0,21702.0,11253.0,17189.0,7437.0,17570.0,24222.0,32446.0,4000.0,4851.0,-1.0,9885.0,10211.0,15714.0,24264.0,6639.0,4808.0,8483.0,-1.0,8760.0,12394.0,6769.0,6875.0,44976.0,6815.0,-1.0,10809.0,12560.0,5016.0,6789.0,3671.0,12537.0,3913.0,4299.0,20640.0,6755.0,4000.0,-1.0,6049.0,7556.0,8373.0,9787.0,16084.0,4933.0,14567.0,14638.0,20446.0,8500.0,-1.0,13602.0,5023.0,4349.0,18104.0,14387.0,8376.0,6366.0,6892.0,6541.0,14475.0,10046.0,9934.0,12997.0,-1.0,16928.0,22794.0,-1.0,11111.0,5851.0,31026.0,19489.0,5667.0,2364.0,7154.0,14548.0,5939.0,12114.0,19232.0,6103.0,5765.0,7273.0,7773.0,7032.0,5920.0,5149.0,29700.0,583.0,4892.0,7218.0,-1.0,5598.0,14549.0,6713.0,6156.0,6785.0,2385.0,8688.0,12000.0,8048.0,6371.0,7538.0,-1.0,1000.0,3862.0,7002.0,10283.0,40300.0
1996,18756.0,5615.0,9584.0,5655.0,6918.0,9038.0,9057.0,5180.0,17092.0,7544.0,6143.0,5797.0,5671.0,7058.0,6445.0,7930.0,22000.0,24616.0,9594.0,-1.0,8422.0,4543.0,18571.0,10000.0,37663.0,47986.0,9045.0,13960.0,9546.0,12596.0,15020.0,9519.0,15082.0,24417.0,6000.0,-1.0,7769.0,22697.0,10000.0,18198.0,47607.0,3152.0,2180.0,7694.0,10000.0,7709.0,17266.0,25306.0,8587.0,11379.0,7616.0,38333.0,8732.0,37062.0,18840.0,6751.0,9841.0,7613.0,21288.0,30793.0,9387.0,2711.0,-1.0,2998.0,29975.0,15238.0,10051.0,8438.0,34918.0,594.0,8732.0,8638.0,-1.0,4756.0,11455.0,6942.0,6322.0,7927.0,9074.0,19628.0,11191.0,17428.0,7495.0,23495.0,23333.0,35409.0,3535.0,4594.0,-1.0,9769.0,9688.0,17816.0,22290.0,6939.0,4735.0,8323.0,3631.0,9117.0,12539.0,6769.0,6735.0,44929.0,7018.0,-1.0,12249.0,12677.0,5000.0,6769.0,3760.0,12537.0,7533.0,2334.0,20000.0,4620.0,4221.0,-1.0,6097.0,7382.0,7925.0,9751.0,16261.0,5315.0,12648.0,23635.0,20733.0,8222.0,9486.0,13463.0,5603.0,3520.0,18856.0,15012.0,11962.0,6269.0,6853.0,5771.0,13378.0,10474.0,9697.0,12478.0,-1.0,23179.0,25762.0,-1.0,11111.0,6433.0,31110.0,16469.0,6170.0,2500.0,7028.0,11121.0,5882.0,6209.0,17369.0,5161.0,5517.0,7586.0,5142.0,7645.0,6277.0,6109.0,28923.0,1020.0,4899.0,7367.0,-1.0,6515.0,13951.0,6769.0,6281.0,6806.0,2391.0,10000.0,12316.0,8336.0,6773.0,7407.0,-1.0,1000.0,3979.0,8034.0,7060.0,44071.0
